ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,oscat_1,oscat_2,oscat_3,qscat_1,qscat_2,qscat_3,size_1,size_2
0,0,0,2008146,-77.62,-48.75,1,0,0,0,0,0,0,19,5
0,0,0,2008151,0,0,0,0,0,0,-77.399,-48.2397,1,0,0
0,0,0,2008152,0,0,0,0,0,0,-77.4211,-48.0735,1,0,0
0,0,0,2008153,-77.62,-48.75,1,0,0,0,-77.4024,-48.0515,1,19,5
0,0,0,2008154,0,0,0,0,0,0,-77.4484,-47.9842,1,0,0
0,0,0,2008155,0,0,0,0,0,0,-77.4162,-48.0443,1,0,0
0,0,0,2008156,0,0,0,0,0,0,-77.4376,-47.9294,1,0,0
0,0,0,2008157,0,0,0,0,0,0,-77.4401,-48.167,1,0,0
0,0,0,2008158,0,0,0,0,0,0,-77.4481,-48.2858,1,0,0
0,0,0,2008159,0,0,0,0,0,0,-77.4671,-48.3332,1,0,0
0,0,0,2008160,-77.62,-48.75,1,0,0,0,-77.4481,-48.3874,1,19,5
0,0,0,2008161,0,0,0,0,0,0,-77.4824,-48.1473,1,0,0
0,0,0,2008162,0,0,0,0,0,0,-77.4977,-48.0579,1,0,0
0,0,0,2008163,0,0,0,0,0,0,-77.4854,-48.1584,1,0,0
0,0,0,2008164,0,0,0,0,0,0,-77.4269,-48.2504,1,0,0
0,0,0,2008165,0,0,0,0,0,0,-77.4605,-48.1356,1,0,0
0,0,0,2008166,0,0,0,0,0,0,-77.4637,-47.9732,1,0,0
0,0,0,2008167,-77.62,-48.75,1,0,0,0,-77.4923,-47.6775,1,19,5
0,0,0,2008168,0,0,0,0,0,0,-77.4899,-47.6611,1,0,0
0,0,0,2008169,0,0,0,0,0,0,-77.5061,-47.5927,1,0,0
0,0,0,2008170,0,0,0,0,0,0,-77.5049,-47.5979,1,0,0
0,0,0,2008171,0,0,0,0,0,0,-77.4668,-47.9075,1,0,0
0,0,0,2008172,0,0,0,0,0,0,-77.5289,-47.8248,1,0,0
0,0,0,2008173,0,0,0,0,0,0,-77.5443,-47.7362,1,0,0
0,0,0,2008174,-77.62,-48.75,1,0,0,0,-77.5214,-47.7824,1,19,5
0,0,0,2008175,0,0,0,0,0,0,-77.5225,-47.9281,1,0,0
0,0,0,2008177,0,0,0,0,0,0,-77.4996,-47.9002,1,0,0
0,0,0,2008178,0,0,0,0,0,0,-77.5033,-47.908,1,0,0
0,0,0,2008179,0,0,0,0,0,0,-77.5142,-47.9128,1,0,0
0,0,0,2008180,0,0,0,0,0,0,-77.5184,-47.8953,1,0,0
0,0,0,2008181,-77.62,-48.75,1,0,0,0,-77.5238,-47.8222,1,19,5
0,0,0,2008182,0,0,0,0,0,0,-77.5276,-48.1066,1,0,0
0,0,0,2008183,0,0,0,0,0,0,-77.5142,-48.1155,1,0,0
0,0,0,2008184,0,0,0,0,0,0,-77.5204,-48.2888,1,0,0
0,0,0,2008185,0,0,0,0,0,0,-77.5006,-48.1745,1,0,0
0,0,0,2008186,0,0,0,0,0,0,-77.5003,-48.1729,1,0,0
0,0,0,2008187,0,0,0,0,0,0,-77.484,-48.1904,1,0,0
0,0,0,2008188,-77.62,-48.75,1,0,0,0,-77.4896,-48.1177,1,19,5
0,0,0,2008189,0,0,0,0,0,0,-77.5138,-48.0905,1,0,0
0,0,0,2008190,0,0,0,0,0,0,-77.5316,-48.143,1,0,0
0,0,0,2008191,0,0,0,0,0,0,-77.5385,-48.1905,1,0,0
0,0,0,2008192,0,0,0,0,0,0,-77.5383,-48.2913,1,0,0
0,0,0,2008193,0,0,0,0,0,0,-77.5311,-48.4466,1,0,0
0,0,0,2008194,0,0,0,0,0,0,-77.5297,-48.4786,1,0,0
0,0,0,2008195,-77.62,-48.75,1,0,0,0,-77.5258,-48.3953,1,19,5
0,0,0,2008196,0,0,0,0,0,0,-77.5297,-48.4786,1,0,0
0,0,0,2008197,0,0,0,0,0,0,-77.5313,-48.3728,1,0,0
0,0,0,2008198,0,0,0,0,0,0,-77.514,-48.2947,1,0,0
0,0,0,2008199,0,0,0,0,0,0,-77.5192,-48.2706,1,0,0
0,0,0,2008200,0,0,0,0,0,0,-77.4921,-48.2828,1,0,0
0,0,0,2008201,0,0,0,0,0,0,-77.5148,-48.3382,1,0,0
0,0,0,2008202,-77.62,-48.75,1,0,0,0,-77.5168,-48.2072,1,19,5
0,0,0,2008203,0,0,0,0,0,0,-77.5342,-48.2583,1,0,0
0,0,0,2008204,0,0,0,0,0,0,-77.5419,-48.4519,1,0,0
0,0,0,2008205,0,0,0,0,0,0,-77.5328,-48.3927,1,0,0
0,0,0,2008206,0,0,0,0,0,0,-77.5296,-48.529,1,0,0
0,0,0,2008207,0,0,0,0,0,0,-77.5178,-48.4048,1,0,0
0,0,0,2008208,0,0,0,0,0,0,-77.5122,-48.3754,1,0,0
0,0,0,2008209,-77.62,-48.75,1,0,0,0,-77.5123,-48.3251,1,19,5
0,0,0,2008210,0,0,0,0,0,0,-77.5272,-48.3633,1,0,0
0,0,0,2008211,0,0,0,0,0,0,-77.5167,-48.2575,1,0,0
0,0,0,2008212,0,0,0,0,0,0,-77.5244,-48.3486,1,0,0
0,0,0,2008213,0,0,0,0,0,0,-77.5435,-48.346,1,0,0
0,0,0,2008214,0,0,0,0,0,0,-77.5018,-48.3449,1,0,0
0,0,0,2008215,0,0,0,0,0,0,-77.5145,-48.4388,1,0,0
0,0,0,2008216,-77.62,-48.75,1,0,0,0,-77.4877,-48.4522,1,19,5
0,0,0,2008217,0,0,0,0,0,0,-77.4808,-48.4047,1,0,0
0,0,0,2008218,0,0,0,0,0,0,-77.4888,-48.3953,1,0,0
0,0,0,2008219,0,0,0,0,0,0,-77.5051,-48.3781,1,0,0
0,0,0,2008220,0,0,0,0,0,0,-77.5012,-48.4204,1,0,0
0,0,0,2008221,0,0,0,0,0,0,-77.5228,-48.431,1,0,0
0,0,0,2008222,0,0,0,0,0,0,-77.5092,-48.5131,1,0,0
0,0,0,2008223,-77.63,-48.73,1,0,0,0,-77.5376,-48.4962,1,19,5
0,0,0,2008224,0,0,0,0,0,0,-77.5389,-48.5664,1,0,0
0,0,0,2008225,0,0,0,0,0,0,-77.5501,-48.471,1,0,0
0,0,0,2008226,0,0,0,0,0,0,-77.5542,-48.5041,1,0,0
0,0,0,2008227,0,0,0,0,0,0,-77.5485,-48.577,1,0,0
0,0,0,2008228,0,0,0,0,0,0,-77.5419,-48.5308,1,0,0
0,0,0,2008229,0,0,0,0,0,0,-77.5389,-48.5664,1,0,0
0,0,0,2008230,0,0,0,0,0,0,-77.5552,-48.5494,1,0,0
0,0,0,2008231,0,0,0,0,0,0,-77.5403,-48.6367,1,0,0
0,0,0,2008232,0,0,0,0,0,0,-77.5256,-48.5479,1,0,0
0,0,0,2008233,0,0,0,0,0,0,-77.5606,-48.5773,1,0,0
0,0,0,2008234,0,0,0,0,0,0,-77.5462,-48.5135,1,0,0
0,0,0,2008235,0,0,0,0,0,0,-77.5324,-48.5437,1,0,0
0,0,0,2008236,0,0,0,0,0,0,-77.5828,-48.386,1,0,0
0,0,0,2008237,0,0,0,0,0,0,-77.5626,-48.4694,1,0,0
0,0,0,2008238,0,0,0,0,0,0,-77.5692,-48.4921,1,0,0
0,0,0,2008239,0,0,0,0,0,0,-77.5722,-48.4564,1,0,0
0,0,0,2008240,0,0,0,0,0,0,-77.5936,-48.5177,1,0,0
0,0,0,2008241,0,0,0,0,0,0,-77.6019,-48.5099,1,0,0
0,0,0,2008242,0,0,0,0,0,0,-77.5952,-48.5376,1,0,0
0,0,0,2008243,0,0,0,0,0,0,-77.6124,-48.6166,1,0,0
0,0,0,2008244,-77.63,-48.75,1,0,0,0,-77.5939,-48.5193,1,19,5
0,0,0,2008245,0,0,0,0,0,0,-77.586,-48.4259,1,0,0
0,0,0,2008246,0,0,0,0,0,0,-77.5876,-48.2926,1,0,0
0,0,0,2008247,0,0,0,0,0,0,-77.5999,-48.2655,1,0,0
0,0,0,2008248,0,0,0,0,0,0,-77.5893,-48.1592,1,0,0
0,0,0,2008249,0,0,0,0,0,0,-77.5743,-48.1952,1,0,0
0,0,0,2008250,0,0,0,0,0,0,-77.5756,-48.1394,1,0,0
0,0,0,2008251,-77.62,-48.67,1,0,0,0,-77.5943,-48.1855,1,19,5
0,0,0,2008252,0,0,0,0,0,0,-77.6012,-48.2333,1,0,0
0,0,0,2008253,0,0,0,0,0,0,-77.5879,-48.215,1,0,0
0,0,0,2008254,0,0,0,0,0,0,-77.5756,-48.1394,1,0,0
0,0,0,2008255,0,0,0,0,0,0,-77.5888,-48.2082,1,0,0
0,0,0,2008256,0,0,0,0,0,0,-77.6135,-48.1319,1,0,0
0,0,0,2008257,0,0,0,0,0,0,-77.6002,-48.1373,1,0,0
0,0,0,2008258,-77.62,-48.67,1,0,0,0,-77.6125,-48.0358,1,19,5
0,0,0,2008259,0,0,0,0,0,0,-77.6003,-48.0866,1,0,0
0,0,0,2008260,0,0,0,0,0,0,-77.6167,-47.9675,1,0,0
0,0,0,2008261,0,0,0,0,0,0,-77.6126,-47.958,1,0,0
0,0,0,2008262,0,0,0,0,0,0,-77.5527,-48.158,1,0,0
0,0,0,2008263,0,0,0,0,0,0,-77.5307,-48.1498,1,0,0
0,0,0,2008264,0,0,0,0,0,0,-77.5546,-48.2738,1,0,0
0,0,0,2008265,-77.62,-48.67,1,0,0,0,-77.566,-48.1292,1,19,5
0,0,0,2008266,0,0,0,0,0,0,-77.5729,-48.0742,1,0,0
0,0,0,2008267,0,0,0,0,0,0,-77.5663,-48.0012,1,0,0
0,0,0,2008268,0,0,0,0,0,0,-77.5413,-48.279,1,0,0
0,0,0,2008269,0,0,0,0,0,0,-77.5263,-48.2175,1,0,0
0,0,0,2008270,0,0,0,0,0,0,-77.518,-48.2255,1,0,0
0,0,0,2008271,0,0,0,0,0,0,-77.5073,-48.1701,1,0,0
0,0,0,2008272,-77.6,-48.7,1,0,0,0,-77.5045,-48.1555,1,19,5
0,0,0,2008273,0,0,0,0,0,0,-77.5206,-48.2385,1,0,0
0,0,0,2008274,0,0,0,0,0,0,-77.523,-48.4041,1,0,0
0,0,0,2008275,0,0,0,0,0,0,-77.5024,-48.5406,1,0,0
0,0,0,2008276,0,0,0,0,0,0,-77.5,-48.4021,1,0,0
0,0,0,2008277,0,0,0,0,0,0,-77.5178,-48.3026,1,0,0
0,0,0,2008278,0,0,0,0,0,0,-77.5328,-48.2904,1,0,0
0,0,0,2008279,-77.6,-48.7,1,0,0,0,-77.5205,-48.391,1,19,5
0,0,0,2008280,0,0,0,0,0,0,-77.5383,-48.2678,1,0,0
0,0,0,2008281,0,0,0,0,0,0,-77.5478,-48.2782,1,0,0
0,0,0,2008282,0,0,0,0,0,0,-77.5261,-48.3181,1,0,0
0,0,0,2008283,0,0,0,0,0,0,-77.549,-48.3234,1,0,0
0,0,0,2008284,0,0,0,0,0,0,-77.5339,-48.4613,1,0,0
0,0,0,2008285,0,0,0,0,0,0,-77.5355,-48.3554,1,0,0
