date,ers_1,ers_2,ers_3
1992040,-71.08,-161,1
1992041,-71.08,-161,1
1992042,-71.08,-161,1
1992043,-71.0688,-160.984,1
1992044,-71.0463,-160.9521,1
1992045,-71.0238,-160.9202,1
1992046,-70.9878,-160.9037,1
1992047,-70.9381,-160.9026,1
1992048,-70.8884,-160.9015,1
1992049,-70.8636,-160.9009,1
1992050,-70.8636,-160.9009,1
1992051,-70.8636,-160.9009,1
1992052,-70.8433,-160.8472,1
1992053,-70.8027,-160.7396,1
1992054,-70.7621,-160.6321,1
1992055,-70.7418,-160.5784,1
1992056,-70.7418,-160.5784,1
1992057,-70.7418,-160.5784,1
1992058,-70.7418,-160.5784,1
1992059,-70.7418,-160.5784,1
1992060,-70.7418,-160.5784,1
1992061,-70.7418,-160.5784,1
1992062,-70.7418,-160.5784,1
1992063,-70.7418,-160.5784,1
1992064,-70.724,-160.5926,1
1992065,-70.6884,-160.6209,1
1992066,-70.6528,-160.6493,1
1992067,-70.6208,-160.6465,1
1992068,-70.5923,-160.6124,1
1992069,-70.5638,-160.5783,1
1992070,-70.5401,-160.5554,1
1992071,-70.5212,-160.5435,1
1992072,-70.5022,-160.5316,1
1992073,-70.474,-160.5033,1
1992074,-70.4367,-160.4586,1
1992075,-70.3993,-160.4138,1
1992076,-70.3806,-160.3914,1
1992077,-70.3806,-160.3914,1
1992078,-70.3806,-160.3914,1
1992079,-70.3558,-160.3915,1
1992080,-70.3063,-160.3918,1
1992081,-70.2567,-160.392,1
1992082,-70.216,-160.3617,1
1992083,-70.1841,-160.301,1
1992084,-70.1522,-160.2402,1
1992085,-70.1363,-160.2098,1
1992086,-70.1363,-160.2098,1
1992087,-70.1363,-160.2098,1
1992088,-70.131,-160.1951,1
1992089,-70.1205,-160.1656,1
1992090,-70.11,-160.1361,1
1992091,-70.1079,-160.0545,1
1992092,-70.1142,-159.9208,1
1992093,-70.1205,-159.787,1
1992094,-70.1269,-159.6533,1
1992095,-70.1332,-159.5195,1
1992096,-70.1395,-159.3858,1
1992097,-70.1459,-159.252,1
1992098,-70.1522,-159.1182,1
1992099,-70.1585,-158.9845,1
1992100,-70.1649,-158.8507,1
1992101,-70.1712,-158.717,1
1992102,-70.1775,-158.5832,1
1992103,-70.1839,-158.4495,1
1992104,-70.1902,-158.3157,1
1992105,-70.1965,-158.182,1
1992106,-70.1997,-158.1151,1
1992107,-70.1997,-158.1151,1
1992108,-70.1997,-158.1151,1
1992109,-70.2132,-158.032,1
1992110,-70.24,-157.8657,1
1992111,-70.2669,-157.6994,1
1992112,-70.2804,-157.6163,1
1992113,-70.2804,-157.6163,1
1992114,-70.2804,-157.6163,1
1992115,-70.3087,-157.6522,1
1992116,-70.3653,-157.724,1
1992117,-70.4218,-157.7958,1
1992118,-70.4827,-157.8457,1
1992119,-70.5478,-157.8736,1
1992120,-70.6128,-157.9015,1
1992121,-70.6454,-157.9154,1
1992122,-70.6454,-157.9154,1
1992123,-70.6454,-157.9154,1
1992124,-70.6676,-158.0304,1
1992125,-70.712,-158.2604,1
1992126,-70.7563,-158.4905,1
1992127,-70.7858,-158.6779,1
1992128,-70.8004,-158.8228,1
1992129,-70.8151,-158.9677,1
1992130,-70.8088,-159.0607,1
1992131,-70.7816,-159.1017,1
1992132,-70.7545,-159.1429,1
1992133,-70.7255,-159.1973,1
1992134,-70.6947,-159.265,1
1992135,-70.664,-159.3327,1
1992136,-70.6142,-159.4052,1
1992137,-70.5455,-159.4824,1
1992138,-70.4768,-159.5596,1
1992139,-70.4174,-159.6099,1
1992140,-70.3673,-159.6332,1
1992141,-70.3172,-159.6566,1
1992142,-70.2922,-159.6683,1
1992143,-70.2922,-159.6683,1
1992144,-70.2922,-159.6683,1
1992145,-70.2991,-159.5809,1
1992146,-70.313,-159.4061,1
1992147,-70.3269,-159.2314,1
1992148,-70.3562,-159.0815,1
1992149,-70.4009,-158.9566,1
1992150,-70.4456,-158.8317,1
1992151,-70.4757,-158.7337,1
1992152,-70.4912,-158.6624,1
1992153,-70.5067,-158.591,1
1992154,-70.5144,-158.5554,1
1992155,-70.5144,-158.5554,1
1992156,-70.5144,-158.5554,1
1992157,-70.4941,-158.4986,1
1992158,-70.4536,-158.385,1
1992159,-70.4131,-158.2713,1
1992160,-70.3787,-158.0977,1
1992161,-70.3505,-157.8641,1
1992162,-70.3224,-157.6306,1
1992163,-70.2921,-157.4381,1
1992164,-70.2598,-157.2866,1
1992165,-70.2275,-157.1351,1
1992166,-70.2113,-157.0593,1
1992167,-70.2113,-157.0593,1
1992168,-70.2113,-157.0593,1
1992169,-70.2279,-157.0231,1
1992170,-70.2612,-156.9508,1
1992171,-70.2946,-156.8785,1
1992172,-70.3419,-156.803,1
1992173,-70.4034,-156.7242,1
1992174,-70.4648,-156.6455,1
1992175,-70.4955,-156.6062,1
1992176,-70.4955,-156.6062,1
1992177,-70.4955,-156.6062,1
1992178,-70.5243,-156.6765,1
1992179,-70.5821,-156.8173,1
1992180,-70.6397,-156.9579,1
1992181,-70.6975,-157.0987,1
1992182,-70.7552,-157.2394,1
1992183,-70.8129,-157.3801,1
1992184,-70.8475,-157.5631,1
1992185,-70.8591,-157.7885,1
1992186,-70.8708,-158.0138,1
1992187,-70.819,-158.308,1
1992188,-70.7037,-158.6709,1
1992189,-70.5884,-159.0337,1
1992190,-70.494,-159.1336,1
1992191,-70.4203,-158.9703,1
1992192,-70.3467,-158.8071,1
1992193,-70.2602,-158.6884,1
1992194,-70.1608,-158.6142,1
1992195,-70.0614,-158.54,1
1992196,-69.9788,-158.4576,1
1992197,-69.9131,-158.3671,1
1992198,-69.8474,-158.2765,1
1992199,-69.8042,-158.2073,1
1992200,-69.7835,-158.1594,1
1992201,-69.7629,-158.1116,1
1992202,-69.7366,-158.0702,1
1992203,-69.7046,-158.0351,1
1992204,-69.6726,-158,1
1992205,-69.6406,-157.9649,1
1992206,-69.6086,-157.9298,1
1992207,-69.5766,-157.8947,1
1992208,-69.5783,-157.8986,1
1992209,-69.6137,-157.9416,1
1992210,-69.649,-157.9845,1
1992211,-69.6712,-157.9742,1
1992212,-69.68,-157.9107,1
1992213,-69.6889,-157.8471,1
1992214,-69.7099,-157.817,1
1992215,-69.7429,-157.8205,1
1992216,-69.7759,-157.824,1
1992217,-69.8237,-157.8835,1
1992218,-69.8862,-157.9989,1
1992219,-69.9488,-158.1143,1
1992220,-69.9967,-158.3099,1
1992221,-70.0298,-158.5858,1
1992222,-70.063,-158.8616,1
1992223,-70.0708,-159.0556,1
1992224,-70.0531,-159.1679,1
1992225,-70.0354,-159.2802,1
1992226,-69.9993,-159.2772,1
1992227,-69.9446,-159.1592,1
1992228,-69.89,-159.0411,1
1992229,-69.832,-158.9395,1
1992230,-69.7706,-158.8544,1
1992231,-69.7092,-158.7693,1
1992232,-69.6888,-158.6171,1
1992233,-69.7095,-158.3978,1
1992234,-69.7302,-158.1785,1
1992235,-69.7384,-158.0042,1
1992236,-69.7342,-157.8749,1
1992237,-69.73,-157.7456,1
1992238,-69.7279,-157.6809,1
1992239,-69.7279,-157.6809,1
1992240,-69.7279,-157.6809,1
1992241,-69.706,-157.5307,1
1992242,-69.662,-157.2302,1
1992243,-69.6181,-156.9297,1
1992244,-69.5943,-156.6944,1
1992245,-69.5904,-156.5241,1
1992246,-69.5864,-156.3538,1
1992247,-69.4958,-156.0044,1
1992248,-69.3185,-155.4758,1
1992249,-69.1412,-154.9473,1
1992250,-69.006,-154.7006,1
1992251,-68.913,-154.7357,1
1992252,-68.82,-154.7709,1
1992253,-68.7238,-154.6451,1
1992254,-68.6245,-154.3584,1
1992255,-68.5252,-154.0717,1
1992256,-68.4258,-153.7849,1
1992257,-68.3265,-153.4982,1
1992258,-68.2272,-153.2115,1
1992259,-68.1661,-153.0067,1
1992260,-68.1433,-152.8839,1
1992261,-68.1206,-152.7612,1
1992262,-68.1172,-152.654,1
1992263,-68.1333,-152.5624,1
1992264,-68.1494,-152.4708,1
1992265,-68.2177,-152.3388,1
1992266,-68.3383,-152.1664,1
1992267,-68.4589,-151.9941,1
1992268,-68.5435,-151.794,1
1992269,-68.5922,-151.5663,1
1992270,-68.6408,-151.3386,1
1992271,-68.667,-151.1228,1
1992272,-68.6709,-150.9189,1
1992273,-68.6747,-150.7151,1
1992274,-68.6668,-150.6135,1
1992275,-68.6473,-150.6139,1
1992276,-68.6278,-150.6145,1
1992277,-68.6191,-150.5817,1
1992278,-68.621,-150.5157,1
1992279,-68.623,-150.4497,1
1992280,-68.5998,-150.3657,1
1992281,-68.5513,-150.2636,1
1992282,-68.5028,-150.1615,1
1992283,-68.4786,-150.1104,1
1992284,-68.4786,-150.1104,1
1992285,-68.4786,-150.1104,1
1992286,-68.4651,-150.0643,1
1992287,-68.438,-149.972,1
1992288,-68.4109,-149.8798,1
1992289,-68.3711,-149.7924,1
1992290,-68.3185,-149.7097,1
1992291,-68.2659,-149.627,1
1992292,-68.2282,-149.6302,1
1992293,-68.2053,-149.7193,1
1992294,-68.1824,-149.8084,1
1992295,-68.1516,-149.8776,1
1992296,-68.1127,-149.927,1
1992297,-68.0738,-149.9764,1
1992298,-68.0426,-149.9115,1
1992299,-68.019,-149.7321,1
1992300,-67.9955,-149.5529,1
1992301,-67.9727,-149.3113,1
1992302,-67.9507,-149.0074,1
1992303,-67.9287,-148.7035,1
1992304,-67.9086,-148.4796,1
1992305,-67.8902,-148.3356,1
1992306,-67.8719,-148.1917,1
1992307,-67.8858,-148.0925,1
1992308,-67.932,-148.0382,1
1992309,-67.978,-147.9838,1
1992310,-68.0166,-147.9148,1
1992311,-68.0476,-147.8312,1
1992312,-68.0785,-147.7476,1
1992313,-68.1025,-147.6596,1
1992314,-68.1196,-147.5671,1
1992315,-68.1366,-147.4746,1
1992316,-68.1281,-147.4155,1
1992317,-68.0941,-147.3898,1
1992318,-68.06,-147.3641,1
1992319,-68.0301,-147.363,1
1992320,-68.0044,-147.3864,1
1992321,-67.9787,-147.4099,1
1992322,-67.9458,-147.5024,1
1992323,-67.9057,-147.6638,1
1992324,-67.8657,-147.8253,1
1992325,-67.8457,-147.906,1
1992326,-67.8457,-147.906,1
1992327,-67.8457,-147.906,1
1992328,-67.8457,-147.906,1
1992329,-67.8457,-147.906,1
1992330,-67.8457,-147.906,1
1992331,-67.8095,-147.8519,1
1992332,-67.7371,-147.7437,1
1992333,-67.6647,-147.6354,1
1992334,-67.608,-147.5854,1
1992335,-67.5669,-147.5936,1
1992336,-67.5258,-147.6019,1
1992337,-67.4937,-147.6712,1
1992338,-67.4704,-147.8015,1
1992339,-67.4471,-147.9318,1
1992340,-67.4355,-147.997,1
1992341,-67.4355,-147.997,1
1992342,-67.4355,-147.997,1
1992343,-67.4344,-148.024,1
1992344,-67.4321,-148.078,1
1992345,-67.4298,-148.132,1
1992346,-67.4376,-148.1139,1
1992347,-67.4554,-148.0238,1
1992348,-67.4732,-147.9336,1
1992349,-67.4821,-147.8885,1
1992350,-67.4821,-147.8885,1
1992351,-67.4821,-147.8885,1
1992352,-67.4821,-147.8885,1
1992353,-67.4821,-147.8885,1
1992354,-67.4821,-147.8885,1
1992355,-67.4821,-147.8885,1
1992356,-67.4821,-147.8885,1
1992357,-67.4821,-147.8885,1
