date,nic_1,nic_2,nic_3,size_1,size_2
2008188,-70.25,-73,1,13,4
2008195,-70.23,-73.03,1,13,4
2008202,-70.23,-73.03,1,13,4
2008209,-70.25,-72.95,1,13,4
2008216,-70.25,-72.93,1,13,4
2008223,-70.23,-72.98,1,13,4
2008230,-70.25,-72.92,1,13,4
2008237,-70.25,-72.95,1,13,4
2008244,-70.25,-72.95,1,13,4
2008251,-70.25,-72.95,1,13,4
2008258,-70.25,-72.95,1,13,4
2008265,-70.25,-72.95,1,13,4
2008272,-70.25,-72.95,1,13,4
2008279,-70.25,-72.95,1,13,4
2008286,-70.25,-72.95,1,13,4
2008293,-70.23,-72.95,1,13,4
2008307,-70.25,-72.93,1,13,4
2008314,-70.25,-72.93,1,13,4
2008321,-70.23,-72.95,1,13,4
2008328,-70.25,-72.93,1,13,4
2008335,-70.25,-72.93,1,13,4
2008342,-70.25,-72.93,1,13,4
2008349,-70.25,-72.93,1,13,4
2010024,-70.17,-73.17,1,13,4
2010031,-70.08,-73.12,1,13,4
2010038,-70.08,-73.12,1,13,4
2010045,-70.05,-73,1,13,4
2010059,-70.03,-72.95,1,13,4
2010066,-70.03,-72.93,1,13,4
2010073,-70.03,-72.92,1,13,4
2010080,-70.03,-73.02,1,13,4
2010087,-70.02,-73.05,1,13,4
2010094,-70.07,-73.05,1,13,4
2010101,-70.02,-73.03,1,13,4
2010108,-70,-73.12,1,13,4
2010115,-69.95,-73.38,1,13,4
2010117,-69.8945,-73.41,0,0,0
2010118,-69.852,-73.423,0,0,0
2010119,-69.808,-73.434,0,0,0
2010120,-69.7689,-73.4426,0,0,0
2010121,-69.7408,-73.4481,0,0,0
2010122,-69.73,-73.45,1,13,4
2010123,-69.7328,-73.4485,0,0,0
2010124,-69.7406,-73.4442,0,0,0
2010125,-69.7524,-73.4377,0,0,0
2010126,-69.7672,-73.4296,0,0,0
2010127,-69.7841,-73.4202,0,0,0
2010128,-69.802,-73.4102,0,0,0
2010129,-69.82,-73.4,1,13,4
2010130,-69.8427,-73.3859,0,0,0
2010131,-69.8731,-73.3659,0,0,0
2010136,-70.02,-73.28,1,13,4
2010143,-70.07,-73.3,1,13,4
2010150,-70.15,-73.45,1,13,4
2010157,-70.32,-74,1,13,4
2010164,-70.22,-74.27,1,13,4
2010171,-70.3,-74.62,1,13,4
2010172,-70.3092,-74.718,0,0,0
2010173,-70.3189,-74.8561,0,0,0
