date,ers_1,ers_2,ers_3
1998229,-75.5948,-161.8997,1
1998230,-75.5044,-162.6391,1
1998231,-75.4141,-163.3785,1
1998232,-75.3689,-163.7482,1
1998233,-75.3689,-163.7482,1
1998234,-75.3689,-163.7482,1
1998235,-75.322,-163.922,1
1998236,-75.2281,-164.2695,1
1998237,-75.1342,-164.617,1
1998238,-75.0828,-165.0054,1
1998239,-75.0738,-165.4346,1
1998240,-75.0648,-165.8638,1
1998241,-75.0701,-166.2642,1
1998242,-75.0898,-166.6357,1
1998243,-75.1095,-167.0072,1
1998244,-75.1193,-167.193,1
1998245,-75.1193,-167.193,1
1998246,-75.1193,-167.193,1
1998247,-75.1155,-167.3095,1
1998248,-75.1079,-167.5426,1
1998249,-75.1003,-167.7757,1
1998250,-75.0918,-168.0633,1
1998251,-75.0824,-168.4054,1
1998252,-75.0729,-168.7475,1
1998253,-75.0391,-169.2563,1
1998254,-74.9808,-169.9318,1
1998255,-74.9224,-170.6073,1
1998256,-74.8895,-171.1026,1
1998257,-74.8819,-171.4178,1
1998258,-74.8744,-171.7329,1
1998259,-74.8657,-171.9901,1
1998260,-74.856,-172.1893,1
1998261,-74.8462,-172.3886,1
1998262,-74.8119,-172.5279,1
1998263,-74.7531,-172.6073,1
1998264,-74.6942,-172.6868,1
1998265,-74.6418,-172.7951,1
1998266,-74.5957,-172.9323,1
1998267,-74.5495,-173.0694,1
1998268,-74.5127,-173.1307,1
1998269,-74.4852,-173.1162,1
1998270,-74.4576,-173.1016,1
1998271,-74.4438,-173.0943,1
1998272,-74.4438,-173.0943,1
1998273,-74.4438,-173.0943,1
1998274,-74.4149,-173.095,1
1998275,-74.3571,-173.0964,1
1998276,-74.2994,-173.0977,1
1998277,-74.228,-173.0428,1
1998278,-74.1429,-172.9316,1
1998279,-74.0579,-172.8204,1
1998280,-73.9815,-172.8115,1
1998281,-73.9137,-172.9049,1
1998282,-73.846,-172.9983,1
1998283,-73.7896,-173.0301,1
1998284,-73.7447,-173.0005,1
1998285,-73.6998,-172.9708,1
1998286,-73.6274,-172.8882,1
1998287,-73.5275,-172.7528,1
1998288,-73.4275,-172.6174,1
1998289,-73.3398,-172.491,1
1998290,-73.2644,-172.3737,1
1998291,-73.1889,-172.2564,1
1998292,-73.1596,-172.2769,1
1998293,-73.1765,-172.4353,1
1998294,-73.1934,-172.5937,1
1998295,-73.2036,-172.8716,1
1998296,-73.2069,-173.2689,1
1998297,-73.2102,-173.6662,1
1998298,-73.1981,-173.9154,1
1998299,-73.1706,-174.0163,1
1998300,-73.1432,-174.1172,1
1998301,-73.1169,-174.2008,1
1998302,-73.0919,-174.2671,1
1998303,-73.0669,-174.3334,1
1998304,-73.0281,-174.4556,1
1998305,-72.9755,-174.6338,1
1998306,-72.923,-174.8121,1
1998307,-72.8655,-174.9326,1
1998308,-72.8032,-174.9955,1
1998309,-72.7409,-175.0584,1
1998310,-72.6835,-175.0465,1
1998311,-72.631,-174.96,1
1998312,-72.5785,-174.8735,1
1998313,-72.5428,-174.7884,1
1998314,-72.5237,-174.7047,1
1998315,-72.5046,-174.6211,1
1998316,-72.4884,-174.6379,1
1998317,-72.4749,-174.755,1
1998318,-72.4614,-174.8722,1
1998319,-72.4211,-174.9347,1
1998320,-72.3538,-174.9425,1
1998321,-72.2865,-174.9504,1
1998322,-72.2203,-174.9307,1
1998323,-72.1551,-174.8836,1
1998324,-72.09,-174.8364,1
1998325,-72.0478,-174.8214,1
1998326,-72.0286,-174.8386,1
1998327,-72.0094,-174.8558,1
1998328,-71.9998,-174.8644,1
1998329,-71.9998,-174.8644,1
1998330,-71.9998,-174.8644,1
1998331,-71.9969,-174.9472,1
1998332,-71.9912,-175.1126,1
1998333,-71.9854,-175.2781,1
1998334,-71.96,-175.404,1
1998335,-71.9151,-175.4903,1
1998336,-71.8701,-175.5765,1
1998337,-71.8237,-175.6036,1
1998338,-71.7758,-175.5716,1
1998339,-71.728,-175.5397,1
1998340,-71.6867,-175.4959,1
1998341,-71.6519,-175.4404,1
1998342,-71.6172,-175.385,1
1998343,-71.5998,-175.3572,1
1998344,-71.5998,-175.3572,1
1998345,-71.5998,-175.3572,1
1998346,-71.5998,-175.3572,1
1998347,-71.5998,-175.3572,1
1998348,-71.5998,-175.3572,1
1998349,-71.5998,-175.3572,1
1998350,-71.5998,-175.3572,1
1998351,-71.5998,-175.3572,1
1998352,-71.613,-175.4078,1
1998353,-71.6393,-175.5089,1
1998354,-71.6656,-175.6101,1
1998355,-71.6788,-175.6607,1
1998356,-71.6788,-175.6607,1
1998357,-71.6788,-175.6607,1
1998358,-71.6788,-175.6607,1
1998359,-71.6788,-175.6607,1
1998360,-71.6788,-175.6607,1
1998361,-71.6788,-175.6607,1
1998362,-71.6788,-175.6607,1
1998363,-71.6788,-175.6607,1
1998364,-71.6788,-175.6607,1
1998365,-71.7005,-175.6774,0
1999001,-71.7405,-175.7082,1
1999002,-71.7406,-175.7082,1
1999003,-71.7407,-175.7083,1
1999004,-71.7407,-175.7083,1
1999005,-71.7407,-175.7083,1
1999006,-71.7407,-175.7083,1
1999007,-71.7407,-175.7083,1
1999008,-71.7407,-175.7083,1
1999009,-71.7407,-175.7083,1
1999010,-71.7497,-175.7385,1
1999011,-71.7678,-175.799,1
1999012,-71.7859,-175.8595,1
1999013,-71.8225,-175.8448,1
1999014,-71.8775,-175.7551,1
1999015,-71.9326,-175.6654,1
1999016,-71.9409,-175.5985,1
1999017,-71.9023,-175.5545,1
1999018,-71.8637,-175.5105,1
1999019,-71.8524,-175.5353,1
1999020,-71.8683,-175.629,1
1999021,-71.8842,-175.7227,1
1999022,-71.8922,-175.7695,1
1999023,-71.8922,-175.7695,1
1999024,-71.8922,-175.7695,1
1999025,-71.9266,-175.7225,1
1999026,-71.9952,-175.6284,1
1999027,-72.0639,-175.5343,1
1999028,-72.1028,-175.4755,1
1999029,-72.1118,-175.4518,1
1999030,-72.1207,-175.4281,1
1999031,-72.1376,-175.5125,1
1999032,-72.1623,-175.7049,1
1999033,-72.1869,-175.8972,1
1999034,-72.1993,-175.9934,1
1999035,-72.1993,-175.9934,1
1999036,-72.1993,-175.9934,1
1999037,-72.1993,-175.9934,1
1999038,-72.1993,-175.9934,1
1999039,-72.1993,-175.9934,1
1999040,-72.1993,-175.9934,1
1999041,-72.1993,-175.9934,1
1999042,-72.1993,-175.9934,1
1999043,-72.1993,-175.9934,1
1999044,-72.1993,-175.9934,1
1999045,-72.1993,-175.9934,1
1999046,-72.1993,-175.9934,1
1999047,-72.1993,-175.9934,1
1999048,-72.1993,-175.9934,1
1999049,-72.1444,-176.1243,1
1999050,-72.0345,-176.386,1
1999051,-71.9246,-176.6477,1
1999052,-71.8431,-176.879,1
1999053,-71.7898,-177.0797,1
1999054,-71.7365,-177.2805,1
1999055,-71.7099,-177.3809,1
1999056,-71.7099,-177.3809,1
1999057,-71.7099,-177.3809,1
1999058,-71.7063,-177.4665,1
1999059,-71.6989,-177.6377,1
1999060,-71.6916,-177.8088,1
1999061,-71.688,-177.8944,1
1999062,-71.688,-177.8944,1
1999063,-71.688,-177.8944,1
1999064,-71.6887,-177.9633,1
1999065,-71.6902,-178.1011,1
1999066,-71.6916,-178.2389,1
1999067,-71.7129,-178.3591,1
1999068,-71.7542,-178.4617,1
1999069,-71.7955,-178.5644,1
1999070,-71.8077,-178.6429,1
1999071,-71.7909,-178.6974,1
1999072,-71.774,-178.7518,1
1999073,-71.7656,-178.779,1
1999074,-71.7656,-178.779,1
1999075,-71.7656,-178.779,1
1999076,-71.7877,-178.7937,1
1999077,-71.8319,-178.8232,1
1999078,-71.876,-178.8527,1
1999079,-71.8981,-178.8674,1
1999080,-71.8981,-178.8674,1
1999081,-71.8981,-178.8674,1
1999082,-71.8981,-178.8674,1
1999083,-71.8981,-178.8674,1
1999084,-71.8981,-178.8674,1
1999085,-71.9153,-178.9913,1
1999086,-71.9496,-179.2389,1
1999087,-71.9839,-179.4866,1
1999088,-71.9942,-179.7075,1
1999089,-71.9806,-179.9,1
1999090,-71.967,179.9047,1
1999091,-71.9213,179.7069,1
1999092,-71.8435,179.5052,1
1999093,-71.7658,179.3034,1
1999094,-71.6768,179.216,1
1999095,-71.5766,179.2427,1
1999096,-71.4764,179.2694,1
1999097,-71.4063,179.2521,1
1999098,-71.3663,179.1908,1
1999099,-71.3262,179.1295,1
1999100,-71.2674,178.8732,1
1999101,-71.1899,178.422,1
1999102,-71.1123,177.9708,1
1999103,-71.0571,177.6354,1
1999104,-71.0241,177.4157,1
1999105,-70.9913,177.196,1
1999106,-70.9636,176.9347,1
1999107,-70.9411,176.6318,1
1999108,-70.9187,176.3289,1
1999109,-70.8834,176.0202,1
1999110,-70.8353,175.7057,1
1999111,-70.7871,175.3912,1
1999112,-70.7491,175.1523,1
1999113,-70.7211,174.9888,1
1999114,-70.6933,174.8253,1
1999115,-70.6609,174.7441,1
1999116,-70.624,174.7454,1
1999117,-70.5872,174.7467,1
1999118,-70.5591,174.7046,1
1999119,-70.5398,174.6191,1
1999120,-70.5205,174.5336,1
1999121,-70.4997,174.4089,1
1999122,-70.4776,174.2448,1
1999123,-70.4554,174.0807,1
1999124,-70.4214,173.9265,1
1999125,-70.3757,173.7819,1
1999126,-70.3299,173.6375,1
1999127,-70.2513,173.2541,1
1999128,-70.1399,172.6319,1
1999129,-70.0285,172.0097,1
1999130,-69.9745,171.6264,1
1999131,-69.9778,171.482,1
1999132,-69.9811,171.3376,1
1999133,-69.9371,171.0028,1
1999134,-69.8456,170.4776,1
1999135,-69.7541,169.9523,1
1999136,-69.6753,169.5972,1
1999137,-69.6093,169.4123,1
1999138,-69.5431,169.2274,1
1999139,-69.496,169.0999,1
1999140,-69.4678,169.0299,1
1999141,-69.4396,168.9598,1
1999142,-69.4148,168.8924,1
1999143,-69.3935,168.8276,1
1999144,-69.3721,168.7627,1
1999145,-69.3145,168.3886,1
1999146,-69.2206,167.7053,1
1999147,-69.1266,167.0219,1
1999148,-69.0738,166.6291,1
1999149,-69.062,166.527,1
1999150,-69.0502,166.4249,1
1999151,-69.0391,166.2579,1
1999152,-69.0288,166.026,1
1999153,-69.0185,165.7942,1
1999154,-68.9984,165.5747,1
1999155,-68.9686,165.3675,1
1999156,-68.9389,165.1604,1
1999157,-68.9135,164.9504,1
1999158,-68.8926,164.7376,1
1999159,-68.8717,164.5248,1
1999160,-68.8462,164.3734,1
1999161,-68.8162,164.2834,1
1999162,-68.7863,164.1934,1
1999163,-68.7588,164.111,1
1999164,-68.7339,164.0362,1
1999165,-68.7091,163.9614,1
1999166,-68.6605,163.6578,0
1999167,-68.5893,163.0639,0
1999168,-68.5066,162.3093,0
1999169,-68.4234,161.5236,1
1999170,-68.3259,160.4719,0
1999171,-68.2221,159.2761,0
1999172,-68.1565,158.6013,1
1999173,-68.1347,158.4788,1
1999174,-68.1129,158.3563,1
1999175,-68.0968,158.2244,1
1999176,-68.0863,158.0831,1
1999177,-68.0758,157.9418,1
1999178,-68.0532,157.8283,1
1999179,-68.0185,157.7426,1
1999180,-67.9838,157.6569,1
1999181,-67.949,157.5716,1
1999182,-67.9142,157.4867,1
1999183,-67.8793,157.4018,1
1999184,-67.848,157.294,1
1999185,-67.8202,157.1632,1
1999186,-67.7923,157.0324,1
1999187,-67.7745,157.0101,1
1999188,-67.7666,157.0962,1
1999189,-67.7587,157.1824,1
1999190,-67.7453,157.1882,1
1999191,-67.7263,157.1136,1
1999192,-67.7074,157.039,1
1999193,-67.6843,156.9843,1
1999194,-67.6569,156.9495,1
1999195,-67.6296,156.9147,1
1999196,-67.6098,156.8474,1
1999197,-67.5973,156.7477,1
1999198,-67.5847,156.6481,1
1999199,-67.5654,156.5521,1
1999200,-67.5392,156.4599,1
1999201,-67.5129,156.3677,1
1999202,-67.4932,156.2824,1
1999203,-67.4799,156.2041,1
1999204,-67.4666,156.1258,1
1999205,-67.46,156.0866,1
1999206,-67.46,156.0866,1
1999207,-67.46,156.0866,1
1999208,-67.46,156.0866,1
1999209,-67.46,156.0866,1
1999210,-67.46,156.0866,1
1999211,-67.4399,156.0015,1
1999212,-67.3996,155.8314,1
1999213,-67.3593,155.6613,1
1999214,-67.3309,155.4875,1
1999215,-67.3143,155.3102,1
1999216,-67.2976,155.1329,1
1999217,-67.2756,155.0707,1
1999218,-67.2483,155.1235,1
1999219,-67.221,155.1763,1
1999220,-67.1974,155.2285,1
1999221,-67.1776,155.2802,1
1999222,-67.1579,155.3319,1
1999223,-67.148,155.3577,1
1999224,-67.148,155.3577,1
1999225,-67.148,155.3577,1
1999226,-67.1388,155.3263,1
1999227,-67.1205,155.2636,1
1999228,-67.1021,155.2008,1
1999229,-67.0675,155.0503,1
1999230,-67.0165,154.8119,1
1999231,-66.9656,154.5736,1
1999232,-66.9194,154.3454,1
1999233,-66.8777,154.1271,1
1999234,-66.8361,153.9088,1
1999235,-66.7775,153.6378,1
1999236,-66.7019,153.3139,1
1999237,-66.6264,152.99,1
