date,nic_1,nic_2,nic_3,size_1,size_2
1986208,-68,-60,1,29,22
1986250,-67.5,-60.4,1,29,22
1986251,-67.5055,-60.3924,0,0,0
1986252,-67.5198,-60.372,0,0,0
1986253,-67.5394,-60.3423,0,0,0
1986254,-67.5606,-60.3067,0,0,0
1986255,-67.5802,-60.2688,0,0,0
1986256,-67.5945,-60.2321,0,0,0
1986257,-67.6,-60.2,1,29,22
1986258,-67.5778,-60.1718,0,0,0
1986259,-67.5207,-60.144,0,0,0
1986260,-67.4426,-60.1163,0,0,0
1986261,-67.3574,-60.0884,0,0,0
1986262,-67.2793,-60.06,0,0,0
1986263,-67.2222,-60.0306,0,0,0
1986264,-67.2,-60,1,29,22
1986278,-67.2,-59.5,1,29,22
1986292,-67,-59.6,1,29,22
1986293,-66.9667,-59.5974,0,0,0
1986294,-66.9174,-59.5899,0,0,0
1986295,-66.8597,-59.5781,0,0,0
1986296,-66.8014,-59.5627,0,0,0
1986297,-66.7502,-59.5441,0,0,0
1986298,-66.7138,-59.523,0,0,0
1986299,-66.7,-59.5,1,29,22
1986300,-66.7332,-59.4548,0,0,0
1986301,-66.819,-59.3766,0,0,0
1986302,-66.9362,-59.2799,0,0,0
1986303,-67.0638,-59.1793,0,0,0
1986304,-67.181,-59.0894,0,0,0
1986305,-67.2668,-59.0248,0,0,0
1986306,-67.3,-59,1,29,22
1986348,-66.8,-59.2,1,29,22
