date,nic_1,nic_2,nic_3,size_1,size_2
2013305,-66.2,85.7667,1,21,8
2013319,-66.2,85.7667,1,21,8
2013333,-66.2,85.7667,1,21,8
2013334,-66.2,85.7667,0,0,0
2013335,-66.2,85.7667,0,0,0
2013336,-66.2,85.7667,0,0,0
2013337,-66.2,85.7667,0,0,0
2013338,-66.2,85.7667,0,0,0
2013339,-66.2,85.7667,0,0,0
2013340,-66.2,85.7667,1,21,8
2013341,-66.2,85.7667,0,0,0
2013342,-66.2,85.7667,0,0,0
2013343,-66.2,85.7667,0,0,0
2013344,-66.2,85.7667,0,0,0
2013345,-66.2,85.7667,0,0,0
2013346,-66.2,85.7667,0,0,0
2013347,-66.2,85.7667,1,21,8
2014003,-66.2,85.7667,1,21,8
2014004,-66.2,85.7667,0,0,0
2014005,-66.2,85.7667,0,0,0
2014006,-66.2,85.7667,0,0,0
2014007,-66.2,85.7667,0,0,0
2014008,-66.2,85.7667,0,0,0
2014009,-66.2,85.7667,0,0,0
2014010,-66.2,85.7667,1,21,8
2014031,-66.2,85.7667,1,21,8
2014052,-66.2,85.7667,1,21,8
2014080,-66.2,85.7667,1,21,8
2014081,-66.2,85.7667,0,0,0
2014082,-66.2,85.7667,0,0,0
2014083,-66.2,85.7667,0,0,0
2014084,-66.2,85.7667,0,0,0
2014085,-66.2,85.7667,0,0,0
2014086,-66.2,85.7667,0,0,0
2014087,-66.2,85.7667,1,21,8
