date,nic_1,nic_2,nic_3,nscat_1,nscat_2,nscat_3,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3,size_1,size_2
1994275,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994303,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994304,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994305,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994306,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994307,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994308,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994309,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994310,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994311,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994312,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994313,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994314,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994315,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994316,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994317,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994331,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994332,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994333,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994334,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994335,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994336,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994337,-76.5,-42.2,0,0,0,0,0,0,0,0,0,0,0,0
1994338,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994359,-76.5,-42.2,1,0,0,0,0,0,0,0,0,0,14,6
1994360,-76.5194,-42.2243,0,0,0,0,0,0,0,0,0,0,0,0
1994361,-76.5702,-42.2877,0,0,0,0,0,0,0,0,0,0,0,0
1994362,-76.6408,-42.376,0,0,0,0,0,0,0,0,0,0,0,0
1994363,-76.72,-42.475,0,0,0,0,0,0,0,0,0,0,0,0
1994364,-76.7963,-42.5704,0,0,0,0,0,0,0,0,0,0,0,0
1994365,-76.8584,-42.648,0,0,0,0,0,0,0,0,0,0,0,0
1995001,-76.9,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1995015,-76.9,-42.4,1,0,0,0,0,0,0,0,0,0,14,6
1995016,-76.8945,-42.4055,0,0,0,0,0,0,0,0,0,0,0,0
1995017,-76.8802,-42.4198,0,0,0,0,0,0,0,0,0,0,0,0
1995018,-76.8606,-42.4394,0,0,0,0,0,0,0,0,0,0,0,0
1995019,-76.8394,-42.4606,0,0,0,0,0,0,0,0,0,0,0,0
1995020,-76.8198,-42.4802,0,0,0,0,0,0,0,0,0,0,0,0
1995021,-76.8055,-42.4945,0,0,0,0,0,0,0,0,0,0,0,0
1995022,-76.8,-42.5,1,0,0,0,0,0,0,0,0,0,14,6
1995023,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995024,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995025,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995026,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995027,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995028,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995029,-76.8,-42.5,1,0,0,0,0,0,0,0,0,0,14,6
1995030,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995031,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995032,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995033,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995034,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995035,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995036,-76.8,-42.5,1,0,0,0,0,0,0,0,0,0,14,6
1995037,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995038,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995039,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995040,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995041,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995042,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995043,-76.8,-42.5,1,0,0,0,0,0,0,0,0,0,14,6
1995044,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995045,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995046,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995047,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995048,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995049,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995050,-76.8,-42.5,1,0,0,0,0,0,0,0,0,0,14,6
1995051,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995052,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995053,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995054,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995055,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995056,-76.8,-42.5,0,0,0,0,0,0,0,0,0,0,0,0
1995057,-76.8,-42.5,1,0,0,0,0,0,0,0,0,0,14,6
1995071,-76.9,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1995092,-76.9,-42.6,1,0,0,0,0,0,0,0,0,0,14,6
1995093,-76.9,-42.6,0,0,0,0,0,0,0,0,0,0,0,0
1995094,-76.9,-42.6,0,0,0,0,0,0,0,0,0,0,0,0
1995095,-76.9,-42.6,0,0,0,0,0,0,0,0,0,0,0,0
1995096,-76.9,-42.6,0,0,0,0,0,0,0,0,0,0,0,0
1995097,-76.9,-42.6,0,0,0,0,0,0,0,0,0,0,0,0
1995098,-76.9,-42.6,0,0,0,0,0,0,0,0,0,0,0,0
1995099,-76.9,-42.6,1,0,0,0,0,0,0,0,0,0,14,6
1995100,-76.8953,-42.6055,0,0,0,0,0,0,0,0,0,0,0,0
1995101,-76.8828,-42.6198,0,0,0,0,0,0,0,0,0,0,0,0
1995102,-76.8654,-42.6394,0,0,0,0,0,0,0,0,0,0,0,0
1995103,-76.8457,-42.6606,0,0,0,0,0,0,0,0,0,0,0,0
1995104,-76.8265,-42.6802,0,0,0,0,0,0,0,0,0,0,0,0
1995105,-76.8103,-42.6945,0,0,0,0,0,0,0,0,0,0,0,0
1995106,-76.8,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1995134,-76.7,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1995162,-77.2,-44.6,1,0,0,0,0,0,0,0,0,0,14,6
1995197,-76.8,-42.8,1,0,0,0,0,0,0,0,0,0,14,6
1995198,-76.8,-42.8111,0,0,0,0,0,0,0,0,0,0,0,0
1995199,-76.8,-42.8397,0,0,0,0,0,0,0,0,0,0,0,0
1995200,-76.8,-42.8787,0,0,0,0,0,0,0,0,0,0,0,0
1995201,-76.8,-42.9213,0,0,0,0,0,0,0,0,0,0,0,0
1995202,-76.8,-42.9603,0,0,0,0,0,0,0,0,0,0,0,0
1995203,-76.8,-42.9889,0,0,0,0,0,0,0,0,0,0,0,0
1995204,-76.8,-43,1,0,0,0,0,0,0,0,0,0,14,6
1995205,-76.8,-42.9889,0,0,0,0,0,0,0,0,0,0,0,0
1995206,-76.8,-42.9603,0,0,0,0,0,0,0,0,0,0,0,0
1995207,-76.8,-42.9213,0,0,0,0,0,0,0,0,0,0,0,0
1995208,-76.8,-42.8787,0,0,0,0,0,0,0,0,0,0,0,0
1995209,-76.8,-42.8397,0,0,0,0,0,0,0,0,0,0,0,0
1995210,-76.8,-42.8111,0,0,0,0,0,0,0,0,0,0,0,0
1995211,-76.8,-42.8,1,0,0,0,0,0,0,0,0,0,14,6
1995225,-76.8,-42.95,1,0,0,0,0,0,0,0,0,0,14,6
1995239,-76.95,-43.2,1,0,0,0,0,0,0,0,0,0,14,6
1995260,-76.8,-43.1,1,0,0,0,0,0,0,0,0,0,14,6
1995358,-77,-43.5,1,0,0,0,0,0,0,0,0,0,14,6
1996035,-77,-43.3,1,0,0,0,0,0,0,0,0,0,14,6
1996063,-76.8,-42.9,1,0,0,0,0,0,0,0,0,0,14,6
1996091,-76.5,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1996112,-76.5,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1996161,-76.5,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1996162,-76.5,-42.7,0,0,0,0,0,0,0,0,0,0,0,0
1996163,-76.5,-42.7,0,0,0,0,0,0,0,0,0,0,0,0
1996164,-76.5,-42.7,0,0,0,0,0,0,0,0,0,0,0,0
1996165,-76.5,-42.7,0,0,0,0,0,0,0,0,0,0,0,0
1996166,-76.5,-42.7,0,0,0,0,0,0,0,0,0,0,0,0
1996167,-76.5,-42.7,0,0,0,0,0,0,0,0,0,0,0,0
1996168,-76.5,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1996182,-76.5,-42.7,1,0,0,0,0,0,0,0,0,0,14,6
1996217,-76.9,-42.6,1,0,0,0,0,0,0,0,0,0,14,6
1996259,-76.8,-42.9,1,0,0,0,0,0,0,0,0,0,14,6
1996260,-76.8,-42.9,0,0,0,0,0,0,0,0,0,0,0,0
1996261,-76.8,-42.9,0,0,0,0,0,0,0,0,0,0,0,0
1996262,-76.8,-42.9,0,0,0,0,0,0,0,0,0,0,0,0
1996263,-76.8,-42.9,0,0,0,0,0,0,0,0,0,0,0,0
1996264,-76.8,-42.9,0,0,0,0,0,0,0,0,0,0,0,0
1996265,-76.8,-42.9,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996266,-76.8,-42.9,1,-76.8,-42.69,1,0,0,0,0,0,0,14,6
1996267,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996268,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996269,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996270,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996271,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996272,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996273,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996274,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996275,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996276,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996277,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996278,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996279,0,0,0,-76.8,-42.69,1,0,0,0,0,0,0,0,0
1996280,0,0,0,-76.7864,-42.6925,1,0,0,0,0,0,0,0,0
1996281,0,0,0,-76.7593,-42.6975,1,0,0,0,0,0,0,0,0
1996282,0,0,0,-76.7321,-42.7024,1,0,0,0,0,0,0,0,0
1996283,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996284,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996285,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996286,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996287,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996288,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996289,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996290,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996291,0,0,0,-76.7185,-42.7049,1,0,0,0,0,0,0,0,0
1996292,0,0,0,-76.7032,-42.7441,1,0,0,0,0,0,0,0,0
1996293,0,0,0,-76.6725,-42.8225,1,0,0,0,0,0,0,0,0
1996294,0,0,0,-76.6418,-42.9009,1,0,0,0,0,0,0,0,0
1996295,0,0,0,-76.63,-42.93,1,0,0,0,0,0,0,0,0
1996296,0,0,0,-76.637,-42.9097,1,0,0,0,0,0,0,0,0
1996297,0,0,0,-76.6441,-42.8894,1,0,0,0,0,0,0,0,0
1996298,0,0,0,-76.6511,-42.8692,1,0,0,0,0,0,0,0,0
1996299,0,0,0,-76.6582,-42.8489,1,0,0,0,0,0,0,0,0
1996300,0,0,0,-76.6652,-42.8286,1,0,0,0,0,0,0,0,0
1996301,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996302,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996303,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996304,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996305,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996306,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996307,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996308,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996309,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996310,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996311,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996312,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996313,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996314,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996315,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996316,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996317,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996318,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996319,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996320,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996321,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996322,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996323,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996324,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996325,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996326,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996327,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996328,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996329,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996330,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996331,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996332,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996333,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996334,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996335,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996336,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996337,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996338,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996339,0,0,0,-76.6687,-42.8185,1,0,0,0,0,0,0,0,0
1996340,0,0,0,-76.6744,-42.7789,1,0,0,0,0,0,0,0,0
1996341,0,0,0,-76.6859,-42.6997,1,0,0,0,0,0,0,0,0
1996342,0,0,0,-76.6974,-42.6205,1,0,0,0,0,0,0,0,0
1996343,-76.5,-42.6,1,-76.7031,-42.5809,1,0,0,0,0,0,0,14,6
1996344,0,0,0,-76.7031,-42.5809,1,0,0,0,0,0,0,0,0
1996345,0,0,0,-76.7031,-42.5809,1,0,0,0,0,0,0,0,0
1996346,0,0,0,-76.7031,-42.5809,1,0,0,0,0,0,0,0,0
1996347,0,0,0,-76.7031,-42.5809,1,0,0,0,0,0,0,0,0
1996348,0,0,0,-76.7031,-42.5809,1,0,0,0,0,0,0,0,0
1996349,0,0,0,-76.6732,-42.592,1,0,0,0,0,0,0,0,0
1996350,0,0,0,-76.6134,-42.6142,1,0,0,0,0,0,0,0,0
1996351,0,0,0,-76.5536,-42.6364,1,0,0,0,0,0,0,0,0
1996352,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996353,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996354,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996355,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996356,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996357,-76.7,-42.3,1,-76.5237,-42.6475,1,0,0,0,0,0,0,14,6
1996358,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996359,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996360,0,0,0,-76.5237,-42.6475,1,0,0,0,0,0,0,0,0
1996361,0,0,0,-76.5021,-42.6513,1,0,0,0,0,0,0,0,0
1996362,0,0,0,-76.459,-42.6588,1,0,0,0,0,0,0,0,0
1996363,0,0,0,-76.4158,-42.6663,1,0,0,0,0,0,0,0,0
1996364,0,0,0,-76.4004,-42.669,0,0,0,0,0,0,0,0,0
1996365,0,0,0,-76.3942,-42.6701,1,0,0,0,0,0,0,0,0
1996366,0,0,0,-76.3942,-42.6701,1,0,0,0,0,0,0,0,0
1997001,0,0,0,-76.3942,-42.6701,1,0,0,0,0,0,0,0,0
1997002,0,0,0,-76.3942,-42.6701,1,0,0,0,0,0,0,0,0
1997003,0,0,0,-76.3942,-42.6701,1,0,0,0,0,0,0,0,0
1997004,0,0,0,-76.4025,-42.6455,1,0,0,0,0,0,0,0,0
1997005,0,0,0,-76.4192,-42.5963,1,0,0,0,0,0,0,0,0
1997006,0,0,0,-76.4358,-42.5471,1,0,0,0,0,0,0,0,0
1997007,0,0,0,-76.4441,-42.5225,1,0,0,0,0,0,0,0,0
1997008,0,0,0,-76.4441,-42.5225,1,0,0,0,0,0,0,0,0
1997009,0,0,0,-76.4441,-42.5225,1,0,0,0,0,0,0,0,0
1997010,0,0,0,-76.4441,-42.5225,1,0,0,0,0,0,0,0,0
1997011,0,0,0,-76.4441,-42.5225,1,0,0,0,0,0,0,0,0
1997012,-76.6,-42.5,1,-76.4441,-42.5225,1,0,0,0,0,0,0,14,6
1997013,0,0,0,-76.4546,-42.5299,1,0,0,0,0,0,0,0,0
1997014,0,0,0,-76.4757,-42.5448,1,0,0,0,0,0,0,0,0
1997015,0,0,0,-76.4967,-42.5596,1,0,0,0,0,0,0,0,0
1997016,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997017,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997018,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997019,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997020,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997021,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997022,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997023,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997024,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997025,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997026,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997027,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997028,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997029,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997030,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997031,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997032,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997033,-76.5,-42.5,1,-76.5072,-42.567,1,0,0,0,0,0,0,14,6
1997034,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997035,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997036,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997037,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997038,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997039,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997040,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997041,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997042,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997043,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997044,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997045,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997046,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997047,-76.5,-42.5,1,-76.5072,-42.567,1,0,0,0,0,0,0,14,6
1997048,-76.4945,-42.4968,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997049,-76.4802,-42.4879,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997050,-76.4606,-42.4746,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997051,-76.4394,-42.458,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997052,-76.4198,-42.4393,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997053,-76.4055,-42.4195,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997054,-76.4,-42.4,1,-76.5072,-42.567,1,0,0,0,0,0,0,14,6
1997055,-76.4111,-42.3749,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997056,-76.4397,-42.3409,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997057,-76.4787,-42.3026,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997058,-76.5213,-42.2647,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997059,-76.5603,-42.2319,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997060,-76.5889,-42.2087,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997061,-76.6,-42.2,1,-76.5072,-42.567,1,0,0,0,0,0,0,14,6
1997062,-76.6,-42.2,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997063,-76.6,-42.2,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997064,-76.6,-42.2,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997065,-76.6,-42.2,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997066,-76.6,-42.2,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997067,-76.6,-42.2,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997068,-76.6,-42.2,1,-76.5072,-42.567,1,0,0,0,0,0,0,14,6
1997069,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997070,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997071,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997072,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997073,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997074,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997075,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997076,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997077,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997078,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997079,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997080,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997081,0,0,0,-76.5072,-42.567,1,0,0,0,0,0,0,0,0
1997082,0,0,0,-76.5004,-42.5779,1,0,0,0,0,0,0,0,0
1997083,0,0,0,-76.4869,-42.5996,1,0,0,0,0,0,0,0,0
1997084,0,0,0,-76.4734,-42.6212,1,0,0,0,0,0,0,0,0
1997085,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997086,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997087,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997088,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997089,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997090,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997091,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997092,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997093,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997094,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997095,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997096,-76.6,-42.2,1,-76.4666,-42.6321,1,0,0,0,0,0,0,14,6
1997097,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997098,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997099,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997100,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997101,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997102,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997103,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997104,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997105,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997106,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997107,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997108,0,0,0,-76.4666,-42.6321,1,0,0,0,0,0,0,0,0
1997109,0,0,0,-76.4601,-42.5671,1,0,0,0,0,0,0,0,0
1997110,-76.6,-42.2,1,-76.4471,-42.4372,1,0,0,0,0,0,0,14,6
1997111,-76.6,-42.2,0,-76.4341,-42.3073,1,0,0,0,0,0,0,0,0
1997112,-76.6,-42.2,0,-76.4276,-42.2423,1,0,0,0,0,0,0,0,0
1997113,-76.6,-42.2,0,-76.4276,-42.2423,1,0,0,0,0,0,0,0,0
1997114,-76.6,-42.2,0,-76.4276,-42.2423,1,0,0,0,0,0,0,0,0
1997115,-76.6,-42.2,0,-76.4276,-42.2423,1,0,0,0,0,0,0,0,0
1997116,-76.6,-42.2,0,-76.4276,-42.2423,1,0,0,0,0,0,0,0,0
