date,nic_1,nic_2,nic_3,size_1,size_2
2010045,-66.97,149.97,1,43,20
2010046,-66.9615,149.1212,0,0,0
2010047,-66.9507,148.3141,0,0,0
2010048,-66.9376,147.5735,0,0,0
2010049,-66.9228,146.9241,0,0,0
2010050,-66.9063,146.3905,0,0,0
2010051,-66.8887,145.9976,0,0,0
2010052,-66.87,145.77,1,43,20
2010053,-66.8479,145.6461,0,0,0
2010054,-66.8209,145.5449,0,0,0
2010055,-66.7906,145.4623,0,0,0
2010056,-66.7587,145.3937,0,0,0
2010057,-66.7269,145.335,0,0,0
2010058,-66.6967,145.2819,0,0,0
2010059,-66.67,145.23,1,43,20
2010060,-66.6468,145.1831,0,0,0
2010061,-66.6257,145.1451,0,0,0
2010062,-66.6057,145.112,0,0,0
2010063,-66.586,145.0799,0,0,0
2010064,-66.5657,145.0449,0,0,0
2010065,-66.544,145.0029,0,0,0
2010066,-66.52,144.95,1,43,20
2010067,-66.492,144.872,0,0,0
2010068,-66.4599,144.7641,0,0,0
2010069,-66.4256,144.6364,0,0,0
2010070,-66.3907,144.499,0,0,0
2010071,-66.357,144.3621,0,0,0
2010072,-66.3262,144.2357,0,0,0
2010073,-66.3,144.13,1,43,20
2010074,-66.2782,144.0435,0,0,0
2010075,-66.259,143.9658,0,0,0
2010076,-66.2414,143.8938,0,0,0
2010077,-66.2246,143.8244,0,0,0
2010078,-66.2077,143.7544,0,0,0
2010079,-66.1898,143.6806,0,0,0
2010080,-66.17,143.6,1,43,20
2010081,-66.1484,143.513,0,0,0
2010082,-66.1259,143.4224,0,0,0
2010083,-66.1024,143.3282,0,0,0
2010084,-66.078,143.2308,0,0,0
2010085,-66.0528,143.1301,0,0,0
2010086,-66.0268,143.0265,0,0,0
2010087,-66,142.92,1,43,20
