date,nic_1,nic_2,nic_3,size_1,size_2
1998298,-76.6,-52.3,1,15,10
1998299,-76.5763,-52.3402,0,0,0
1998300,-76.5531,-52.3796,0,0,0
1998301,-76.5305,-52.4178,0,0,0
1998302,-76.5087,-52.4544,0,0,0
1998303,-76.4879,-52.4888,0,0,0
1998304,-76.4683,-52.5209,0,0,0
1998305,-76.45,-52.55,1,15,10
1998319,-76.25,-52.85,1,15,10
1998333,-76.2,-52.9,1,15,10
1998334,-76.1854,-52.9347,0,0,0
1998335,-76.1585,-53.013,0,0,0
1998336,-76.1239,-53.1189,0,0,0
1998337,-76.0862,-53.2365,0,0,0
1998338,-76.0499,-53.3499,0,0,0
1998339,-76.0197,-53.443,0,0,0
1998340,-76,-53.5,1,15,10
1999003,-75.8,-54,1,15,10
1999031,-75.5,-56.1,1,15,10
1999073,-75,-58.8,1,14,9
1999074,-74.9799,-58.959,0,0,0
1999075,-74.9568,-59.1907,0,0,0
1999076,-74.9309,-59.4596,0,0,0
1999077,-74.9022,-59.7304,0,0,0
1999078,-74.8708,-59.9677,0,0,0
1999079,-74.8367,-60.136,0,0,0
1999080,-74.8,-60.2,1,14,9
1999094,-73.9,-60,1,14,9
1999095,-73.8645,-59.9865,0,0,0
1999096,-73.8333,-59.9741,0,0,0
1999097,-73.8051,-59.962,0,0,0
1999098,-73.7788,-59.9494,0,0,0
1999099,-73.7533,-59.9354,0,0,0
1999100,-73.7274,-59.9192,0,0,0
1999101,-73.7,-59.9,1,14,9
1999115,-73.3,-59.2,1,14,9
1999116,-73.2576,-59.2166,0,0,0
1999117,-73.2047,-59.2595,0,0,0
1999118,-73.1476,-59.3181,0,0,0
1999119,-73.0923,-59.3819,0,0,0
1999120,-73.0452,-59.4405,0,0,0
1999121,-73.0123,-59.4834,0,0,0
1999122,-73,-59.5,1,14,9
1999136,-73.1,-59.3,1,14,9
1999150,-72.65,-59.35,1,14,9
1999151,-72.616,-59.3472,0,0,0
1999152,-72.582,-59.3401,0,0,0
1999153,-72.5476,-59.3303,0,0,0
1999154,-72.5124,-59.3197,0,0,0
1999155,-72.4764,-59.3099,0,0,0
1999156,-72.439,-59.3028,0,0,0
