date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,nscat_1,nscat_2,nscat_3,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3,size_1,size_2
1996261,-67.17,147.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996262,-67.17,147.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996263,-67.17,147.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996264,-67.17,147.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996265,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996266,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996267,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996268,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996269,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996270,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996271,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996272,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996273,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996274,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996275,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996276,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996277,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996278,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996279,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996280,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996281,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996282,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996283,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996284,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996285,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996286,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996287,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996288,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996289,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996290,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996291,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996292,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996293,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996294,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996295,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
1996296,-67.17,147.23,1,0,0,0,-67.11,146.9,1,0,0,0,0,0,0,0,0
