date,nic_1,nic_2,nic_3,size_1,size_2
1986026,-68.4,-59.8,1,52,52
1986054,-68,-59.2,1,52,52
1986055,-67.9857,-59.1727,0,0,0
1986056,-67.9714,-59.1424,0,0,0
1986057,-67.9571,-59.1106,0,0,0
1986058,-67.9429,-59.0789,0,0,0
1986059,-67.9286,-59.0488,0,0,0
1986060,-67.9143,-59.022,0,0,0
1986061,-67.9,-59,1,52,52
1986062,-67.8861,-58.9805,0,0,0
1986063,-67.8726,-58.9607,0,0,0
1986064,-67.8592,-58.942,0,0,0
1986065,-67.8457,-58.9254,0,0,0
1986066,-67.8315,-58.9121,0,0,0
1986067,-67.8164,-58.9032,0,0,0
1986068,-67.8,-58.9,1,52,52
1986089,-67.3,-58.9,1,52,52
1986090,-67.2625,-58.9,0,0,0
1986091,-67.217,-58.9,0,0,0
1986092,-67.1671,-58.9,0,0,0
1986093,-67.1167,-58.9,0,0,0
1986094,-67.0695,-58.9,0,0,0
1986095,-67.0294,-58.9,0,0,0
1986096,-67,-58.9,1,52,52
1986110,-66.8,-58.9,1,52,52
1986124,-66.5,-59,1,52,52
1986138,-66.4,-59,1,52,52
1986139,-66.3884,-59,0,0,0
1986140,-66.3741,-59,0,0,0
1986141,-66.3582,-59,0,0,0
1986142,-66.3418,-59,0,0,0
1986143,-66.3259,-59,0,0,0
1986144,-66.3116,-59,0,0,0
1986145,-66.3,-59,1,52,52
1986159,-66.2,-59,1,52,52
1986187,-65.5,-58.2,1,52,52
1986208,-65.3,-57.5,1,52,52
1986229,-65.3,-56,1,52,52
