date,nic_1,nic_2,nic_3,size_1,size_2
1986075,-64.5,99.1,1,38,21
1987151,-64.5,99.1,1,38,21
1987214,-64.5,99,1,38,21
1987228,-64.5,99,1,38,21
1989071,-64.6,98.8,1,38,21
1989141,-64.4,99,1,38,21
1989183,-64.6,98.3,1,38,21
1989323,-64.3,98.1,1,38,21
1990182,-64.5,98.8,1,38,21
1990196,-64.3,98,1,38,21
1990350,-64.3,98,1,38,21
1990351,-64.3,98,0,0,0
1990352,-64.3,98,0,0,0
1990353,-64.3,98,0,0,0
1990354,-64.3,98,0,0,0
1990355,-64.3,98,0,0,0
1990356,-64.3,98,0,0,0
1990357,-64.3,98,1,38,21
1991006,-64.3,98,1,38,21
1991034,-64.3,98,1,38,21
1991055,-64.3,98,1,38,21
1991153,-64.3,98,1,38,21
1991244,-64.3,98,1,38,21
1991265,-64.3,98,1,38,21
1991279,-64.3,98,1,38,21
1991335,-64.3,98,1,38,21
1991356,-64.3,98,1,38,21
1992019,-64.3,98,1,38,21
1993080,-64.4,98.6,1,29,18
1993081,-64.4,98.6,0,0,0
1993082,-64.4,98.6,0,0,0
1993083,-64.4,98.6,0,0,0
1993084,-64.4,98.6,0,0,0
1993085,-64.4,98.6,0,0,0
1993086,-64.4,98.6,0,0,0
1993087,-64.4,98.6,1,29,18
1993115,-64.4,98.4,1,29,18
1993150,-64.4,98.5,1,29,18
1993151,-64.4,98.4945,0,0,0
1993152,-64.4,98.4802,0,0,0
1993153,-64.4,98.4606,0,0,0
1993154,-64.4,98.4394,0,0,0
1993155,-64.4,98.4198,0,0,0
1993156,-64.4,98.4055,0,0,0
1993157,-64.4,98.4,1,29,18
1993158,-64.4,98.4055,0,0,0
1993159,-64.4,98.4198,0,0,0
1993160,-64.4,98.4394,0,0,0
1993161,-64.4,98.4606,0,0,0
1993162,-64.4,98.4802,0,0,0
1993163,-64.4,98.4945,0,0,0
1993164,-64.4,98.5,1,29,18
1993192,-64.4,98.5,1,29,18
1993220,-64.4,98.5,1,29,18
1993221,-64.4,98.5,0,0,0
1993222,-64.4,98.5,0,0,0
1993223,-64.4,98.5,0,0,0
1993224,-64.4,98.5,0,0,0
1993225,-64.4,98.5,0,0,0
1993226,-64.4,98.5,0,0,0
1993227,-64.4,98.5,1,29,18
1993228,-64.4,98.5,0,0,0
1993229,-64.4,98.5,0,0,0
1993230,-64.4,98.5,0,0,0
1993231,-64.4,98.5,0,0,0
