date,nic_1,nic_2,nic_3,size_1,size_2
1987102,-73.1,-109,1,15,10
1987123,-73,-108.8,1,15,10
1987172,-73,-109,1,15,10
1987186,-73.3,-109.3,1,15,10
1987228,-73.1,-109,1,15,10
1987249,-73.3,-109,1,15,10
1987250,-73.2889,-108.9931,0,0,0
1987251,-73.2603,-108.9743,0,0,0
1987252,-73.2213,-108.9465,0,0,0
1987253,-73.1787,-108.9123,0,0,0
1987254,-73.1397,-108.8746,0,0,0
1987255,-73.1111,-108.8363,0,0,0
1987256,-73.1,-108.8,1,15,10
1987257,-73.1,-108.7582,0,0,0
1987258,-73.1,-108.7055,0,0,0
1987259,-73.1,-108.6483,0,0,0
1987260,-73.1,-108.5929,0,0,0
1987261,-73.1,-108.5455,0,0,0
1987262,-73.1,-108.5124,0,0,0
1987263,-73.1,-108.5,1,15,10
1987277,-73.1,-109.5,1,15,10
1987319,-73.15,-109.2,1,10,10
1987333,-73.2,-109.5,1,10,10
1988024,-73.1,-109.5,1,10,10
1990021,-72.9,-111,1,10,10
1990168,-72.7,-119.8,1,10,10
