date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,size_1,size_2
1995057,0,0,0,-72.6,-110.7,1,15,5
1995064,-72.591,-110.7866,1,0,0,0,0,0
1995065,-72.5731,-110.9597,1,0,0,0,0,0
1995066,-72.5553,-111.1329,1,0,0,0,0,0
1995067,-72.5468,-111.2617,1,0,0,0,0,0
1995068,-72.5478,-111.3459,1,0,0,0,0,0
1995069,-72.5488,-111.4302,1,0,0,0,0,0
1995070,-72.5493,-111.4724,1,0,0,0,0,0
1995071,-72.5493,-111.4724,1,-72.5,-111.4,1,15,5
1995072,-72.5493,-111.4724,1,0,0,0,0,0
1995073,-72.5493,-111.4724,1,0,0,0,0,0
1995074,-72.5493,-111.4724,1,0,0,0,0,0
1995075,-72.5493,-111.4724,1,0,0,0,0,0
1995076,-72.5282,-111.4207,1,0,0,0,0,0
1995077,-72.4861,-111.3173,1,0,0,0,0,0
1995078,-72.4439,-111.2139,1,0,0,0,0,0
1995079,-72.4228,-111.1622,1,0,0,0,0,0
1995080,-72.4228,-111.1622,1,0,0,0,0,0
1995081,-72.4228,-111.1622,1,0,0,0,0,0
1995082,-72.4228,-111.1622,1,0,0,0,0,0
1995083,-72.4228,-111.1622,1,0,0,0,0,0
1995084,-72.4228,-111.1622,1,0,0,0,0,0
1995085,-72.4228,-111.1622,1,-72.3,-110.7,1,15,5
1995086,-72.4228,-111.1622,1,-72.3024,-110.7831,0,0,0
1995087,-72.4228,-111.1622,1,-72.3095,-110.9974,0,0,0
1995088,-72.4238,-111.2777,1,-72.3207,-111.2904,0,0,0
1995089,-72.4257,-111.5088,1,-72.3358,-111.6096,0,0,0
1995090,-72.4276,-111.7399,1,-72.3543,-111.9026,0,0,0
1995091,-72.4222,-111.9361,1,-72.3758,-112.1169,0,0,0
1995092,-72.4095,-112.0974,1,-72.4,-112.2,1,15,5
1995093,-72.3968,-112.2586,1,-72.463,-112.0726,0,0,0
1995094,-72.3904,-112.3392,1,-72.5845,-111.744,0,0,0
1995095,-72.3904,-112.3392,1,-72.7397,-111.2948,0,0,0
1995096,-72.3904,-112.3392,1,-72.9038,-110.8052,0,0,0
