date,nic_1,nic_2,nic_3,size_1,size_2
1986250,-65.3,-56.6,1,45,22
1986251,-65.2571,-56.5081,0,0,0
1986252,-65.2143,-56.4181,0,0,0
1986253,-65.1714,-56.3301,0,0,0
1986254,-65.1286,-56.2443,0,0,0
1986255,-65.0857,-56.1606,0,0,0
1986256,-65.0429,-56.0791,0,0,0
1986257,-65,-56,1,45,22
1986258,-64.9555,-55.9151,0,0,0
1986259,-64.9089,-55.8214,0,0,0
1986260,-64.8617,-55.7269,0,0,0
1986261,-64.8157,-55.6395,0,0,0
1986262,-64.7723,-55.5673,0,0,0
1986263,-64.7332,-55.5182,0,0,0
1986264,-64.7,-55.5,1,45,22
1986278,-64.4,-56,1,45,22
1986279,-64.3537,-55.9231,0,0,0
1986280,-64.2872,-55.7232,0,0,0
1986281,-64.2104,-55.4467,0,0,0
1986282,-64.1333,-55.1398,0,0,0
1986283,-64.0659,-54.8488,0,0,0
1986284,-64.0181,-54.6201,0,0,0
1986285,-64,-54.5,1,45,22
1986286,-64,-54.4542,0,0,0
1986287,-64,-54.4167,0,0,0
1986288,-64,-54.3859,0,0,0
1986289,-64,-54.3603,0,0,0
1986290,-64,-54.3385,0,0,0
1986291,-64,-54.3189,0,0,0
1986292,-64,-54.3,1,45,22
1986293,-63.9889,-54.2836,0,0,0
1986294,-63.9603,-54.2712,0,0,0
1986295,-63.9213,-54.2609,0,0,0
1986296,-63.8787,-54.2506,0,0,0
1986297,-63.8397,-54.2383,0,0,0
1986298,-63.8111,-54.2221,0,0,0
1986299,-63.8,-54.2,1,45,22
1986300,-63.8111,-54.1391,0,0,0
1986301,-63.8397,-54.0216,0,0,0
1986302,-63.8787,-53.8678,0,0,0
1986303,-63.9213,-53.6983,0,0,0
1986304,-63.9603,-53.5335,0,0,0
1986305,-63.9889,-53.3939,0,0,0
1986306,-64,-53.3,1,45,22
1986307,-63.9853,-53.2362,0,0,0
1986308,-63.9456,-53.1749,0,0,0
1986309,-63.8874,-53.119,0,0,0
1986310,-63.8172,-53.0708,0,0,0
1986311,-63.7415,-53.0332,0,0,0
1986312,-63.667,-53.0087,0,0,0
1986313,-63.6,-53,1,45,22
1986341,-61.7,-53.2,1,45,22
1986362,-61.8,-52.1,1,45,22
1986363,-61.7836,-52.0217,0,0,0
1986364,-61.7392,-51.9243,0,0,0
1986365,-61.6735,-51.8181,0,0,0
1987001,-61.5502,-51.6641,0,0,0
1987002,-61.4616,-51.5796,0,0,0
1987003,-61.3759,-51.5216,0,0,0
1987004,-61.3,-51.5,1,45,22
1987018,-60.3,-51.5,1,45,22
1987019,-60.2521,-51.4723,0,0,0
1987020,-60.2107,-51.4009,0,0,0
1987021,-60.1728,-51.3032,0,0,0
1987022,-60.1358,-51.1968,0,0,0
1987023,-60.0965,-51.0991,0,0,0
1987024,-60.0522,-51.0277,0,0,0
1987025,-60,-51,1,45,22
1987026,-59.9248,-51.0052,0,0,0
1987027,-59.8227,-51.0199,0,0,0
1987028,-59.7079,-51.0432,0,0,0
1987029,-59.5942,-51.0739,0,0,0
1987030,-59.4956,-51.111,0,0,0
1987031,-59.4262,-51.1534,0,0,0
1987032,-59.4,-51.2,1,45,22
1987033,-59.4,-51.2965,0,0,0
1987034,-59.4,-51.4674,0,0,0
1987035,-59.4,-51.6803,0,0,0
1987036,-59.4,-51.9026,0,0,0
1987037,-59.4,-52.1017,0,0,0
1987038,-59.4,-52.245,0,0,0
1987039,-59.4,-52.3,1,45,22
1987040,-59.4388,-52.2896,0,0,0
1987041,-59.5388,-52.2599,0,0,0
1987042,-59.6755,-52.2131,0,0,0
1987043,-59.8245,-52.1515,0,0,0
1987044,-59.9612,-52.0773,0,0,0
1987045,-60.0612,-51.9927,0,0,0
1987046,-60.1,-51.9,1,45,22
1987047,-60.0406,-51.7384,0,0,0
1987048,-59.8844,-51.4699,0,0,0
1987049,-59.6641,-51.131,0,0,0
1987050,-59.4127,-50.758,0,0,0
1987051,-59.163,-50.3876,0,0,0
1987052,-58.9478,-50.0561,0,0,0
1987053,-58.8,-49.8,1,45,22
1987054,-58.6965,-49.6037,0,0,0
1987055,-58.5956,-49.4255,0,0,0
1987056,-58.5021,-49.2622,0,0,0
1987057,-58.421,-49.111,0,0,0
1987058,-58.357,-48.9689,0,0,0
1987059,-58.3151,-48.8329,0,0,0
1987060,-58.3,-48.7,1,45,22
1987061,-58.3162,-48.5585,0,0,0
1987062,-58.3593,-48.4064,0,0,0
1987063,-58.4214,-48.2555,0,0,0
1987064,-58.4946,-48.1176,0,0,0
1987065,-58.5707,-48.0046,0,0,0
1987066,-58.6419,-47.9281,0,0,0
1987067,-58.7,-47.9,1,45,22
1987068,-58.7497,-47.9111,0,0,0
1987069,-58.7996,-47.9397,0,0,0
1987070,-58.8483,-47.9787,0,0,0
1987071,-58.8943,-48.0213,0,0,0
1987072,-58.9359,-48.0603,0,0,0
1987073,-58.9717,-48.0889,0,0,0
1987074,-59,-48.1,1,45,22
1987109,-59.5,-44.7,1,45,22
1987158,-58.8,-46.2,1,45,22
1987172,-57.7,-38.8,1,45,22
1987173,-57.7,-38.8,0,0,0
1987174,-57.7,-38.8,0,0,0
1987175,-57.7,-38.8,0,0,0
1987176,-57.7,-38.8,0,0,0
1987177,-57.7,-38.8,0,0,0
1987178,-57.7,-38.8,0,0,0
1987179,-57.7,-38.8,1,45,22
1987221,-57,-33.5,1,45,22
1987222,-56.9777,-33.5055,0,0,0
1987223,-56.9549,-33.5198,0,0,0
1987224,-56.9308,-33.5394,0,0,0
1987225,-56.9042,-33.5606,0,0,0
1987226,-56.8742,-33.5802,0,0,0
1987227,-56.8398,-33.5945,0,0,0
1987228,-56.8,-33.6,1,45,22
1987229,-56.7488,-33.5945,0,0,0
1987230,-56.6823,-33.5802,0,0,0
1987231,-56.6028,-33.5606,0,0,0
1987232,-56.5126,-33.5394,0,0,0
1987233,-56.4139,-33.5198,0,0,0
1987234,-56.309,-33.5055,0,0,0
1987235,-56.2,-33.5,1,45,22
1987249,-53.8,-35.1,1,45,22
1987250,-53.6784,-35.1987,0,0,0
1987251,-53.5605,-35.2872,0,0,0
1987252,-53.4483,-35.3719,0,0,0
1987253,-53.3441,-35.4591,0,0,0
1987254,-53.2499,-35.5553,0,0,0
1987255,-53.1678,-35.6668,0,0,0
1987256,-53.1,-35.8,1,45,22
1987257,-53.0393,-36.0093,0,0,0
1987258,-52.9793,-36.3147,0,0,0
1987259,-52.9231,-36.671,0,0,0
1987260,-52.874,-37.033,0,0,0
1987261,-52.835,-37.3553,0,0,0
1987262,-52.8093,-37.5927,0,0,0
1987263,-52.8,-37.7,1,45,22
1987264,-52.819,-37.7223,0,0,0
1987265,-52.87,-37.7368,0,0,0
1987266,-52.9443,-37.7466,0,0,0
1987267,-53.0332,-37.7547,0,0,0
1987268,-53.128,-37.7643,0,0,0
1987269,-53.2198,-37.7784,0,0,0
1987270,-53.3,-37.8,1,45,22
1987271,-53.3802,-37.8679,0,0,0
1987272,-53.472,-38.0048,0,0,0
1987273,-53.5668,-38.1902,0,0,0
1987274,-53.6557,-38.4031,0,0,0
1987275,-53.73,-38.6229,0,0,0
1987276,-53.781,-38.8288,0,0,0
1987277,-53.8,-39,1,45,22
1987278,-53.7975,-39.1358,0,0,0
1987279,-53.7904,-39.2549,0,0,0
1987280,-53.779,-39.3659,0,0,0
1987281,-53.7638,-39.4774,0,0,0
1987282,-53.7453,-39.5979,0,0,0
1987283,-53.7239,-39.7359,0,0,0
1987284,-53.7,-39.9,1,45,22
1987285,-53.661,-40.1486,0,0,0
1987286,-53.5962,-40.5,0,0,0
1987287,-53.5088,-40.9029,0,0,0
1987288,-53.4023,-41.3057,0,0,0
1987289,-53.2797,-41.6571,0,0,0
1987290,-53.1446,-41.9057,0,0,0
1987291,-53,-42,1,45,22
1987292,-52.817,-41.9771,0,0,0
1987293,-52.5745,-41.9127,0,0,0
1987294,-52.2876,-41.8135,0,0,0
1987295,-51.9715,-41.6861,0,0,0
1987296,-51.6415,-41.537,0,0,0
1987297,-51.3126,-41.3727,0,0,0
1987298,-51,-41.2,1,45,22
1987305,-48.8,-38.6,1,45,22
1987306,-48.6498,-38.0275,0,0,0
1987307,-48.5064,-37.2988,0,0,0
1987308,-48.3759,-36.4965,0,0,0
1987309,-48.264,-35.703,0,0,0
1987310,-48.1768,-35.0007,0,0,0
1987311,-48.1202,-34.4723,0,0,0
1987312,-48.1,-34.2,1,45,22
1987313,-48.1692,-34.0894,0,0,0
1987314,-48.3478,-33.9918,0,0,0
1987315,-48.592,-33.9086,0,0,0
1987316,-48.858,-33.8414,0,0,0
1987317,-49.1022,-33.7916,0,0,0
1987318,-49.2808,-33.7606,0,0,0
1987319,-49.35,-33.75,1,45,22
1987320,-49.3455,-33.8636,0,0,0
1987321,-49.333,-34.1564,0,0,0
1987322,-49.314,-34.5569,0,0,0
1987323,-49.2897,-34.9931,0,0,0
1987324,-49.2617,-35.3936,0,0,0
1987325,-49.2313,-35.6864,0,0,0
1987326,-49.2,-35.8,1,45,22
1987347,-47.35,-28.85,1,45,22
1987361,-46.9,-28.3,1,45,22
1987362,-47.05,-28.0444,0,0,0
1987363,-47.2,-27.7,1,45,22
1987364,-47.1952,-27.4346,0,0,0
1987365,-47.1816,-27.1674,0,0,0
1988001,-47.1473,-26.7695,0,0,0
1988002,-47.1168,-26.5101,0,0,0
1988003,-47.0815,-26.2586,0,0,0
1988004,-47.0427,-26.0177,0,0,0
1988005,-47.0015,-25.7902,0,0,0
1988006,-46.959,-25.5789,0,0,0
1988007,-46.9165,-25.3864,0,0,0
1988008,-46.875,-25.2157,0,0,0
1988009,-46.8358,-25.0693,0,0,0
1988010,-46.8,-24.95,1,45,22
1988024,-46.3,-24,1,45,22
1988038,-46.3,-22.3,1,45,22
