date,nic_1,nic_2,nic_3,size_1,size_2
2008188,-70.35,-72.9,1,11,2
2008195,-70.35,-72.97,1,11,2
2008202,-70.35,-72.97,1,11,2
2008209,-70.35,-72.87,1,11,2
2008216,-70.33,-72.85,1,11,2
2008223,-70.33,-72.87,1,11,2
2008230,-70.33,-72.8,1,11,2
2008237,-70.35,-72.85,1,11,2
2008244,-70.35,-72.85,1,11,2
2008251,-70.35,-72.85,1,11,2
2008258,-70.35,-72.85,1,11,2
2008265,-70.35,-72.85,1,11,2
2008272,-70.35,-72.85,1,11,2
2008279,-70.35,-72.85,1,11,2
2008286,-70.35,-72.85,1,11,2
2008293,-70.33,-72.88,1,11,2
2008307,-70.35,-72.82,1,11,2
2008314,-70.35,-72.82,1,11,2
2008321,-70.33,-72.87,1,11,2
2008328,-70.35,-72.83,1,11,2
2008335,-70.35,-72.83,1,11,2
2008342,-70.35,-72.83,1,11,2
2008349,-70.35,-72.83,1,11,2
2010024,-70.27,-72.97,1,11,2
