date,nic_1,nic_2,nic_3,size_1,size_2
1979266,-61.5,83.5,1,30,10
1979267,-61.5,83.5,0,0,0
1979268,-61.5,83.5,0,0,0
1979269,-61.5,83.5,0,0,0
1979270,-61.5,83.5,0,0,0
1979271,-61.5,83.5,0,0,0
1979272,-61.5,83.5,0,0,0
1979273,-61.5,83.5,1,30,10
1979274,-61.5,83.5277,0,0,0
1979275,-61.5,83.5991,0,0,0
1979276,-61.5,83.6968,0,0,0
1979277,-61.5,83.8032,0,0,0
1979278,-61.5,83.9009,0,0,0
1979279,-61.5,83.9723,0,0,0
1979280,-61.5,84,1,30,10
1979281,-61.5,84,0,0,0
1979282,-61.5,84,0,0,0
1979283,-61.5,84,0,0,0
1979284,-61.5,84,0,0,0
1979285,-61.5,84,0,0,0
1979286,-61.5,84,0,0,0
1979287,-61.5,84,1,30,10
1979301,-61.5,84,1,30,10
1979308,-59.2,86,1,30,10
1979343,-55.5,84,1,30,10
