date,ers_1,ers_2,ers_3
1993115,-68.97,-177.86,1
1993116,-68.97,-177.86,1
1993117,-68.97,-177.86,1
1993118,-68.97,-177.86,1
1993119,-68.97,-177.86,1
1993120,-68.97,-177.86,1
1993121,-68.9609,-177.9423,1
1993122,-68.9427,-178.1068,1
1993123,-68.9245,-178.2713,1
1993124,-68.9064,-178.4358,1
1993125,-68.8882,-178.6003,1
1993126,-68.87,-178.7648,1
1993127,-68.8609,-178.8471,1
1993128,-68.8609,-178.8471,1
1993129,-68.8609,-178.8471,1
1993130,-68.8531,-178.9338,1
1993131,-68.8376,-179.1072,1
1993132,-68.8222,-179.2806,1
1993133,-68.8113,-179.4129,1
1993134,-68.8051,-179.5042,1
1993135,-68.7989,-179.5955,1
1993136,-68.7758,-179.6455,1
1993137,-68.7358,-179.6542,1
1993138,-68.6958,-179.6629,1
1993139,-68.6543,-179.654,1
1993140,-68.6112,-179.6274,1
1993141,-68.5682,-179.6007,1
1993142,-68.5384,-179.5515,1
1993143,-68.5216,-179.4797,1
1993144,-68.5049,-179.4079,1
1993145,-68.4828,-179.2822,1
1993146,-68.4554,-179.1025,1
1993147,-68.4279,-178.9228,1
1993148,-68.376,-178.8446,1
1993149,-68.2997,-178.8677,1
1993150,-68.2234,-178.8908,1
1993151,-68.1706,-178.9032,1
1993152,-68.1412,-178.9047,1
1993153,-68.1119,-178.9061,1
1993154,-68.1093,-178.96,1
1993155,-68.1334,-179.0661,1
1993156,-68.1575,-179.1722,1
1993157,-68.1781,-179.3231,1
1993158,-68.1952,-179.5188,1
1993159,-68.2123,-179.7144,1
1993160,-68.2156,-179.9505,1
1993161,-68.2052,179.85,1
1993162,-68.1948,179.79,1
1993163,-68.1896,179.3579,1
1993164,-68.1896,179.3579,1
1993165,-68.1896,179.3579,1
1993166,-68.1142,179.2735,1
1993167,-67.9635,179.1046,1
1993168,-67.8128,178.9358,1
1993169,-67.7374,178.8514,1
1993170,-67.7374,178.8514,1
1993171,-67.7374,178.8514,1
1993172,-67.7374,178.8514,1
1993173,-67.7374,178.8514,1
1993174,-67.7374,178.8514,1
1993175,-67.7318,178.7342,1
1993176,-67.7207,178.4999,1
1993177,-67.7096,178.2656,1
1993178,-67.6778,178.0601,1
1993179,-67.6255,177.8834,1
1993180,-67.5731,177.7067,1
1993181,-67.5296,177.5691,1
1993182,-67.4951,177.4704,1
1993183,-67.4606,177.3718,1
1993184,-67.4245,177.2906,1
1993185,-67.3869,177.2267,1
1993186,-67.3493,177.1628,1
1993187,-67.3305,177.1309,1
1993188,-67.3305,177.1309,1
1993189,-67.3305,177.1309,1
1993190,-67.3072,177.1256,1
1993191,-67.2607,177.1149,1
1993192,-67.2142,177.1043,1
1993193,-67.1857,177.1638,1
1993194,-67.1752,177.2935,1
1993195,-67.1647,177.4231,1
1993196,-67.1538,177.6843,1
1993197,-67.1424,178.0771,1
1993198,-67.1312,178.4699,1
1993199,-67.116,178.7209,1
1993200,-67.0969,178.8301,1
1993201,-67.0779,178.9393,1
1993202,-67.0805,179.0611,1
1993203,-67.1046,179.1956,1
1993204,-67.1288,179.3301,1
1993205,-67.0995,179.5687,1
1993206,-67.0168,179.8,1
1993207,-66.934,-179.9456,1
1993208,-66.8779,-179.7943,1
1993209,-66.8486,-179.7545,1
1993210,-66.8194,-179.7147,1
1993211,-66.8047,-179.6948,1
1993212,-66.8047,-179.6948,1
1993213,-66.8047,-179.6948,1
