date,ers_1,ers_2,ers_3
1999091,-70.9912,179.721,1
1999092,-70.8734,179.8231,1
1999093,-70.7558,179.9252,1
1999094,-70.6939,-179.98,1
1999095,-70.688,-179.9,1
1999096,-70.6821,-179.8986,1
1999097,-70.6657,-179.9493,1
1999098,-70.639,-179.9,1
1999099,-70.6123,179.7476,1
1999100,-70.5989,179.6718,1
1999101,-70.5989,179.6718,1
1999102,-70.5989,179.6718,1
1999103,-70.5581,179.3542,1
1999104,-70.4763,178.7189,1
1999105,-70.3946,178.0836,1
1999106,-70.28,177.5524,1
1999107,-70.1324,177.1252,1
1999108,-69.9848,176.698,1
1999109,-69.9031,176.4094,1
1999110,-69.8873,176.2593,1
1999111,-69.8715,176.1092,1
1999112,-69.8636,176.0342,1
1999113,-69.8636,176.0342,1
1999114,-69.8636,176.0342,1
1999115,-69.8124,175.997,1
1999116,-69.7099,175.9225,1
1999117,-69.6074,175.848,1
1999118,-69.5562,175.8108,1
1999119,-69.5562,175.8108,1
1999120,-69.5562,175.8108,1
1999121,-69.5362,175.7392,1
1999122,-69.4963,175.5961,1
1999123,-69.4563,175.453,1
1999124,-69.4249,175.2799,1
1999125,-69.4022,175.077,1
1999126,-69.3795,174.874,1
1999127,-69.3423,174.4486,1
1999128,-69.2907,173.8007,1
1999129,-69.2391,173.1527,1
1999130,-69.207,172.7626,1
1999131,-69.1944,172.6302,1
1999132,-69.1817,172.4977,1
1999133,-69.1292,172.1354,1
1999134,-69.0369,171.5431,1
1999135,-68.9446,170.9509,1
1999136,-68.8838,170.5749,1
1999137,-68.8543,170.415,1
1999138,-68.8249,170.2551,1
1999139,-68.7813,170.1201,1
1999140,-68.7234,170.01,1
1999141,-68.6655,169.8998,1
1999142,-68.6325,169.7311,1
1999143,-68.6243,169.5039,1
1999144,-68.6162,169.2768,1
1999145,-68.6011,168.8208,1
1999146,-68.5792,168.1359,1
1999147,-68.5573,167.4511,1
1999148,-68.5463,167.0692,1
1999149,-68.5463,166.9901,1
1999150,-68.5462,166.911,1
1999151,-68.5119,166.7172,1
1999152,-68.4433,166.4085,1
1999153,-68.3747,166.0998,1
1999154,-68.3332,165.8496,1
1999155,-68.3186,165.6578,1
1999156,-68.3041,165.4661,1
1999157,-68.2902,165.2502,1
1999158,-68.2767,165.0103,1
1999159,-68.2632,164.7704,1
1999160,-68.228,164.5751,1
1999161,-68.1709,164.4244,1
1999162,-68.1137,164.2738,1
1999163,-68.0815,164.1466,1
1999164,-68.074,164.0428,1
1999165,-68.0666,163.9389,1
1999166,-68.0451,163.6267,0
1999167,-68.0052,163.063,0
1999168,-67.9506,162.3418,0
1999169,-67.885,161.5571,1
1999170,-67.7571,160.4052,0
1999171,-67.5845,159.0398,0
1999172,-67.474,158.241,1
1999173,-67.4446,158.076,1
1999174,-67.4154,157.911,1
1999175,-67.375,157.7681,1
1999176,-67.3235,157.6473,1
1999177,-67.272,157.5265,1
1999178,-67.2404,157.4176,1
1999179,-67.2285,157.3207,1
1999180,-67.2165,157.2237,1
1999181,-67.2106,157.1752,1
1999182,-67.2106,157.1752,1
1999183,-67.2106,157.1752,1
1999184,-67.1911,157.0901,1
1999185,-67.1521,156.92,1
1999186,-67.1131,156.7498,1
1999187,-67.0797,156.6671,1
1999188,-67.0517,156.6718,1
1999189,-67.0239,156.6765,1
1999190,-66.9828,156.6673,1
1999191,-66.9285,156.6442,1
1999192,-66.8742,156.6211,1
1999193,-66.8168,156.6112,1
1999194,-66.7562,156.6146,1
1999195,-66.6956,156.6181,1
1999196,-66.634,156.5316,1
1999197,-66.5714,156.3552,1
1999198,-66.5088,156.1788,1
1999199,-66.4764,156.043,1
1999200,-66.4741,155.9479,1
1999201,-66.4718,155.8528,1
1999202,-66.4481,155.7811,1
1999203,-66.4029,155.7329,1
1999204,-66.3576,155.6846,1
1999205,-66.335,155.6605,1
1999206,-66.335,155.6605,1
1999207,-66.335,155.6605,1
1999208,-66.3673,155.77,1
1999209,-66.4319,155.9889,1
1999210,-66.4965,156.2078,1
1999211,-66.4269,155.9314,0
1999212,-66.2739,155.3232,0
1999213,-66.1208,154.715,0
1999214,-66.0512,154.4386,1
1999215,-66.0512,154.4386,1
1999216,-66.0512,154.4386,1
1999217,-66.0028,154.351,1
1999218,-65.9059,154.1757,1
1999219,-65.809,154.0004,1
1999220,-65.7606,153.9128,1
1999221,-65.7606,153.9128,1
1999222,-65.7606,153.9128,1
1999223,-65.7606,153.9128,1
1999224,-65.7606,153.9128,1
1999225,-65.7606,153.9128,1
1999226,-65.7665,153.9784,1
1999227,-65.7784,154.1094,1
1999228,-65.7904,154.2405,1
1999229,-65.7963,154.3061,1
1999230,-65.7963,154.3061,1
1999231,-65.7963,154.3061,1
1999232,-65.7723,154.2045,1
1999233,-65.7244,154.0014,1
1999234,-65.6765,153.7982,1
1999235,-65.6282,153.5797,1
1999236,-65.5797,153.3458,1
1999237,-65.5311,153.1119,1
1999238,-65.4879,152.8813,1
1999239,-65.4502,152.6541,1
1999240,-65.4125,152.4269,1
1999241,-65.3936,152.3133,1
1999242,-65.3936,152.3133,1
1999243,-65.3936,152.3133,1
