date,ers_1,ers_2,ers_3
1994127,-67.812,70.9315,1
1994128,-67.656,71.0944,1
1994129,-67.5,71.2574,1
1994130,-67.3942,71.3088,1
1994131,-67.3388,71.2485,1
1994132,-67.2832,71.1882,1
1994133,-67.2555,71.1581,1
1994134,-67.2555,71.1581,1
1994135,-67.2555,71.1581,1
1994136,-67.2498,71.1271,1
1994137,-67.2385,71.0652,1
1994138,-67.2272,71.0033,1
1994139,-67.2215,70.9723,1
1994140,-67.2215,70.9723,1
1994141,-67.2215,70.9723,1
1994142,-67.2215,70.9723,1
1994143,-67.2215,70.9723,1
1994144,-67.2215,70.9723,1
1994145,-67.2215,70.9723,1
1994146,-67.2215,70.9723,1
1994147,-67.2215,70.9723,1
1994148,-67.2215,70.9723,1
1994149,-67.2215,70.9723,1
1994150,-67.2215,70.9723,1
1994151,-67.2215,70.9723,1
1994152,-67.2215,70.9723,1
1994153,-67.2215,70.9723,1
1994154,-67.2215,70.9723,1
1994155,-67.2215,70.9723,1
1994156,-67.2215,70.9723,1
1994157,-67.2215,70.9723,1
1994158,-67.2215,70.9723,1
1994159,-67.2215,70.9723,1
1994160,-67.2215,70.9723,1
1994161,-67.2215,70.9723,1
1994162,-67.2215,70.9723,1
1994163,-67.2215,70.9723,1
1994164,-67.2215,70.9723,1
1994165,-67.2215,70.9723,1
1994166,-67.2215,70.9723,1
1994167,-67.2215,70.9723,1
1994168,-67.2215,70.9723,1
1994169,-67.2215,70.9723,1
1994170,-67.2215,70.9723,1
1994171,-67.2215,70.9723,1
1994172,-67.2215,70.9723,1
1994173,-67.2215,70.9723,1
1994174,-67.2215,70.9723,1
1994175,-67.2215,70.9723,1
1994176,-67.2215,70.9723,1
1994177,-67.2215,70.9723,1
1994178,-67.2215,70.9723,1
1994179,-67.2215,70.9723,1
1994180,-67.2215,70.9723,1
1994181,-67.23,70.9968,1
1994182,-67.2471,71.0456,1
1994183,-67.2641,71.0945,1
1994184,-67.2726,71.119,1
1994185,-67.2726,71.119,1
1994186,-67.2726,71.119,1
1994187,-67.2726,71.119,1
1994188,-67.2726,71.119,1
1994189,-67.2726,71.119,1
1994190,-67.2726,71.119,1
1994191,-67.2726,71.119,1
1994192,-67.2726,71.119,1
1994193,-67.2726,71.119,1
1994194,-67.2726,71.119,1
1994195,-67.2726,71.119,1
1994196,-67.2726,71.119,1
1994197,-67.2726,71.119,1
1994198,-67.2726,71.119,1
1994199,-67.2726,71.119,1
1994200,-67.2726,71.119,1
1994201,-67.2726,71.119,1
1994202,-67.2726,71.119,1
1994203,-67.2726,71.119,1
1994204,-67.2726,71.119,1
1994205,-67.2726,71.119,1
1994206,-67.2726,71.119,1
1994207,-67.2726,71.119,1
1994208,-67.2726,71.119,1
1994209,-67.2726,71.119,1
1994210,-67.2726,71.119,1
1994211,-67.2726,71.119,1
1994212,-67.2726,71.119,1
1994213,-67.2726,71.119,1
1994214,-67.2726,71.119,1
1994215,-67.2726,71.119,1
1994216,-67.2726,71.119,1
1994217,-67.2726,71.119,1
1994218,-67.2726,71.119,1
1994219,-67.2726,71.119,1
1994220,-67.2726,71.119,1
1994221,-67.2726,71.119,1
1994222,-67.2726,71.119,1
1994223,-67.2726,71.119,1
1994224,-67.2726,71.119,1
1994225,-67.2726,71.119,1
1994226,-67.2726,71.119,1
1994227,-67.2726,71.119,1
1994228,-67.2726,71.119,1
1994229,-67.2726,71.119,1
1994230,-67.2726,71.119,1
1994231,-67.2726,71.119,1
1994232,-67.2726,71.119,1
1994233,-67.2726,71.119,1
1994234,-67.2726,71.119,1
1994235,-67.2324,71.0686,1
1994236,-67.1519,70.9678,1
1994237,-67.0715,70.8671,1
1994238,-67.0231,70.7169,1
1994239,-67.0067,70.5174,1
1994240,-66.9903,70.3179,1
1994241,-66.9704,70.0406,1
1994242,-66.9469,69.6855,1
1994243,-66.9234,69.3304,1
1994244,-66.9117,69.1528,1
1994245,-66.9117,69.1528,1
1994246,-66.9117,69.1528,1
1994247,-66.9286,68.9964,1
1994248,-66.9625,68.6837,1
1994249,-66.9964,68.3709,1
1994250,-67.0084,68.019,1
1994251,-66.9986,67.628,1
1994252,-66.9888,67.237,1
1994253,-66.9763,67.0189,1
1994254,-66.9612,66.9737,1
1994255,-66.9461,66.9285,1
1994256,-66.9385,66.9059,1
1994257,-66.9385,66.9059,1
1994258,-66.9385,66.9059,1
1994259,-66.9266,66.7305,1
1994260,-66.9027,66.3798,1
1994261,-66.8789,66.029,1
1994262,-66.8551,65.8085,1
1994263,-66.8314,65.7184,1
1994264,-66.8077,65.6283,1
1994265,-66.7756,65.4919,1
1994266,-66.7353,65.3092,1
1994267,-66.695,65.1265,1
1994268,-66.6749,65.0352,1
1994269,-66.6749,65.0352,1
1994270,-66.6749,65.0352,1
1994271,-66.6585,64.8616,1
1994272,-66.6258,64.5144,1
1994273,-66.5932,64.1672,1
1994274,-66.5344,63.7379,1
1994275,-66.4495,63.2266,1
1994276,-66.3646,62.7153,1
1994277,-66.3157,62.359,1
1994278,-66.3026,62.1579,1
1994279,-66.2896,61.9568,1
1994280,-66.2787,61.793,1
1994281,-66.2698,61.6666,1
1994282,-66.2609,61.5402,1
1994283,-66.2362,61.3604,1
1994284,-66.1955,61.1272,1
1994285,-66.1549,60.8939,1
1994286,-66.1346,60.7773,1
1994287,-66.1346,60.7773,1
1994288,-66.1346,60.7773,1
1994289,-66.1202,60.7979,1
1994290,-66.0915,60.8392,1
1994291,-66.0627,60.8804,1
1994292,-66.0737,60.7953,1
1994293,-66.1246,60.584,1
1994294,-66.1755,60.3727,1
1994295,-66.2143,60.1869,1
1994296,-66.2411,60.0267,1
1994297,-66.2678,59.8664,1
1994298,-66.2785,59.7432,1
1994299,-66.273,59.6571,1
1994300,-66.2676,59.571,1
1994301,-66.2649,59.5279,1
1994302,-66.2649,59.5279,1
1994303,-66.2649,59.5279,1
1994304,-66.2625,59.4936,1
1994305,-66.2576,59.425,1
1994306,-66.2528,59.3563,1
1994307,-66.2439,59.2794,1
1994308,-66.2309,59.1942,1
1994309,-66.2178,59.109,1
1994310,-66.2069,58.9539,1
1994311,-66.1981,58.7288,1
1994312,-66.1894,58.5037,1
1994313,-66.1786,58.3585,1
1994314,-66.1657,58.2934,1
1994315,-66.1528,58.2283,1
1994316,-66.1326,58.1643,1
1994317,-66.1051,58.1015,1
1994318,-66.0776,58.0387,1
1994319,-66.034,57.929,1
1994320,-65.9745,57.7724,1
1994321,-65.915,57.6158,1
1994322,-65.8678,57.4937,1
1994323,-65.8331,57.4061,1
1994324,-65.7984,57.3185,1
1994325,-65.7574,57.1787,1
1994326,-65.7101,56.9866,1
1994327,-65.6629,56.7944,1
1994328,-65.6295,56.6194,1
1994329,-65.61,56.4614,1
1994330,-65.5905,56.3035,1
1994331,-65.5825,56.1741,1
1994332,-65.5861,56.0734,1
1994333,-65.5896,55.9727,1
1994334,-65.5821,55.8755,1
1994335,-65.5634,55.7819,1
1994336,-65.5448,55.6884,1
1994337,-65.524,55.6223,1
1994338,-65.501,55.5837,1
1994339,-65.4781,55.5451,1
1994340,-65.4633,55.4931,1
1994341,-65.4565,55.4278,1
1994342,-65.4498,55.3624,1
1994343,-65.439,55.3039,1
1994344,-65.4241,55.2522,1
1994345,-65.4092,55.2005,1
1994346,-65.4017,55.1747,1
1994347,-65.4017,55.1747,1
1994348,-65.4017,55.1747,1
1994349,-65.4017,55.1747,1
1994350,-65.4017,55.1747,1
1994351,-65.4017,55.1747,1
1994352,-65.3731,55.0978,1
1994353,-65.3159,54.9438,1
1994354,-65.2586,54.7899,1
1994355,-65.2199,54.6588,1
1994356,-65.1996,54.5504,1
1994357,-65.1793,54.442,1
1994358,-65.1692,54.3878,1
1994359,-65.1692,54.3878,1
1994360,-65.1692,54.3878,1
1994361,-65.1692,54.3878,1
1994362,-65.1692,54.3878,1
1994363,-65.1692,54.3878,1
1994364,-65.1692,54.3878,1
1994365,-65.2359,53.8923,0
1995001,-65.359,52.9776,1
1995002,-65.3593,52.9754,1
1995003,-65.366,52.7276,1
1995004,-65.3724,52.4819,1
1995005,-65.3724,52.4819,1
1995006,-65.3724,52.4819,1
1995007,-65.3588,52.4727,1
1995008,-65.3316,52.4543,1
1995009,-65.3044,52.4358,1
