date,nic_1,nic_2,nic_3,sass_1,sass_2,sass_3,size_1,size_2
1976347,-66.8,81,1,0,0,0,20,15
1976361,-66.2,81,1,0,0,0,20,15
1977009,-66.2,81,1,0,0,0,20,15
1977023,-66.2,81,1,0,0,0,20,15
1977024,-66.2166,81,0,0,0,0,0,0
1977025,-66.2595,81,0,0,0,0,0,0
1977026,-66.3181,81,0,0,0,0,0,0
1977027,-66.3819,81,0,0,0,0,0,0
1977028,-66.4405,81,0,0,0,0,0,0
1977029,-66.4834,81,0,0,0,0,0,0
1977030,-66.5,81,1,0,0,0,20,15
1977031,-66.5,81,0,0,0,0,0,0
1977032,-66.5,81,0,0,0,0,0,0
1977033,-66.5,81,0,0,0,0,0,0
1977034,-66.5,81,0,0,0,0,0,0
1977035,-66.5,81,0,0,0,0,0,0
1977036,-66.5,81,0,0,0,0,0,0
1977037,-66.5,81,1,0,0,0,20,15
1977051,-66.5,81.8,1,0,0,0,20,15
1977072,-66.5,81.8,1,0,0,0,20,15
1978204,0,0,0,-65.5383,84.6545,1,0,0
1978205,0,0,0,-65.5383,84.6545,1,0,0
1978206,0,0,0,-65.5383,84.6545,1,0,0
1978207,0,0,0,-65.5383,84.6545,1,0,0
1978208,0,0,0,-65.5383,84.6545,1,0,0
1978209,0,0,0,-65.5383,84.6545,1,0,0
1978210,0,0,0,-65.5383,84.6545,1,0,0
1978211,0,0,0,-65.5383,84.6545,1,0,0
1978212,0,0,0,-65.5383,84.6545,1,0,0
1978213,0,0,0,-65.5383,84.6545,1,0,0
1978214,0,0,0,-65.5383,84.6545,1,0,0
1978215,0,0,0,-65.5383,84.6545,1,0,0
1978216,0,0,0,-65.5386,84.6023,1,0,0
1978217,0,0,0,-65.5393,84.4978,1,0,0
1978218,0,0,0,-65.54,84.3933,1,0,0
1978219,0,0,0,-65.5407,84.2889,1,0,0
1978220,0,0,0,-65.5414,84.1844,1,0,0
1978221,0,0,0,-65.5421,84.0799,1,0,0
1978222,0,0,0,-65.5424,84.0277,1,0,0
1978223,0,0,0,-65.5424,84.0277,1,0,0
1978224,0,0,0,-65.5424,84.0277,1,0,0
1978225,0,0,0,-65.5424,84.0277,1,0,0
1978226,0,0,0,-65.5424,84.0277,1,0,0
1978227,0,0,0,-65.5424,84.0277,1,0,0
1978228,0,0,0,-65.5424,84.0277,1,0,0
1978229,0,0,0,-65.5424,84.0277,1,0,0
1978230,0,0,0,-65.5424,84.0277,1,0,0
1978231,0,0,0,-65.5424,84.0277,1,0,0
1978232,0,0,0,-65.5424,84.0277,1,0,0
1978233,0,0,0,-65.5424,84.0277,1,0,0
1978234,0,0,0,-65.5424,84.0277,1,0,0
1978235,0,0,0,-65.5424,84.0277,1,0,0
1978236,0,0,0,-65.5424,84.0277,1,0,0
1978237,0,0,0,-65.5424,84.0277,1,0,0
1978238,0,0,0,-65.5424,84.0277,1,0,0
1978239,0,0,0,-65.5569,82.7873,0,0,0
1978240,0,0,0,-65.5714,81.547,1,0,0
1978241,0,0,0,-65.5714,81.547,1,0,0
1978242,0,0,0,-65.5714,81.547,1,0,0
1978243,0,0,0,-65.5714,81.547,1,0,0
1978244,0,0,0,-65.5714,81.547,1,0,0
1978245,0,0,0,-65.5714,81.547,1,0,0
1978246,0,0,0,-65.5714,81.547,1,0,0
1978247,0,0,0,-65.5714,81.547,1,0,0
1978248,0,0,0,-65.5714,81.547,1,0,0
1978249,0,0,0,-65.5714,81.547,1,0,0
1978250,0,0,0,-65.5714,81.547,1,0,0
1978251,0,0,0,-65.5714,81.547,1,0,0
1978252,0,0,0,-65.5725,81.5134,1,0,0
1978253,0,0,0,-65.5748,81.4463,1,0,0
1978254,0,0,0,-65.5771,81.3791,1,0,0
1978255,0,0,0,-65.5795,81.312,1,0,0
1978256,0,0,0,-65.5817,81.2448,1,0,0
1978257,0,0,0,-65.5841,81.1777,1,0,0
1978258,0,0,0,-65.5852,81.1441,1,0,0
1978259,0,0,0,-65.5852,81.1441,1,0,0
1978260,0,0,0,-65.5852,81.1441,1,0,0
1978261,0,0,0,-65.5852,81.1441,1,0,0
1978262,0,0,0,-65.5852,81.1441,1,0,0
1978263,0,0,0,-65.5852,81.1441,1,0,0
1978264,0,0,0,-65.5852,81.1441,1,0,0
1978265,0,0,0,-65.5852,81.1441,1,0,0
1978266,0,0,0,-65.5852,81.1441,1,0,0
1978267,0,0,0,-65.5852,81.1441,1,0,0
1978268,0,0,0,-65.5852,81.1441,1,0,0
1978269,0,0,0,-65.5852,81.1441,1,0,0
1978270,0,0,0,-65.5764,81.1627,1,0,0
1978271,0,0,0,-65.5587,81.1999,1,0,0
1978272,0,0,0,-65.5411,81.2372,1,0,0
1978273,0,0,0,-65.5234,81.2744,1,0,0
1978274,0,0,0,-65.5146,81.293,1,0,0
1978275,0,0,0,-65.5146,81.293,1,0,0
