date,nic_1,nic_2,nic_3,size_1,size_2
1999031,-76.8,-52.3,1,13,8
1999045,-76.7,-52.3,1,13,8
1999080,-76.1,-52.9,1,13,8
1999101,-75.4,-54,1,13,8
1999102,-75.3826,-54.1333,0,0,0
1999103,-75.3676,-54.3334,0,0,0
1999104,-75.354,-54.5706,0,0,0
1999105,-75.3412,-54.8154,0,0,0
1999106,-75.3284,-55.0383,0,0,0
1999107,-75.315,-55.2097,0,0,0
1999108,-75.3,-55.3,1,13,8
1999129,-74.9,-55.7,1,13,8
1999130,-74.8347,-55.8415,0,0,0
1999131,-74.7244,-56.1392,0,0,0
1999132,-74.5891,-56.5281,0,0,0
1999133,-74.449,-56.9435,0,0,0
1999134,-74.324,-57.3206,0,0,0
1999135,-74.2344,-57.5943,0,0,0
1999136,-74.2,-57.7,1,13,8
1999150,-74.5,-55.8,1,13,8
1999151,-74.4913,-55.8,0,0,0
1999152,-74.4684,-55.8,0,0,0
1999153,-74.4358,-55.8,0,0,0
1999154,-74.3981,-55.8,0,0,0
1999155,-74.3598,-55.8,0,0,0
1999156,-74.3256,-55.8,0,0,0
1999157,-74.3,-55.8,1,13,8
1999171,-74.1,-56.5,1,13,8
1999172,-74.0654,-56.4904,0,0,0
1999173,-74.0141,-56.4653,0,0,0
1999174,-73.9517,-56.4303,0,0,0
1999175,-73.8836,-56.3907,0,0,0
1999176,-73.8153,-56.3521,0,0,0
1999177,-73.7523,-56.3201,0,0,0
1999178,-73.7,-56.3,1,13,8
1999192,-73.2,-56.2,1,13,8
1999193,-73.1419,-56.2076,0,0,0
1999194,-73.0702,-56.228,0,0,0
1999195,-72.9903,-56.2577,0,0,0
1999196,-72.9079,-56.2933,0,0,0
1999197,-72.8283,-56.3312,0,0,0
1999198,-72.7572,-56.3679,0,0,0
1999199,-72.7,-56.4,1,13,8
1999220,-72,-57,1,13,8
1999221,-71.9831,-56.9945,0,0,0
1999222,-71.969,-56.9802,0,0,0
1999223,-71.9566,-56.9606,0,0,0
1999224,-71.9447,-56.9394,0,0,0
1999225,-71.9321,-56.9198,0,0,0
1999226,-71.9176,-56.9055,0,0,0
1999227,-71.9,-56.9,1,13,8
1999241,-71.4,-58.7,1,13,8
1999242,-71.3209,-58.861,0,0,0
1999243,-71.207,-59.0472,0,0,0
1999244,-71.0737,-59.2428,0,0,0
1999245,-70.9361,-59.4318,0,0,0
1999246,-70.8095,-59.5983,0,0,0
1999247,-70.709,-59.7263,0,0,0
1999248,-70.65,-59.8,1,13,8
1999262,-70.4,-60.1,1,13,8
1999276,-70.3,-60.3,1,13,8
1999290,-69.9,-60.2,1,13,8
1999291,-69.8197,-60.1799,0,0,0
1999292,-69.6914,-60.1479,0,0,0
1999293,-69.5372,-60.1093,0,0,0
1999294,-69.3789,-60.0697,0,0,0
1999295,-69.2386,-60.0347,0,0,0
1999296,-69.1383,-60.0096,0,0,0
1999297,-69.1,-60,1,13,8
1999298,-69.1388,-60.0268,0,0,0
1999299,-69.2388,-60.096,0,0,0
1999300,-69.3755,-60.1912,0,0,0
1999301,-69.5245,-60.2958,0,0,0
1999302,-69.6612,-60.3932,0,0,0
1999303,-69.7612,-60.4667,0,0,0
1999304,-69.8,-60.5,1,13,8
1999318,-69.7,-60.55,1,13,8
1999332,-69.4,-60.5,1,13,8
1999346,-69.4,-60.6,1,13,8
1999347,-69.4,-60.6,0,0,0
1999348,-69.4,-60.6,0,0,0
1999349,-69.4,-60.6,0,0,0
1999350,-69.4,-60.6,0,0,0
1999351,-69.4,-60.6,0,0,0
1999352,-69.4,-60.6,0,0,0
1999353,-69.4,-60.6,1,13,8
2000044,-69.1,-60.5,1,13,8
2000045,-69.088,-60.4886,0,0,0
2000046,-69.0712,-60.466,0,0,0
2000047,-69.052,-60.4369,0,0,0
2000048,-69.0329,-60.406,0,0,0
2000049,-69.0162,-60.378,0,0,0
2000050,-69.0045,-60.3578,0,0,0
2000051,-69,-60.35,1,13,8
2000052,-69,-60.3528,0,0,0
2000053,-69,-60.3599,0,0,0
2000054,-69,-60.3697,0,0,0
2000055,-69,-60.3803,0,0,0
2000056,-69,-60.3901,0,0,0
2000057,-69,-60.3972,0,0,0
2000058,-69,-60.4,1,13,8
2000072,-68.9,-60.1,1,13,8
2000073,-68.9,-60.1,0,0,0
2000074,-68.9,-60.1,0,0,0
2000075,-68.9,-60.1,0,0,0
2000076,-68.9,-60.1,0,0,0
2000077,-68.9,-60.1,0,0,0
2000078,-68.9,-60.1,0,0,0
2000079,-68.9,-60.1,1,13,8
2000080,-68.9055,-60.1106,0,0,0
2000081,-68.9198,-60.1386,0,0,0
2000082,-68.9394,-60.1787,0,0,0
2000083,-68.9606,-60.2254,0,0,0
2000084,-68.9802,-60.2731,0,0,0
2000085,-68.9945,-60.3165,0,0,0
2000086,-69,-60.35,1,13,8
