date,nic_1,nic_2,nic_3,size_1,size_2
1987284,-78.2,-161.4,1,86,22
1987291,-78.2,-161.4,1,86,22
1987298,-78.1,-162.8,1,86,22
1987299,-78.0749,-162.8418,0,0,0
1987300,-78.0409,-162.8707,0,0,0
1987301,-78.0026,-162.8917,0,0,0
1987302,-77.9647,-162.91,0,0,0
1987303,-77.9319,-162.9308,0,0,0
1987304,-77.9087,-162.9591,0,0,0
1987305,-77.9,-163,1,86,22
1987306,-77.9,-163.0992,0,0,0
1987307,-77.9,-163.2771,0,0,0
1987308,-77.9,-163.5009,0,0,0
1987309,-77.9,-163.7378,0,0,0
1987310,-77.9,-163.9552,0,0,0
1987311,-77.9,-164.1201,0,0,0
1987312,-77.9,-164.2,1,86,22
1987313,-77.9055,-164.2219,0,0,0
1987314,-77.9198,-164.2367,0,0,0
1987315,-77.9394,-164.2472,0,0,0
1987316,-77.9606,-164.256,0,0,0
1987317,-77.9802,-164.266,0,0,0
1987318,-77.9945,-164.2797,0,0,0
1987319,-78,-164.3,1,86,22
1987320,-77.9945,-164.346,0,0,0
1987321,-77.9802,-164.4264,0,0,0
1987322,-77.9606,-164.5287,0,0,0
1987323,-77.9394,-164.6399,0,0,0
1987324,-77.9198,-164.7473,0,0,0
1987325,-77.9055,-164.8383,0,0,0
1987326,-77.9,-164.9,1,86,22
1987327,-77.9,-164.9391,0,0,0
1987328,-77.9,-164.9717,0,0,0
1987329,-77.9,-164.9997,0,0,0
1987330,-77.9,-165.0248,0,0,0
1987331,-77.9,-165.0487,0,0,0
1987332,-77.9,-165.0732,0,0,0
1987333,-77.9,-165.1,1,86,22
1987347,-77.8,-165.5,1,86,22
1987348,-77.7799,-165.5994,0,0,0
1987349,-77.7479,-165.7715,0,0,0
1987350,-77.7093,-165.9843,0,0,0
1987351,-77.6697,-166.2055,0,0,0
1987352,-77.6347,-166.4033,0,0,0
1987353,-77.6096,-166.5455,0,0,0
1987354,-77.6,-166.6,1,86,22
1988003,-77.6,-166.1,1,86,22
1988004,-77.6111,-166.1262,0,0,0
1988005,-77.6397,-166.1956,0,0,0
1988006,-77.6787,-166.2942,0,0,0
1988007,-77.7213,-166.4079,0,0,0
1988008,-77.7603,-166.5227,0,0,0
1988009,-77.7889,-166.6248,0,0,0
1988010,-77.8,-166.7,1,86,22
1988011,-77.8,-166.7586,0,0,0
1988012,-77.8,-166.8178,0,0,0
1988013,-77.8,-166.8741,0,0,0
1988014,-77.8,-166.9239,0,0,0
1988015,-77.8,-166.9638,0,0,0
1988016,-77.8,-166.9904,0,0,0
1988017,-77.8,-167,1,83,19
1988018,-77.7962,-166.9557,0,0,0
1988019,-77.786,-166.8414,0,0,0
1988020,-77.7711,-166.6851,0,0,0
1988021,-77.7534,-166.5149,0,0,0
1988022,-77.7344,-166.3586,0,0,0
1988023,-77.716,-166.2443,0,0,0
1988024,-77.7,-166.2,1,83,19
1988038,-77.5,-166.8,1,83,19
1988039,-77.5055,-166.8182,0,0,0
1988040,-77.5198,-166.833,0,0,0
1988041,-77.5394,-166.8458,0,0,0
1988042,-77.5606,-166.8576,0,0,0
1988043,-77.5802,-166.8697,0,0,0
1988044,-77.5945,-166.8835,0,0,0
1988045,-77.6,-166.9,1,83,19
1988059,-77.6,-167.3,1,83,19
1988080,-77.4,-167.8,1,83,19
1988094,-77.3,-168.8,1,83,19
1988095,-77.3,-168.8981,0,0,0
1988096,-77.3,-169.0152,0,0,0
1988097,-77.3,-169.1403,0,0,0
1988098,-77.3,-169.2624,0,0,0
1988099,-77.3,-169.3704,0,0,0
1988100,-77.3,-169.4533,0,0,0
1988101,-77.3,-169.5,1,83,19
1988102,-77.2971,-169.5222,0,0,0
1988103,-77.2889,-169.5395,0,0,0
1988104,-77.2764,-169.5534,0,0,0
1988105,-77.2603,-169.565,0,0,0
1988106,-77.2417,-169.5758,0,0,0
1988107,-77.2213,-169.587,0,0,0
1988108,-77.2,-169.6,1,83,19
1988109,-77.1718,-169.616,0,0,0
1988110,-77.1327,-169.6344,0,0,0
1988111,-77.0861,-169.6534,0,0,0
1988112,-77.0359,-169.6711,0,0,0
1988113,-76.9857,-169.686,0,0,0
1988114,-76.9392,-169.6962,0,0,0
1988115,-76.9,-169.7,1,83,19
1988116,-76.8637,-169.6723,0,0,0
1988117,-76.8254,-169.6009,0,0,0
1988118,-76.7877,-169.5032,0,0,0
1988119,-76.7535,-169.3968,0,0,0
1988120,-76.7257,-169.2991,0,0,0
1988121,-76.7069,-169.2277,0,0,0
1988122,-76.7,-169.2,1,83,19
1988136,-76.7,-169.8,1,83,19
1988137,-76.6917,-169.8,0,0,0
1988138,-76.6703,-169.8,0,0,0
1988139,-76.641,-169.8,0,0,0
1988140,-76.609,-169.8,0,0,0
1988141,-76.5797,-169.8,0,0,0
1988142,-76.5583,-169.8,0,0,0
1988143,-76.55,-169.8,1,83,19
1988157,-76.6,-169.8,1,83,19
1988158,-76.6,-169.8665,0,0,0
1988159,-76.6,-170.0379,0,0,0
1988160,-76.6,-170.2723,0,0,0
1988161,-76.6,-170.5277,0,0,0
1988162,-76.6,-170.7621,0,0,0
1988163,-76.6,-170.9335,0,0,0
1988164,-76.6,-171,1,83,19
1988165,-76.6111,-171,0,0,0
1988166,-76.6397,-171,0,0,0
1988167,-76.6787,-171,0,0,0
1988168,-76.7213,-171,0,0,0
