date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,size_1,size_2
1989267,0,0,0,-76.4,-52.7,1,22,10
1989302,0,0,0,-76.2,-53.8,1,22,10
1989303,0,0,0,-76.2,-53.8517,0,0,0
1989304,0,0,0,-76.2,-53.916,0,0,0
1989305,0,0,0,-76.2,-53.9863,0,0,0
1989306,0,0,0,-76.2,-54.0563,0,0,0
1989307,0,0,0,-76.2,-54.1195,0,0,0
1989308,0,0,0,-76.2,-54.1695,0,0,0
1989309,0,0,0,-76.2,-54.2,1,22,10
1989330,0,0,0,-76,-54.4,1,22,10
1989344,0,0,0,-75.5,-58,1,22,10
1990042,0,0,0,-75.5,-57.2,1,22,10
1990175,0,0,0,-69.9,-60,1,22,10
1990224,0,0,0,-69.8,-60.5,1,22,10
1990252,0,0,0,-68.1,-58.7,1,22,10
1990253,0,0,0,-68.051,-58.7166,0,0,0
1990254,0,0,0,-68.002,-58.7595,0,0,0
1990255,0,0,0,-67.9542,-58.8181,0,0,0
1990256,0,0,0,-67.9089,-58.8819,0,0,0
1990257,0,0,0,-67.8673,-58.9405,0,0,0
1990258,0,0,0,-67.8306,-58.9834,0,0,0
1990259,0,0,0,-67.8,-59,1,22,10
1990294,0,0,0,-67.2,-59,1,22,10
1990343,0,0,0,-66.3,-59,1,22,10
1991013,0,0,0,-66,-59,1,22,10
1991090,0,0,0,-65.2,-58.5,1,22,10
1991125,0,0,0,-64,-54.9,1,22,10
1991174,0,0,0,-63.6,-54,1,22,10
1991175,0,0,0,-63.6055,-53.983,0,0,0
1991176,0,0,0,-63.6198,-53.9643,0,0,0
1991177,0,0,0,-63.6394,-53.9454,0,0,0
1991178,0,0,0,-63.6606,-53.9279,0,0,0
1991179,0,0,0,-63.6802,-53.9135,0,0,0
1991180,0,0,0,-63.6945,-53.9036,0,0,0
1991181,0,0,0,-63.7,-53.9,1,22,10
1991182,0,0,0,-63.6962,-53.9222,0,0,0
1991183,0,0,0,-63.686,-53.9793,0,0,0
1991184,0,0,0,-63.6711,-54.0574,0,0,0
1991185,0,0,0,-63.6534,-54.1426,0,0,0
1991186,0,0,0,-63.6344,-54.2207,0,0,0
1991187,0,0,0,-63.616,-54.2778,0,0,0
1991188,0,0,0,-63.6,-54.3,1,22,10
1991258,0,0,0,-62.6,-53.5,1,22,10
1991259,0,0,0,-62.5519,-53.5034,0,0,0
1991260,0,0,0,-62.4746,-53.5128,0,0,0
1991261,0,0,0,-62.3808,-53.5267,0,0,0
1991262,0,0,0,-62.2835,-53.5438,0,0,0
1991263,0,0,0,-62.1957,-53.5626,0,0,0
1991264,0,0,0,-62.1302,-53.5818,0,0,0
1991265,0,0,0,-62.1,-53.6,1,22,10
1991293,0,0,0,-62,-54.3,1,22,10
1991314,0,0,0,-61.9,-55.1,1,22,10
1991315,0,0,0,-61.8761,-55.0557,0,0,0
1991316,0,0,0,-61.8304,-54.9414,0,0,0
1991317,0,0,0,-61.7722,-54.7851,0,0,0
1991318,0,0,0,-61.7108,-54.6149,0,0,0
1991319,0,0,0,-61.6554,-54.4586,0,0,0
1991320,0,0,0,-61.6154,-54.3443,0,0,0
1991321,0,0,0,-61.6,-54.3,1,22,10
1991342,0,0,0,-61.6,-54.4,1,22,10
1991365,0,0,0,-62,-54.8,1,22,10
1992019,0,0,0,-61.7,-55.2,1,22,10
1992033,0,0,0,-61.9,-55,1,22,10
1992085,-60.69,-49.15,1,0,0,0,0,0
1992086,-60.69,-49.15,1,0,0,0,0,0
1992087,-60.69,-49.15,1,0,0,0,0,0
1992088,-60.69,-49.15,1,0,0,0,0,0
1992089,-60.69,-49.15,1,0,0,0,0,0
1992090,-60.69,-49.15,1,0,0,0,0,0
1992091,-60.69,-49.15,1,0,0,0,0,0
1992092,-60.69,-49.15,1,0,0,0,0,0
1992093,-60.69,-49.15,1,0,0,0,0,0
1992094,-60.69,-49.15,1,0,0,0,0,0
1992095,-60.69,-49.15,1,0,0,0,0,0
1992096,-60.69,-49.15,1,0,0,0,0,0
1992097,-60.69,-49.15,1,0,0,0,0,0
1992098,-60.69,-49.15,1,0,0,0,0,0
1992099,-60.69,-49.15,1,0,0,0,0,0
1992100,-60.69,-49.15,1,0,0,0,0,0
1992101,-60.69,-49.15,1,0,0,0,0,0
1992102,-60.69,-49.15,1,0,0,0,0,0
1992103,-60.69,-49.15,1,0,0,0,0,0
1992104,-60.69,-49.15,1,0,0,0,0,0
1992105,-60.69,-49.15,1,0,0,0,0,0
1992106,-60.69,-49.15,1,0,0,0,0,0
1992107,-60.69,-49.15,1,0,0,0,0,0
1992108,-60.69,-49.15,1,0,0,0,0,0
1992109,-60.69,-49.15,1,0,0,0,0,0
1992110,-60.69,-49.15,1,0,0,0,0,0
1992111,-60.69,-49.15,1,0,0,0,0,0
1992112,-60.69,-49.15,1,0,0,0,0,0
1992113,-60.69,-49.15,1,0,0,0,0,0
1992114,-60.69,-49.15,1,0,0,0,0,0
1992115,-60.69,-49.15,1,0,0,0,0,0
1992116,-60.69,-49.15,1,0,0,0,0,0
1992117,-60.69,-49.15,1,0,0,0,0,0
1992118,-60.69,-49.15,1,0,0,0,0,0
1992119,-60.69,-49.15,1,0,0,0,0,0
1992120,-60.69,-49.15,1,0,0,0,0,0
1992121,-60.69,-49.15,1,0,0,0,0,0
1992122,-60.69,-49.15,1,0,0,0,0,0
1992123,-60.69,-49.15,1,0,0,0,0,0
1992124,-60.6601,-49.2277,1,0,0,0,0,0
1992125,-60.6003,-49.3832,1,0,0,0,0,0
1992126,-60.5405,-49.5386,1,0,0,0,0,0
1992127,-60.5106,-49.6163,1,0,0,0,0,0
1992128,-60.5106,-49.6163,1,0,0,0,0,0
1992129,-60.5106,-49.6163,1,0,0,0,0,0
1992130,-60.4802,-49.5209,1,0,0,0,0,0
1992131,-60.4196,-49.3301,1,0,0,0,0,0
1992132,-60.3588,-49.1393,1,0,0,0,0,0
1992133,-60.3285,-49.0439,1,0,0,0,0,0
1992134,-60.3285,-49.0439,1,0,0,0,0,0
1992135,-60.3285,-49.0439,1,0,0,0,0,0
1992136,-60.2877,-49.0091,1,0,0,0,0,0
1992137,-60.206,-48.9394,1,0,0,0,0,0
1992138,-60.1244,-48.8697,1,0,0,0,0,0
1992139,-60.0836,-48.8348,1,0,0,0,0,0
1992140,-60.0836,-48.8348,1,0,0,0,0,0
1992141,-60.0836,-48.8348,1,0,0,0,0,0
1992142,-60.0719,-48.8175,1,0,0,0,0,0
1992143,-60.0484,-48.7829,1,0,0,0,0,0
1992144,-60.0249,-48.7484,1,0,0,0,0,0
1992145,-59.9823,-48.6615,1,0,0,0,0,0
1992146,-59.9205,-48.5222,1,0,0,0,0,0
1992147,-59.8587,-48.3829,1,0,0,0,0,0
1992148,-59.8278,-48.3133,1,0,0,0,0,0
1992149,-59.8278,-48.3133,1,0,0,0,0,0
1992150,-59.8278,-48.3133,1,0,0,0,0,0
1992151,-59.8093,-48.0881,1,0,0,0,0,0
1992152,-59.7722,-47.6377,1,0,0,0,0,0
1992153,-59.7352,-47.1872,1,0,0,0,0,0
1992154,-59.7322,-46.8516,1,0,0,0,0,0
1992155,-59.7631,-46.6309,1,0,0,0,0,0
1992156,-59.794,-46.4102,1,0,0,0,0,0
1992157,-59.7661,-45.9589,0,0,0,0,0,0
1992158,-59.6922,-45.3068,0,0,0,0,0,0
1992159,-59.587,-44.6267,0,0,0,0,0,0
1992160,-59.4652,-44.0915,1,0,0,0,0,0
1992161,-59.2733,-43.754,1,0,0,0,0,0
1992162,-59.0813,-43.4165,1,0,0,0,0,0
1992163,-58.9288,-43.3957,1,0,0,0,0,0
1992164,-58.8158,-43.6918,1,0,0,0,0,0
1992165,-58.7027,-43.9879,1,0,0,0,0,0
1992166,-58.6368,-44.2024,1,0,0,0,0,0
1992167,-58.618,-44.3354,1,0,0,0,0,0
1992168,-58.5992,-44.4685,1,0,0,0,0,0
1992169,-58.5651,-44.5781,1,0,0,0,0,0
1992170,-58.5159,-44.6642,1,0,0,0,0,0
1992171,-58.4665,-44.7503,1,0,0,0,0,0
1992172,-58.4033,-44.7248,1,0,0,0,0,0
1992173,-58.3261,-44.5877,1,0,0,0,0,0
1992174,-58.2489,-44.4506,1,0,0,0,0,0
1992175,-58.249,-44.3644,1,0,0,0,0,0
1992176,-58.3263,-44.3293,1,0,0,0,0,0
1992177,-58.4035,-44.2942,1,0,0,0,0,0
1992178,-58.41,-44.3297,1,0,0,0,0,0
1992179,-58.3457,-44.4358,1,0,0,0,0,0
1992180,-58.2814,-44.542,1,0,0,0,0,0
1992181,-58.2171,-44.6481,1,0,0,0,0,0
1992182,-58.1529,-44.7543,1,0,0,0,0,0
1992183,-58.0885,-44.8604,1,0,0,0,0,0
1992184,-58.0365,-44.9001,1,0,0,0,0,0
1992185,-57.9965,-44.8731,1,0,0,0,0,0
1992186,-57.9567,-44.8462,1,0,0,0,0,0
1992187,-57.9335,-44.8478,1,0,0,0,0,0
1992188,-57.9271,-44.8778,1,0,0,0,0,0
1992189,-57.9208,-44.9078,1,0,0,0,0,0
