date,nic_1,nic_2,nic_3,size_1,size_2
1983170,-71.3,-97.8,1,20,20
1987102,-72.5,-110.4,1,20,20
1987116,-72.5,-111.5,1,20,20
1987117,-72.4889,-111.5806,0,0,0
1987118,-72.4603,-111.6692,0,0,0
1987119,-72.4213,-111.7592,0,0,0
1987120,-72.3787,-111.8439,0,0,0
1987121,-72.3397,-111.9167,0,0,0
1987122,-72.3111,-111.9709,0,0,0
1987123,-72.3,-112,1,20,20
1987172,-72.3,-112.3,1,20,20
1987186,-72.7,-112.3,1,20,20
1987228,-72.6,-112,1,20,20
1987249,-72.5,-112.2,1,20,20
1987263,-72.3,-112,1,20,20
1987277,-72.3,-112,1,20,20
1987305,-72.25,-112.5,1,20,20
1987319,-72.35,-112.2,1,20,20
1987340,-72.1,-112.5,1,20,20
