date,nic_1,nic_2,nic_3,size_1,size_2
1983107,-77.9,-44,1,17,12
1983108,-77.83,-44.2174,0,0,0
1983109,-77.7634,-44.4259,0,0,0
1983110,-77.7006,-44.6246,0,0,0
1983111,-77.6423,-44.8124,0,0,0
1983112,-77.589,-44.9883,0,0,0
1983113,-77.5414,-45.1511,0,0,0
1983114,-77.5,-45.3,1,17,12
1983115,-77.4634,-45.4364,0,0,0
1983116,-77.4296,-45.5633,0,0,0
1983117,-77.3985,-45.682,0,0,0
1983118,-77.3701,-45.7938,0,0,0
1983119,-77.3443,-45.8999,0,0,0
1983120,-77.3209,-46.0016,0,0,0
1983121,-77.3,-46.1,1,17,12
1983191,-76.4,-51.5,1,17,12
1983192,-76.4055,-51.5,0,0,0
1983193,-76.4198,-51.5,0,0,0
1983194,-76.4394,-51.5,0,0,0
1983195,-76.4606,-51.5,0,0,0
1983196,-76.4802,-51.5,0,0,0
1983197,-76.4945,-51.5,0,0,0
1983198,-76.5,-51.5,1,17,12
1983212,-76.4,-53,1,17,12
1983233,-75.4,-56.8,1,17,12
1983254,-75.3,-59.8,1,17,12
1984029,-72,-59.5,1,17,12
1984106,-69.2,-57.5,1,17,12
1984162,-67.3,-58.7,1,17,12
