date,ers_1,ers_2,ers_3
1992043,-67.2,79.47,1
1992044,-67.2,79.47,1
1992045,-67.2,79.47,1
1992046,-67.2,79.47,1
1992047,-67.2,79.47,1
1992048,-67.2,79.47,1
1992049,-67.2,79.47,1
1992050,-67.2,79.47,1
1992051,-67.2,79.47,1
1992052,-67.2,79.47,1
1992053,-67.2,79.47,1
1992054,-67.2,79.47,1
1992055,-67.2,79.47,1
1992056,-67.2,79.47,1
1992057,-67.2,79.47,1
1992058,-67.2,79.47,1
1992059,-67.2,79.47,1
1992060,-67.2,79.47,1
1992061,-67.2,79.47,1
1992062,-67.2,79.47,1
1992063,-67.2,79.47,1
1992064,-67.2,79.47,1
1992065,-67.2,79.47,1
1992066,-67.2,79.47,1
1992067,-67.2,79.47,1
1992068,-67.2,79.47,1
1992069,-67.2,79.47,1
1992070,-67.206,79.5046,1
1992071,-67.2178,79.5738,1
1992072,-67.2297,79.643,1
1992073,-67.2357,79.6776,1
1992074,-67.2357,79.6776,1
1992075,-67.2357,79.6776,1
1992076,-67.2357,79.6776,1
1992077,-67.2357,79.6776,1
1992078,-67.2357,79.6776,1
1992079,-67.2357,79.6776,1
1992080,-67.2357,79.6776,1
1992081,-67.2357,79.6776,1
1992082,-67.2357,79.6776,1
1992083,-67.2357,79.6776,1
1992084,-67.2357,79.6776,1
1992085,-67.2357,79.6776,1
1992086,-67.2357,79.6776,1
1992087,-67.2357,79.6776,1
1992088,-67.2357,79.6776,1
1992089,-67.2357,79.6776,1
1992090,-67.2357,79.6776,1
1992091,-67.2357,79.6776,1
1992092,-67.2357,79.6776,1
1992093,-67.2357,79.6776,1
1992094,-67.2357,79.6776,1
1992095,-67.2357,79.6776,1
1992096,-67.2357,79.6776,1
1992097,-67.2357,79.6776,1
1992098,-67.2357,79.6776,1
1992099,-67.2357,79.6776,1
1992100,-67.2357,79.6776,1
1992101,-67.2357,79.6776,1
1992102,-67.2357,79.6776,1
1992103,-67.2357,79.6776,1
1992104,-67.2357,79.6776,1
1992105,-67.2357,79.6776,1
1992106,-67.2492,79.6797,1
1992107,-67.2763,79.6839,1
1992108,-67.3034,79.688,1
1992109,-67.3169,79.6901,1
1992110,-67.3169,79.6901,1
1992111,-67.3169,79.6901,1
1992112,-67.3169,79.6901,1
1992113,-67.3169,79.6901,1
1992114,-67.3169,79.6901,1
1992115,-67.3169,79.6901,1
1992116,-67.3169,79.6901,1
1992117,-67.3169,79.6901,1
1992118,-67.3169,79.6901,1
1992119,-67.3169,79.6901,1
1992120,-67.3169,79.6901,1
1992121,-67.3169,79.6901,1
1992122,-67.3169,79.6901,1
1992123,-67.3169,79.6901,1
1992124,-67.3169,79.6901,1
1992125,-67.3169,79.6901,1
1992126,-67.3169,79.6901,1
1992127,-67.3169,79.6901,1
1992128,-67.3169,79.6901,1
1992129,-67.3169,79.6901,1
1992130,-67.3169,79.6901,1
1992131,-67.3169,79.6901,1
1992132,-67.3169,79.6901,1
1992133,-67.3169,79.6901,1
1992134,-67.3169,79.6901,1
1992135,-67.3169,79.6901,1
1992136,-67.3169,79.6901,1
1992137,-67.3169,79.6901,1
1992138,-67.3169,79.6901,1
