a38d,-52.558,-26.587,61.15
a38d,-53.365,-26.362,61.01
c08,-65.258,124.627,60.97
a20b,-48.441,-36.898,60.93
a31,-59.326,-53.770,60.93
b15t,-54.844,-32.551,60.89
b15a,-52.885,-150.198,60.88
c19b,-69.956,166.722,60.85
e19,-67.671,159.723,60.79
b15k,-57.381,-48.701,60.74
a38d,-59.896,-45.111,60.73
b16,-62.582,-43.314,60.53
b09b,-67.310,148.490,60.46
b09a,-50.824,-28.009,60.45
b19,-62.746,173.934,60.39
a43c,-58.102,-23.122,60.32
b15f,-49.842,-30.213,60.22
b10a,-56.834,-44.860,60.17
b15j,-53.976,-150.956,60.04
b15j,-53.804,-148.367,60.03
b09h,-69.862,9.041,60.01
a20b,-48.320,-36.100,59.98
b15ab,-69.570,-0.483,59.97
b09i,-65.259,139.011,59.92
a22a,-49.113,-32.429,59.92
c28a,-59.972,86.743,59.89
b14,-67.344,-178.279,59.82
c14,-67.898,147.522,59.76
b15d,-64.262,93.844,59.71
a43b,-57.079,-44.534,59.46
b15a,-65.036,155.350,59.43
a22c,-54.711,-26.602,59.36
c19c,-48.358,-16.421,59.12
d21b,-66.242,82.175,59.11
d21b,-66.242,82.175,59.11
d11,-69.938,-3.924,59.08
a62a,-54.296,-26.682,59.04
c21a,-69.182,28.829,58.98
b15aa,-72.270,-15.794,58.89
b42,-61.098,-133.281,58.89
c09,-65.432,121.982,58.78
b09f,-74.986,-25.671,58.69
b27,-56.843,-136.307,58.68
c19c,-48.284,-17.209,58.67
a43f,-50.662,-33.176,58.60
a31,-59.772,-54.360,58.52
b17b,-52.253,104.089,58.52
a48,-56.964,-36.777,58.47
a43b,-56.722,-43.819,58.46
b15t,-64.733,-52.179,58.46
a47,-54.929,-46.637,58.41
b31,-58.829,-54.437,58.26
b17a,-54.617,-34.916,58.19
b15k,-48.971,-36.104,58.14
e20,-61.281,-36.826,58.14
a43g,-50.247,-30.529,58.02
c10,-67.502,42.669,57.95
c28a,-56.330,86.031,57.86
e20,-61.699,-37.480,57.86
a52,-55.939,-45.139,57.85
c18a,-63.998,-50.153,57.85
a22c,-54.505,-20.706,57.73
a57a,-54.300,-45.885,57.66
b17b,-66.967,151.004,57.63
c19c,-48.257,-13.794,57.61
a38f,-52.341,-27.238,57.51
a57a,-49.740,-47.162,57.49
a22b,-56.464,-43.080,57.47
b09a,-68.960,29.592,57.44
b15k,-48.399,-33.783,57.38
d11,-55.022,-31.481,57.38
b15g,-65.531,138.220,57.25
d29a,-62.947,-32.950,57.21
b09f,-61.440,-54.178,57.19
a34a,-56.367,-42.671,57.18
a43a,-56.367,-42.671,57.18
d02,-65.550,83.408,57.11
d02,-65.564,82.167,57.07
a66,-52.709,-21.216,57.03
c09,-65.446,140.227,57.01
a56,-51.312,-29.754,56.98
b15d,-63.926,94.766,56.98
a48,-57.073,-43.323,56.95
b15ab,-69.745,19.062,56.88
b41,-73.718,-136.026,56.73
b17b,-66.490,149.535,56.64
c08,-67.044,146.611,56.59
a22c,-54.813,-32.647,56.56
c19c,-48.270,-13.803,56.48
a66,-55.567,-42.231,56.47
a56,-69.142,-59.547,56.29
b15s,-67.827,151.687,56.24
c28a,-56.350,87.008,56.22
c20,-53.525,80.786,56.19
b16,-62.546,-44.830,56.17
a52,-55.755,-41.184,56.17
c18a,-55.549,-39.126,56.15
b19,-62.527,172.032,56.15
b09f,-61.488,-54.028,56.10
a38a,-53.301,-19.358,56.00
b10a,-60.652,-56.309,56.00
a47,-52.483,-46.676,55.97
b15f,-59.863,-45.074,55.93
a20b,-48.578,-37.663,55.93
a34a,-51.914,-23.462,55.86
a38d,-59.879,-46.135,55.85
b15r,-66.908,70.137,55.82
b15r,-60.274,-17.762,55.81
a52,-57.630,-48.389,55.81
a22c,-54.100,-27.432,55.74
b15a,-62.858,173.149,55.67
b10a,-60.928,-57.169,55.66
b16,-57.498,-31.968,55.61
a34a,-55.030,-39.031,55.59
a43a,-55.030,-39.031,55.59
c28b,-65.312,115.894,55.53
b17b,-52.558,103.424,55.50
b15d,-64.609,92.952,55.48
b09h,-65.090,-46.783,55.41
a43g,-57.553,-35.549,55.37
b15e,-72.361,173.238,55.16
a52,-56.772,-45.490,55.16
a76l,-55.853,-35.606,55.14
a57a,-49.763,-47.945,55.13
b15p,-64.415,135.225,55.09
a56,-56.092,-31.928,55.01
a22b,-56.073,-42.503,54.98
b17b,-57.453,88.268,54.90
a38f,-51.781,-21.925,54.76
a76j,-52.153,-39.448,54.71
b10a,-57.072,-45.694,54.68
c19d,-57.010,-47.026,54.68
a43j,-57.238,-47.681,54.65
a48,-57.111,-38.683,54.62
c19d,-57.312,-49.324,54.61
a22c,-55.662,-13.343,54.60
a56,-70.388,-55.813,54.60
c19a,-67.770,151.988,54.59
b15a,-65.007,156.562,54.59
b15a,-65.069,154.138,54.52
a22b,-55.549,-37.785,54.50
a56,-56.570,-31.722,54.39
b09b,-66.888,149.684,54.38
b15t,-57.006,-30.670,54.38
b27,-57.447,-137.474,54.37
b15e,-75.159,175.948,54.29
a38e,-52.463,-23.439,54.29
c21a,-69.965,23.093,54.21
a66,-52.923,-21.965,54.17
c28a,-59.501,87.470,54.10
b15p,-64.365,136.465,54.09
b15aa,-72.282,-15.977,54.08
b15aa,-72.282,-15.977,54.08
c18b,-64.701,130.605,54.04
c28a,-56.008,85.999,54.04
d29a,-62.716,-31.979,54.02
a57a,-49.712,-46.388,53.92
c19d,-59.305,-53.029,53.91
b14,-63.045,-169.893,53.84
a38c,-56.159,-44.096,53.81
b16,-65.347,64.009,53.75
b15n,-54.195,91.389,53.64
d21b,-66.308,80.140,53.59
c18a,-66.364,48.569,53.53
a38d,-52.394,-27.349,53.45
a43f,-50.148,-29.472,53.44
a57b,-63.884,-54.568,53.41
a43c,-53.364,-30.373,53.37
b31a,-57.705,-65.627,53.36
b15d,-54.985,-38.732,53.33
a34a,-62.478,-54.440,53.29
a43a,-62.478,-54.440,53.29
a34a,-51.018,-21.506,53.25
a38a,-63.797,-53.639,53.21
a43j,-57.628,-48.580,53.15
c28a,-60.383,86.145,53.07
b09f,-66.503,-51.961,52.98
b27,-57.142,-142.046,52.96
a20b,-48.220,-35.352,52.93
b15j,-53.626,-149.923,52.90
a38a,-64.127,-54.424,52.88
c24,-64.657,96.024,52.88
a32a,-59.868,-50.488,52.86
a57a,-62.660,-58.544,52.82
c19c,-48.423,-15.669,52.81
b15r,-60.461,-18.654,52.80
d21b,-66.399,81.548,52.76
c20,-53.341,92.917,52.72
c19d,-72.401,-17.465,52.70
b15g,-65.416,137.062,52.69
d31,-72.260,-17.012,52.68
b15r,-60.559,-19.597,52.66
c19c,-56.070,-37.256,52.61
d21b,-69.377,28.348,52.50
c08,-72.463,-43.650,52.50
c10,-67.976,40.396,52.47
b15g,-65.647,139.381,52.45
b15t,-52.729,-25.637,52.45
c21b,-64.724,95.734,52.27
b15y,-55.584,-42.242,52.25
c08,-65.756,146.613,52.18
b15n,-53.936,92.069,52.17
a57a,-45.183,-34.117,52.15
a43k,-53.033,-28.259,52.13
a53a,-57.609,-34.013,52.09
a34a,-50.265,-16.671,52.09
b10a,-57.282,-51.857,52.08
a47,-55.319,-48.478,52.04
b15f,-67.220,42.759,51.98
b15a,-53.280,-151.812,51.97
b15r,-58.694,-16.154,51.91
d26,-70.073,24.053,51.88
a38b,-57.373,-44.536,51.87
c18a,-66.600,47.538,51.87
b15aa,-72.298,-15.917,51.83
b14,-62.071,-164.673,51.81
a43g,-48.958,-29.097,51.79
b15r,-59.920,-17.164,51.63
d29a,-63.160,-33.921,51.59
b15n,-65.152,111.546,51.52
a34a,-54.874,-33.436,51.46
a43a,-54.874,-33.436,51.46
a22b,-56.849,-43.630,51.44
a38a,-57.034,-35.570,51.41
c19c,-48.210,-17.944,51.39
a22c,-55.262,-17.747,51.33
b15d,-57.083,-43.647,51.31
a52,-57.205,-48.298,51.26
c02,-64.760,96.403,51.16
b15f,-50.830,-37.818,51.14
a43i,-54.864,-32.746,51.02
c19c,-68.400,155.814,51.02
a22a,-49.227,-28.766,51.02
a38e,-53.038,-27.873,50.99
b27,-56.401,-135.909,50.99
a43b,-55.694,-41.009,50.97
b09h,-69.830,9.149,50.95
b09a,-52.725,-22.592,50.92
c10,-64.205,98.527,50.78
a48,-56.599,-37.326,50.76
c20,-53.444,87.709,50.76
b10a,-56.602,-44.060,50.71
d21a,-58.890,-23.581,50.68
a46,-62.572,-50.980,50.66
a65,-52.758,-35.541,50.65
c37,-65.427,100.632,50.58
a34a,-55.697,-41.833,50.58
a43a,-55.697,-41.833,50.58
b17a,-65.226,-52.467,50.58
a43c,-57.639,-23.401,50.57
b15p,-64.409,136.325,50.57
e17,-68.274,159.874,50.55
b15p,-64.421,134.125,50.55
a47,-54.019,-45.941,50.52
b17b,-59.353,89.855,50.48
b15f,-65.850,66.914,50.46
b09h,-69.911,21.151,50.44
e19,-67.821,160.981,50.40
c33,-69.647,161.634,50.31
c19c,-45.367,-3.452,50.27
b15d,-52.435,-42.145,50.24
b19,-62.159,176.831,50.18
c18a,-69.940,-2.216,50.16
d11,-69.544,25.762,50.15
c28a2,-65.989,124.140,50.11
c28a,-55.917,86.505,50.09
a76l,-54.475,-38.851,50.07
b15d,-50.259,-39.926,50.06
b15n,-65.104,110.467,50.04
a43k,-53.317,-22.025,49.93
c19d,-71.516,-14.857,49.92
b15f,-59.691,-44.202,49.88
c20,-52.237,93.391,49.88
c19d,-56.987,-45.032,49.86
a22a,-48.913,-30.490,49.85
b15ab,-69.780,20.442,49.82
a76d,-53.002,-37.643,49.76
b15i,-64.551,132.571,49.74
c28a2,-65.962,124.109,49.72
c16,-65.300,111.737,49.66
c19c,-68.018,155.179,49.61
b15d,-58.467,-48.732,49.61
b43,-73.504,-108.202,49.60
b15k,-64.362,-56.022,49.58
b15i,-65.071,126.447,49.56
a56,-57.507,-34.291,49.51
b31,-58.128,-53.362,49.51
b15k,-64.779,-55.655,49.48
a43f,-56.047,-43.455,49.44
b15ab,-70.045,23.955,49.41
b15k,-72.563,173.859,49.41
d20a,-69.629,0.533,49.31
c18a,-69.963,23.267,49.31
a38a,-53.303,-21.696,49.30
a38a,-54.614,-26.932,49.30
a38d,-52.357,-28.315,49.25
b09f,-61.472,-54.093,49.23
b09a,-52.735,-21.860,49.23
c02,-64.532,100.654,49.22
d21b,-69.756,-1.855,49.20
a43c,-54.676,-22.914,49.16
a66,-53.121,-22.662,49.14
a61,-55.300,-18.960,49.07
a47,-59.193,-55.384,49.04
b27,-57.072,-142.881,49.04
b15j1,-54.916,-155.887,49.03
c19c,-55.931,-41.454,49.03
d21a,-67.084,-44.816,48.98
a76l,-54.155,-39.381,48.96
a76d,-53.778,-41.307,48.96
b17b,-59.555,89.089,48.95
b46,-67.352,-156.258,48.93
c19d,-54.544,-44.153,48.85
c28a,-55.835,85.821,48.80
b46,-67.083,-155.360,48.79
c18a,-64.468,-50.361,48.73
a76d,-53.261,-37.589,48.71
a76d,-53.281,-37.582,48.66
b09h,-69.775,19.919,48.65
a22a,-64.226,-53.454,48.65
b15k,-48.192,-33.138,48.61
a38c,-57.010,-44.259,48.57
b15a,-69.778,164.529,48.53
b31a,-59.257,-66.791,48.52
c19,-70.330,168.954,48.48
b15a,-62.712,172.177,48.48
a43b,-56.403,-43.167,48.47
c21a,-71.394,-14.285,48.46
b15d,-57.386,-44.258,48.44
b15t,-53.020,-26.914,48.39
c18a,-63.527,-49.967,48.38
b15f,-51.022,-37.177,48.37
b17b,-66.516,150.621,48.36
c18a,-69.734,0.833,48.34
b15f,-65.903,65.835,48.29
a47,-56.691,-51.719,48.26
a76d,-53.679,-41.351,48.25
b15d,-56.759,-43.084,48.18
b17b,-67.419,151.387,48.18
b15f,-59.918,-45.992,48.15
a47,-54.445,-45.930,48.13
c21b,-64.762,95.696,48.10
a76d,-53.819,-41.298,48.08
c28b,-66.729,66.059,48.07
b15k,-52.184,-43.285,48.07
a38a,-52.929,-29.396,48.07
c16,-60.706,-18.793,47.99
a61,-55.429,-18.227,47.94
b16,-64.846,55.319,47.83
c02,-67.300,75.267,47.80
c21a,-69.830,25.782,47.79
c19d,-56.831,-47.800,47.79
b15g,-65.538,146.590,47.76
b09a,-52.369,-23.575,47.76
c18a,-66.138,49.551,47.75
b15d,-69.580,-0.902,47.73
a53a,-57.223,-33.627,47.66
a38d,-57.421,-37.483,47.65
a38b,-55.097,-38.995,47.62
b15aa,-69.871,2.542,47.59
c28a2,-65.970,124.145,47.58
b15n,-54.454,90.748,47.57
c28a,-57.406,87.193,47.56
b31a,-55.955,-54.897,47.44
b15d,-63.653,95.628,47.42
b45,-74.763,-110.260,47.39
a22c,-54.832,-32.750,47.38
c19d,-57.861,-52.974,47.35
b15l,-69.033,29.544,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
d15,-66.675,81.465,47.33
b17a,-67.200,156.100,47.32
c28a,-56.987,86.507,47.31
a77,-75.730,-51.447,47.30
a76f,-54.108,-34.838,47.29
a22c,-54.920,-22.558,47.25
b15d,-58.495,-49.563,47.25
d11,-54.467,-25.810,47.23
b15f,-67.004,150.441,47.18
c14,-67.892,147.674,47.11
b19,-62.541,173.035,47.11
b15k,-51.840,-43.699,47.11
a52,-61.835,-54.138,47.09
a38a,-52.993,-28.717,47.05
b10a,-56.935,-47.600,47.00
c02,-64.675,103.307,46.98
b09b,-66.849,149.742,46.95
d21b,-65.603,59.310,46.93
a38f,-51.621,-22.537,46.87
c19d,-57.189,-46.258,46.82
a57a,-49.786,-48.654,46.82
b15n,-65.201,112.593,46.82
a43j,-59.524,-50.641,46.82
b09h,-65.057,-46.556,46.80
a43g,-49.399,-28.306,46.73
b15f,-50.638,-38.444,46.72
a48,-57.689,-40.609,46.68
c18a,-55.674,-38.344,46.66
b15ab,-65.773,51.198,46.66
a66,-56.207,-43.079,46.63
b15r,-60.736,-20.621,46.60
a38d,-57.116,-36.636,46.57
b15x,-69.652,-1.025,46.55
a43c,-55.818,-24.983,46.52
b15d,-54.890,-39.431,46.49
a66,-54.701,-41.751,46.49
a56,-58.832,-44.468,46.47
a52,-56.995,-47.012,46.46
c21a,-56.912,-48.911,46.43
b17b,-56.006,97.585,46.42
c19c,-44.718,-2.458,46.40
b15r,-61.059,-21.166,46.40
a34a,-55.692,-36.178,46.40
a43a,-55.692,-36.178,46.40
b17a,-67.327,154.626,46.39
b27,-54.798,-134.013,46.38
a38b,-55.469,-39.937,46.37
a48,-59.654,-44.159,46.37
a34a,-55.396,-37.938,46.35
a43a,-55.396,-37.938,46.35
a48,-56.196,-37.631,46.34
b27,-57.297,-139.938,46.33
c16,-77.189,167.459,46.32
b09h,-65.472,-46.441,46.31
a22a,-50.148,-32.528,46.30
a22a,-50.071,-31.891,46.27
a38e,-51.758,-17.014,46.25
a31,-63.485,-54.359,46.25
b43,-69.177,173.916,46.22
b19,-61.513,168.595,46.17
a76l,-55.673,-36.350,46.14
b15k,-66.153,47.915,46.12
a43k,-53.232,-27.636,46.11
b15j,-54.085,-146.684,46.07
d15b,-66.791,81.481,46.06
a43j,-58.212,-50.491,46.02
a48,-59.900,-49.500,46.00
d21b,-65.779,51.747,46.00
b31a,-62.559,-72.597,45.99
c28a,-55.984,85.855,45.96
a43f,-57.549,-45.060,45.92
a22a,-57.523,-41.290,45.92
d31,-72.643,-19.137,45.92
a34a,-53.885,-25.387,45.91
a43a,-53.885,-25.387,45.91
b15d,-56.018,-37.361,45.88
a43f,-56.039,-39.095,45.82
b17a,-53.939,-35.398,45.80
b09a,-72.481,-19.025,45.79
a22a,-49.788,-34.216,45.79
a43g,-49.727,-33.619,45.75
b09f,-61.460,-54.102,45.74
b15g,-65.274,111.602,45.72
a38a,-52.935,-27.889,45.72
d11,-58.451,-38.016,45.68
a38c,-56.602,-44.140,45.68
a22a,-57.530,-38.557,45.67
a34a,-51.133,-21.452,45.66
a68b,-60.033,-56.558,45.65
c21a,-67.222,43.949,45.63
c19d,-72.592,-18.760,45.63
a43f,-56.008,-38.362,45.58
c09,-64.770,92.489,45.57
b17a,-55.075,-34.833,45.52
b17b,-56.490,97.907,45.48
a22c,-53.712,-27.828,45.48
b27,-57.229,-136.785,45.47
a53a,-54.493,-34.197,45.45
b10a,-60.726,-57.071,45.39
b15ab,-65.797,51.270,45.37
b15ab,-65.797,51.270,45.37
b15ab,-65.797,51.270,45.37
a34a,-56.965,-43.270,45.37
a43a,-56.965,-43.270,45.37
b09d,-70.915,-11.685,45.34
c10,-68.205,35.037,45.31
a43g,-54.918,-34.301,45.30
d21a,-60.515,-22.598,45.27
b15d,-68.591,31.023,45.26
b15f,-65.797,67.957,45.26
a22a,-49.345,-31.137,45.22
a56,-58.122,-42.285,45.20
a20b,-48.725,-38.314,45.19
b09a,-50.653,-13.608,45.16
a76l,-54.761,-38.302,45.15
c20,-49.687,97.879,45.14
b17b,-57.706,87.395,45.13
b09a,-49.997,-12.787,45.12
b31a,-55.485,-54.494,45.11
b15k,-65.356,138.954,45.10
a47,-58.329,-52.229,45.09
d11,-55.450,-31.193,45.05
b31,-58.193,-52.571,45.01
c19d,-54.750,-44.778,44.93
b27,-56.983,-143.640,44.92
b19,-62.444,163.131,44.90
b09i,-65.792,51.511,44.88
b19,-61.617,167.362,44.86
b09h,-71.306,-35.207,44.84
c19d,-55.705,-47.287,44.83
c20,-53.515,80.023,44.83
a43g,-49.714,-32.989,44.81
c14a,-65.589,125.784,44.79
b15e,-70.770,169.533,44.78
a34a,-55.961,-35.634,44.75
a43a,-55.961,-35.634,44.75
b09h,-69.648,18.765,44.73
a38c,-55.138,-40.744,44.67
b15d,-58.432,-47.924,44.66
a68b,-64.694,-59.789,44.65
c32,-69.766,161.334,44.65
a57a,-43.122,-32.332,44.61
b15ab,-68.029,39.554,44.60
a56,-48.405,-16.507,44.58
c19d,-53.483,-44.831,44.57
a43f,-66.685,-59.830,44.57
a38a,-52.969,-29.637,44.54
a62,-59.224,-35.482,44.53
b15l,-67.633,41.916,44.49
b15t,-55.421,-31.093,44.47
a57a,-49.673,-45.707,44.47
a76a,-54.804,-34.561,44.47
d21b,-69.737,19.862,44.46
c32,-70.109,161.938,44.46
e17,-68.375,160.998,44.44
b17b,-57.091,87.884,44.42
b10a,-59.160,-55.016,44.39
a35,-69.556,9.772,44.38
b14,-62.644,-168.991,44.38
a43g,-49.744,-34.245,44.37
c28a,-57.529,87.554,44.37
b15d,-55.485,-39.968,44.36
c19d,-70.786,-10.991,44.35
b15d,-64.914,92.181,44.32
c09,-64.413,92.912,44.31
b09h,-60.984,-39.416,44.30
d11,-57.969,-36.913,44.29
b15r,-61.783,-35.464,44.29
b15z,-69.504,-0.304,44.28
c20,-53.520,87.003,44.26
a68a,-57.138,-35.000,44.24
a34a,-53.731,-24.313,44.20
a43a,-53.731,-24.313,44.20
a22c,-55.019,-25.999,44.14
d11,-56.748,-23.695,44.13
a43f,-50.699,-36.592,44.12
c28b,-64.026,-51.095,44.12
b15g,-65.357,145.696,44.08
b15n,-55.535,83.979,44.07
c21a,-69.247,15.741,44.02
a57a,-48.655,-42.479,44.02
b15ab,-65.789,51.291,44.01
c18a,-55.688,-37.672,44.00
d22,-65.721,86.750,43.96
a43f,-63.656,-52.728,43.96
b15a,-51.875,-148.871,43.95
a22c,-53.333,-28.822,43.93
a20b,-49.900,-39.900,43.91
a22b,-55.737,-41.983,43.91
a34a,-50.074,-20.907,43.91
a77,-75.387,-52.350,43.90
b31a,-55.102,-54.286,43.89
a52,-60.191,-51.752,43.87
e06,-68.734,30.139,43.85
b15d,-49.492,-38.187,43.85
c34,-65.696,142.706,43.84
b15d,-65.761,52.026,43.82
b31a,-59.660,-66.974,43.80
a34a,-49.855,-20.269,43.79
b15ab,-67.883,40.538,43.73
a64,-69.535,-60.924,43.71
a22a,-73.639,-54.819,43.70
c19d,-64.277,-54.335,43.70
a56,-51.272,-33.330,43.69
b15a,-75.073,166.968,43.69
a52,-58.036,-48.422,43.67
a22a,-49.523,-38.188,43.66
a38d,-57.055,-35.953,43.66
b31a,-56.094,-56.697,43.65
b19,-62.212,163.959,43.62
a69c,-58.960,-50.024,43.62
b19,-61.632,170.576,43.60
d11,-69.631,24.579,43.60
a68b,-60.519,-55.798,43.59
b09h,-70.072,6.087,43.59
b15g,-65.718,147.484,43.59
c20,-50.883,93.963,43.57
