Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.70,-39.88,belle,3/5/2021
A63,11,3,-70.79,-55.90,belle,3/5/2021
A64,12,8,-68.64,-60.48,belle,3/5/2021
A68A,28,10,-56.36,-33.10,belle,3/5/2021
A68G,13,3,-55.56,-36.57,belle,3/5/2021
A68H,9,3,-53.41,-36.59,belle,3/5/2021
A68J,13,3,-54.93,-34.11,belle,3/5/2021
A68M,13,3,-56.97,-35.31,belle,3/5/2021
A69A,10,9,-67.82,-61.14,belle,3/5/2021
A69B,10,7,-67.33,-61.05,belle,3/5/2021
A70,8,5,-71.55,-59.60,belle,3/5/2021
A71,8,3,-71.72,-59.78,belle,3/5/2021
A73,5,4,-68.71,-59.99,belle,3/5/2021
A74,30,18,-75.22,-25.78,belle,3/5/2021
B09B,24,8,-66.29,143.44,wilke,3/5/2021
B09G,11,7,-68.06,41.76,amerw,3/5/2021
B09I,12,6,-69.78,-43.18,belle,3/5/2021
B15AB,11,4,-66.02,51.10,amerw (grounded),3/5/2021
B22A,38,24,-73.92,-109.37,amune (grounded),3/5/2021
B28,9,6,-74.67,-108.77,amune (grounded),3/5/2021
B29,11,5,-74.51,-108.91,amune (grounded),3/5/2021
B37,8,3,-72.60,-111.88,amune,3/5/2021
B38,6,4,-76.99,-155.01,rosse,3/5/2021
B39,8,4,-66.94,45.49,amerw,3/5/2021
B40,6,5,-65.65,132.18,wilke (grounded),3/5/2021
B42,12,4,-72.72,-126.59,amunw,3/5/2021
B45,7,6,-74.69,-109.34,amune (grounded),3/5/2021
B46,10,4,-72.51,-112.17,amune,3/5/2021
B47,12,5,-73.80,-133.84,amunw (grounded),3/5/2021
B50,15,6,-74.25,-142.00,amunw,3/5/2021
C15,12,8,-65.98,143.29,wilke,3/5/2021
C18B,19,4,-64.77,94.09,wilkw,3/5/2021
C21B,11,8,-64.99,95.86,wilkw (grounded),3/5/2021
C24,11,2,-64.84,96.02,wilkw (grounded),3/5/2021
C29,5,5,-66.14,143.01,wilke,3/5/2021
C30,9,3,-64.78,96.30,wilkw (grounded),3/5/2021
C31,9,3,-64.69,96.51,wilkw (grounded),3/5/2021
C33,8,4,-65.44,126.70,wilke,3/5/2021
C35,7,5,-68.01,147.92,wilke,3/5/2021
C36,22,15,-67.94,147.48,wilke,3/5/2021
D15A,51,24,-66.64,81.91,amere (grounded),3/5/2021
D15B,33,12,-66.99,81.58,amere (grounded),3/5/2021
D20A,19,9,-68.65,36.26,amerw (grounded),3/5/2021
D21B,9,4,-60.23,-30.41,belle,3/5/2021
D23,8,6,-69.43,74.66,amere (grounded),3/5/2021
D26,19,2,-69.36,29.40,wedde (grounded),3/5/2021
D27,8,5,-68.33,76.03,amere,3/5/2021
D28,29,19,-66.32,47.35,amerw,3/5/2021
