Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.64,-40.27,belle,5/7/2021
A63,11,3,-68.03,-57.04,belle,5/7/2021
A64,11,8,-67.89,-61.29,belle,5/7/2021
A69A,10,9,-67.61,-61.24,belle,5/7/2021
A69B,10,7,-67.26,-60.74,belle,5/7/2021
A70,8,5,-69.41,-60.31,belle,5/7/2021
A71,8,3,-69.55,-60.71,belle,5/7/2021
A74,30,18,-75.21,-26.21,belle,5/7/2021
A75,6,3,-72.12,-59.74,belle,5/7/2021
B09B,24,8,-66.27,143.40,wilke,5/7/2021
B09G,11,7,-68.20,41.81,amerw,5/7/2021
B09I,12,6,-67.53,-45.92,belle,5/7/2021
B15AB,11,4,-66.04,51.05,amerw (grounded),5/7/2021
B22A,38,24,-73.92,-109.39,amune (grounded),5/7/2021
B28,9,6,-74.67,-108.77,amune (grounded),5/7/2021
B29,11,5,-74.51,-108.91,amune (grounded),5/7/2021
B37,8,3,-72.51,-112.24,amune,5/7/2021
B38,6,4,-77.01,-155.06,rosse,5/7/2021
B39,8,4,-68.37,32.97,amerw,5/7/2021
B40,6,5,-65.63,132.17,wilke (grounded),5/7/2021
B42,12,4,-73.65,-134.55,amunw,5/7/2021
B45,7,6,-74.69,-109.34,amune (grounded),5/7/2021
B46,10,4,-72.34,-113.19,amune,5/7/2021
B47,12,5,-73.80,-133.85,amunw (grounded),5/7/2021
B50,15,6,-74.52,-145.72,amunw,5/7/2021
C15,12,8,-65.97,143.27,wilke,5/7/2021
C18B,19,4,-66.59,89.55,amere,5/7/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),5/7/2021
C24,11,2,-64.84,96.02,wilkw (grounded),5/7/2021
C29,5,5,-66.08,142.84,wilke,5/7/2021
C30,9,3,-64.78,96.30,wilkw (grounded),5/7/2021
C31,9,3,-64.68,96.51,wilkw (grounded),5/7/2021
C33,8,4,-65.43,126.62,wilke,5/7/2021
C35,7,5,-67.52,148.00,wilke,5/7/2021
C36,22,15,-67.94,147.48,wilke,5/7/2021
D15A,51,24,-66.64,81.91,amere (grounded),5/7/2021
D15B,33,12,-66.99,81.58,amere (grounded),5/7/2021
D20A,19,9,-68.39,36.21,amerw,5/7/2021
D23,8,6,-69.43,74.66,amere (grounded),5/7/2021
D26,19,2,-69.36,29.40,wedde (grounded),5/7/2021
D27,8,5,-66.61,64.01,amere,5/7/2021
D28,29,19,-67.97,34.52,amerw,5/7/2021
