Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.75,-40.57,belle,1/15/2021
A63,11,3,-71.62,-54.81,belle,1/15/2021
A64,13,9,-69.51,-60.8,belle (grounded),1/15/2021
A68A,40,24,-56.88,-35.36,belle,1/15/2021
A68D,11,5,-55.24,-36.36,belle,1/15/2021
A68E,33,8,-53.74,-35.08,belle,1/15/2021
A69A,10,9,-68.03,-61.09,belle,1/15/2021
A69B,10,7,-67.54,-61.16,belle,1/15/2021
A70,8,5,-72.43,-59.7,belle,1/15/2021
A71,8,3,-72.59,-59.66,belle,1/15/2021
B09B,24,8,-66.25,143.39,wilke,1/15/2021
B09G,11,7,-67.96,41.68,amerw (grounded),1/15/2021
B09I,12,6,-70.77,-40.1,belle,1/15/2021
B15AB,11,4,-66.03,51.06,amerw (grounded),1/15/2021
B22A,38,24,-73.92,-109.37,amune (grounded),1/15/2021
B28,9,6,-74.67,-108.77,amune (grounded),1/15/2021
B29,11,5,-74.51,-108.91,amune (grounded),1/15/2021
B37,8,3,-72.68,-111.63,amune,1/15/2021
B38,6,4,-77,-155.03,rosse (grounded),1/15/2021
B39,8,4,-65.24,52.99,amerw,1/15/2021
B40,6,5,-65.57,132.2,wilke (grounded),1/15/2021
B42,12,4,-72.79,-126.56,amunw (grounded),1/15/2021
B45,7,6,-74.69,-109.34,amune (grounded),1/15/2021
B46,10,4,-72.63,-109.93,amune,1/15/2021
B47,12,5,-73.8,-133.84,amunw (grounded),1/15/2021
B50,15,6,-73.72,-138.03,amunw,1/15/2021
C15,12,8,-65.98,143.3,wilke,1/15/2021
C18B,19,4,-64.54,98.62,wilkw,1/15/2021
C21B,11,8,-64.99,95.86,wilkw (grounded),1/15/2021
C24,11,2,-64.84,96.02,wilkw (grounded),1/15/2021
C29,5,5,-66.14,143.14,wilke,1/15/2021
C30,9,3,-64.78,96.3,wilkw (grounded),1/15/2021
C31,9,3,-64.69,96.51,wilkw (grounded),1/15/2021
C33,8,4,-65.12,128.08,wilke,1/15/2021
C35,7,5,-68.13,147.71,wilke,1/15/2021
C36,22,15,-67.95,147.64,wilke,1/15/2021
D15A,51,24,-66.65,81.92,amere (grounded),1/15/2021
D15B,33,12,-66.99,81.57,amere (grounded),1/15/2021
D20A,19,9,-68.65,36.26,amerw (grounded),1/15/2021
D21B,10,4,-61.4,-33.46,belle,1/15/2021
D23,8,6,-69.43,74.66,amere (grounded),1/15/2021
D26,19,2,-69.36,29.4,wedde (grounded),1/15/2021
D27,8,5,-67.74,78.46,amere,1/15/2021
D28,29,19,-65.36,53.77,amerw,1/15/2021
