Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.51,-40.80,belle,10/8/2021
A63,7,3,-63.94,-53.54,belle,10/8/2021
A64,11,8,-67.42,-60.89,belle,10/8/2021
A69A,10,9,-67.17,-60.38,belle,10/8/2021
A69B,10,7,-66.97,-59.84,belle,10/8/2021
A70,8,5,-67.62,-60.51,belle,10/8/2021
A74,30,18,-76.39,-32.09,belle,10/8/2021
A76A,73,14,-73.21,-59.40,belle,10/8/2021
A76B,20,7,-73.98,-60.13,belle,10/8/2021
A76C,16,7,-71.62,-59.22,belle,10/8/2021
A77,27,4,-73.34,-24.64,weddw,10/8/2021
A78,18,4,-70.25,-4.19,weddw,10/8/2021
B09B,24,8,-66.27,143.40,wilke,10/8/2021
B09G,11,7,-68.19,41.82,amerw,10/8/2021
B09I,12,6,-60.69,-34.95,belle,10/8/2021
B15AB,11,4,-65.97,50.85,amerw,10/8/2021
B22A,38,24,-73.89,-109.41,amune (grounded),10/8/2021
B28,9,6,-74.65,-108.77,amune (grounded),10/8/2021
B29,11,5,-74.48,-108.92,amune (grounded),10/8/2021
B38,6,4,-77.01,-155.06,rosse (grounded),10/8/2021
B39,8,4,-72.96,-21.07,weddw,10/8/2021
B40,6,5,-65.63,132.13,wilke (grounded),10/8/2021
B42,12,4,-73.77,-148.95,amunw,10/8/2021
B45,7,6,-74.67,-109.32,amune (grounded),10/8/2021
B46,10,4,-72.52,-130.70,amune,10/8/2021
B47,12,5,-73.86,-134.06,amunw,10/8/2021
B50,15,6,-71.57,-166.05,rosse,10/8/2021
C15,12,8,-65.97,143.27,wilke,10/8/2021
C18B,19,4,-66.59,89.55,amere (grounded),10/8/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),10/8/2021
C24,11,2,-64.84,96.02,wilkw (grounded),10/8/2021
C29,5,5,-66.08,142.83,wilke,10/8/2021
C30,9,3,-64.78,96.30,wilkw (grounded),10/8/2021
C31,9,3,-64.68,96.51,wilkw (grounded),10/8/2021
C33,8,4,-65.42,126.60,wilke (grounded),10/8/2021
C35,7,5,-67.25,147.93,wilke,10/8/2021
C36,22,15,-67.94,147.48,wilke (grounded),10/8/2021
D15A,51,24,-66.64,81.91,amere (grounded),10/8/2021
D15B,33,12,-66.99,81.58,amere (grounded),10/8/2021
D20A,19,9,-68.18,33.14,amerw,10/8/2021
D23,8,6,-69.43,74.68,amere (grounded),10/8/2021
D26,19,2,-69.40,29.32,wedde (grounded),10/8/2021
D27,8,5,-68.11,39.96,amerw,10/8/2021
D28,29,19,-70.86,-12.15,weddw,10/8/2021
D29A,15,9,-70.90,-13.55,weddw,10/8/2021
D29B,13,7,-70.09,-4.72,weddw,10/8/2021
D29C,13,6,-70.68,-11.65,weddw,10/8/2021
D30A,37,11,-72.51,-19.85,weddw,10/8/2021
D30B,10,5,-70.68,-9.54,weddw,10/8/2021
