Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.69,-39.98,belle,2/19/2021
A63,11,3,-71.62,-54.51,belle,2/19/2021
A64,13,9,-69.24,-60.64,belle,2/19/2021
A68A,29,10,-56.94,-33.23,belle,2/19/2021
A68E,2,2,-53.36,-38.39,belle,2/19/2021
A68G,25,3,-57.02,-34.70,belle,2/19/2021
A68H,11,4,-54.45,-34.97,belle,2/19/2021
A68I,13,2,-52.72,-35.81,belle,2/19/2021
A68J,20,3,-56.16,-35.55,belle,2/19/2021
A68K,10,2,-55.47,-34.42,belle,2/19/2021
A68M,20,4,-56.77,-35.33,belle,2/19/2021
A68N,10,2,-56.01,-35.94,belle,2/19/2021
A68O,3,2,-55.92,-35.16,belle,2/19/2021
A68P,15,2,-56.12,-35.50,belle,2/19/2021
A69A,10,9,-67.88,-60.92,belle,2/19/2021
A69B,10,7,-67.48,-61.11,belle,2/19/2021
A70,8,5,-72.28,-59.60,belle,2/19/2021
A71,8,3,-72.36,-59.52,belle,2/19/2021
A72,11,4,-69.50,-60.82,belle,2/19/2021
A73,9,5,-69.59,-60.31,belle,2/19/2021
B09B,24,8,-66.25,143.40,wilke,2/19/2021
B09G,11,7,-67.93,41.58,amerw (grounded),2/19/2021
B09I,12,6,-70.06,-42.33,belle,2/19/2021
B15AB,11,4,-66.04,51.06,amerw (grounded),2/19/2021
B22A,38,24,-73.92,-109.37,amune (grounded),2/19/2021
B28,9,6,-74.67,-108.77,amune (grounded),2/19/2021
B29,11,5,-74.51,-108.91,amune (grounded),2/19/2021
B37,8,3,-72.62,-111.78,amune,2/19/2021
B38,6,4,-77.00,-155.03,rosse (grounded),2/19/2021
B39,8,4,-66.60,47.37,amerw,2/19/2021
B40,6,5,-65.66,132.22,wilke (grounded),2/19/2021
B42,12,4,-72.75,-126.24,amunw (grounded),2/19/2021
B45,7,6,-74.69,-109.34,amune (grounded),2/19/2021
B46,10,4,-72.57,-111.47,amune,2/19/2021
B47,12,5,-73.80,-133.84,amunw (grounded),2/19/2021
B50,15,6,-73.97,-140.39,amunw,2/19/2021
C15,12,8,-65.97,143.27,wilke,2/19/2021
C18B,19,4,-64.33,98.00,wilkw,2/19/2021
C21B,11,8,-64.99,95.86,wilkw (grounded),2/19/2021
C24,11,2,-64.84,96.02,wilkw (grounded),2/19/2021
C29,5,5,-66.11,142.90,wilke,2/19/2021
C30,9,3,-64.78,96.30,wilkw (grounded),2/19/2021
C31,9,3,-64.69,96.51,wilkw (grounded),2/19/2021
C33,8,4,-65.46,126.78,wilke,2/19/2021
C35,7,5,-68.04,147.82,wilke,2/19/2021
C36,22,15,-67.93,147.48,wilke,2/19/2021
D15A,51,24,-66.65,81.92,amere (grounded),2/19/2021
D15B,33,12,-66.99,81.57,amere (grounded),2/19/2021
D20A,19,9,-68.65,36.26,amerw (grounded),2/19/2021
D21B,10,4,-60.63,-31.05,belle,2/19/2021
D23,8,6,-69.43,74.66,amere (grounded),2/19/2021
D26,19,2,-69.36,29.40,wedde (grounded),2/19/2021
D27,8,5,-67.79,78.28,amere,2/19/2021
D28,29,19,-66.18,49.33,amerw,2/19/2021
