Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.62,-39.93,belle,6/4/2021
A63,11,3,-66.89,-57.07,belle,6/4/2021
A64,11,8,-67.71,-61.20,belle,6/4/2021
A69A,10,9,-67.51,-61.04,belle,6/4/2021
A69B,10,7,-67.18,-60.50,belle,6/4/2021
A70,8,5,-68.52,-60.71,belle,6/4/2021
A71,7,3,-68.92,-60.25,belle,6/4/2021
A74,30,18,-75.26,-26.45,weddw,6/4/2021
A76A,73,14,-75.14,-59.14,belle,6/4/2021
A76B,20,7,-74.99,-57.26,belle,6/4/2021
A76C,16,7,-75.26,-56.45,belle,6/4/2021
B09B,24,8,-66.27,143.40,wilke,6/4/2021
B09G,11,7,-68.20,41.81,amerw,6/4/2021
B09I,12,6,-66.43,-45.20,belle,6/4/2021
B15AB,11,4,-66.08,50.94,amerw (grounded),6/4/2021
B22A,38,24,-73.90,-109.38,amune (grounded),6/4/2021
B28,9,6,-74.66,-108.76,amune (grounded),6/4/2021
B29,11,5,-74.49,-108.90,amune (grounded),6/4/2021
B37,8,3,-72.51,-112.14,amune,6/4/2021
B38,6,4,-77.01,-155.06,rosse (grounded),6/4/2021
B39,8,4,-70.08,23.35,wedde,6/4/2021
B40,6,5,-65.63,132.17,wilke (grounded),6/4/2021
B42,12,4,-73.90,-135.56,amunw,6/4/2021
B45,7,6,-74.68,-109.34,amune (grounded),6/4/2021
B46,10,4,-72.25,-112.59,amune,6/4/2021
B47,12,5,-73.79,-133.82,amunw (grounded),6/4/2021
B50,15,6,-75.25,-149.39,amunw,6/4/2021
C15,12,8,-65.97,143.27,wilke,6/4/2021
C18B,19,4,-66.59,89.55,amere (grounded),6/4/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),6/4/2021
C24,11,2,-64.84,96.02,wilkw (grounded),6/4/2021
C29,5,5,-66.08,142.83,wilke,6/4/2021
C30,9,3,-64.78,96.30,wilkw (grounded),6/4/2021
C31,9,3,-64.68,96.51,wilkw (grounded),6/4/2021
C33,8,4,-65.43,126.62,wilke (grounded),6/4/2021
C35,7,5,-67.33,147.86,wilke,6/4/2021
C36,22,15,-67.94,147.48,wilke (grounded),6/4/2021
D15A,51,24,-66.64,81.91,amere (grounded),6/4/2021
D15B,33,12,-66.99,81.58,amere (grounded),6/4/2021
D20A,19,9,-68.42,36.19,amerw,6/4/2021
D23,8,6,-69.43,74.68,amere (grounded),6/4/2021
D26,19,2,-69.40,29.32,wedde (grounded),6/4/2021
D27,8,5,-65.94,57.41,amerw,6/4/2021
D28,29,19,-69.82,24.73,wedde,6/4/2021
