Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.87,-41.24,belle,12/31/2020
A63,11,3,-71.78,-53.35,belle,12/31/2020
A64,13,9,-69.60,-60.82,belle (grounded),12/31/2020
A68A,40,24,-56.95,-34.58,belle,12/31/2020
A68D,11,5,-55.52,-36.38,belle,12/31/2020
A68E,33,8,-56.46,-35.35,belle,12/31/2020
A68F,14,7,-56.49,-35.00,belle,12/31/2020
A69A,10,9,-68.19,-60.46,belle,12/31/2020
A69B,10,7,-67.73,-61.24,belle,12/31/2020
B09B,24,8,-66.27,143.29,wilke,12/31/2020
B09G,11,7,-67.96,41.68,amerw (grounded),12/31/2020
B09I,12,6,-70.71,-39.92,belle,12/31/2020
B15AB,11,4,-66.03,51.06,amerw (grounded),12/31/2020
B22A,38,24,-73.93,-109.36,amune (grounded),12/31/2020
B28,9,6,-74.67,-108.77,amune (grounded),12/31/2020
B29,11,5,-74.51,-108.92,amune (grounded),12/31/2020
B37,8,3,-72.67,-111.57,amune,12/31/2020
B38,6,4,-77.00,-155.03,rosse (grounded),12/31/2020
B39,8,4,-65.27,54.60,amerw,12/31/2020
B40,6,5,-65.59,132.25,wilke (grounded),12/31/2020
B42,12,4,-72.97,-126.53,amunw (grounded),12/31/2020
B45,7,6,-74.69,-109.35,amune (grounded),12/31/2020
B46,10,4,-72.60,-109.02,amune,12/31/2020
B47,12,5,-73.79,-133.78,amunw (grounded),12/31/2020
B50,15,6,-73.90,-138.21,amunw,12/31/2020
C15,12,8,-65.97,143.30,wilke,12/31/2020
C18B,19,4,-64.42,99.10,wilkw,12/31/2020
C21B,11,8,-64.99,95.86,wilkw (grounded),12/31/2020
C24,11,2,-64.84,96.02,wilkw (grounded),12/31/2020
C29,5,5,-66.14,143.07,wilke,12/31/2020
C30,9,3,-64.78,96.30,wilkw (grounded),12/31/2020
C31,9,3,-64.69,96.51,wilkw (grounded),12/31/2020
C33,8,4,-65.20,128.68,wilke,12/31/2020
C35,7,5,-68.22,148.18,wilke (grounded),12/31/2020
C36,22,15,-68.07,147.82,wilke (grounded),12/31/2020
D15A,51,24,-66.64,81.91,amere (grounded),12/31/2020
D15B,33,12,-66.99,81.57,amere (grounded),12/31/2020
D20A,19,9,-68.65,36.26,amerw (grounded),12/31/2020
D21B,10,4,-61.57,-34.28,belle,12/31/2020
D23,8,6,-69.43,74.66,amere (grounded),12/31/2020
D26,19,2,-69.40,29.32,wedde (grounded),12/31/2020
D27,8,5,-67.70,78.40,amere,12/31/2020
D28,29,19,-65.28,54.03,amerw,12/31/2020
