ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-64.9294,81.528,1,2011242,-64.9294,81.528,1
-64.9135,81.4346,1,2011243,-64.9135,81.4346,1
-64.9263,81.4775,0,2011244,-64.9263,81.4775,0
-64.9584,81.5849,0,2011245,-64.9584,81.5849,0
-65.0001,81.7245,0,2011246,-65.0001,81.7245,0
-65.0417,81.864,0,2011247,-65.0417,81.864,0
-65.0738,81.9714,0,2011248,-65.0738,81.9714,0
-65.0866,82.0143,1,2011249,-65.0866,82.0143,1
-65.0836,81.7761,1,2011250,-65.0836,81.7761,1
-65.0714,81.9012,1,2011251,-65.0714,81.9012,1
-65.0188,81.6887,1,2011252,-65.0188,81.6887,1
-65.0112,81.8909,1,2011253,-65.0112,81.8909,1
-65.022,81.422,1,2011254,-65.022,81.422,1
-64.9629,81.5899,1,2011255,-64.9629,81.5899,1
-64.9787,81.2139,1,2011256,-64.9787,81.2139,1
-64.9526,81.272,1,2011257,-64.9526,81.272,1
-64.9144,80.562,1,2011258,-64.9144,80.562,1
-64.8844,80.4237,1,2011259,-64.8844,80.4237,1
-64.9602,79.9592,1,2011260,-64.9602,79.9592,1
-64.9058,80.0292,1,2011261,-64.9058,80.0292,1
-64.8097,79.9435,1,2011262,-64.8097,79.9435,1
-64.7757,80.1558,1,2011263,-64.7757,80.1558,1
-64.7647,79.8805,1,2011264,-64.7647,79.8805,1
-64.84,79.5631,1,2011265,-64.84,79.5631,1
-64.8439,79.2375,1,2011266,-64.8439,79.2375,1
-64.8783,79.2947,1,2011267,-64.8783,79.2947,1
-64.9974,79.5351,1,2011268,-64.9974,79.5351,1
-65.0035,79.7424,1,2011269,-65.0035,79.7424,1
-64.9648,79.759,1,2011270,-64.9648,79.759,1
-64.9839,79.7522,1,2011271,-64.9839,79.7522,1
-65.057,79.1575,1,2011272,-65.057,79.1575,1
-65.0872,79.1602,1,2011273,-65.0872,79.1602,1
-65.1179,78.924,1,2011274,-65.1179,78.924,1
-65.1437,78.9915,1,2011275,-65.1437,78.9915,1
-65.0824,78.9771,1,2011276,-65.0824,78.9771,1
-65.0967,79.1498,1,2011277,-65.0967,79.1498,1
-65.0291,79.3067,1,2011278,-65.0291,79.3067,1
-65.0456,79.2628,1,2011279,-65.0456,79.2628,1
-65.046,79.1414,1,2011280,-65.046,79.1414,1
-65.0018,79.2142,1,2011281,-65.0018,79.2142,1
-64.9861,79.1424,1,2011282,-64.9861,79.1424,1
-64.9481,79.1652,1,2011283,-64.9481,79.1652,1
-64.8598,79.0636,1,2011284,-64.8598,79.0636,1
-64.828,79.162,1,2011285,-64.828,79.162,1
-64.7552,79.0022,1,2011286,-64.7552,79.0022,1
-64.6458,79.0052,1,2011287,-64.6458,79.0052,1
-64.4689,79.0382,1,2011288,-64.4689,79.0382,1
-64.3557,79.2372,1,2011289,-64.3557,79.2372,1
-64.3084,79.2679,1,2011290,-64.3084,79.2679,1
-64.2877,79.379,1,2011291,-64.2877,79.379,1
-64.2608,79.4155,1,2011292,-64.2608,79.4155,1
-64.2182,79.6259,1,2011293,-64.2182,79.6259,1
-64.1564,80.1122,1,2011294,-64.1564,80.1122,1
-64.2098,80.429,1,2011295,-64.2098,80.429,1
-64.3247,81.0706,1,2011296,-64.3247,81.0706,1
-64.3541,81.3545,1,2011297,-64.3541,81.3545,1
-64.216,81.6701,1,2011298,-64.216,81.6701,1
-64.2225,81.9298,1,2011299,-64.2225,81.9298,1
-64.1951,82.2912,1,2011300,-64.1951,82.2912,1
-64.1027,82.5697,1,2011301,-64.1027,82.5697,1
-64.0597,83.0376,1,2011302,-64.0597,83.0376,1
-63.9892,83.3859,1,2011303,-63.9892,83.3859,1
-63.963,83.6519,1,2011304,-63.963,83.6519,1
-63.9641,83.6756,1,2011305,-63.9641,83.6756,1
-64.012,84.0675,1,2011306,-64.012,84.0675,1
-64.0625,84.095,1,2011307,-64.0625,84.095,1
-64.051,84.2824,1,2011308,-64.051,84.2824,1
-64.1193,84.277,1,2011309,-64.1193,84.277,1
-64.2808,84.1501,1,2011310,-64.2808,84.1501,1
-64.3881,83.7052,1,2011311,-64.3881,83.7052,1
-64.5578,83.3405,1,2011312,-64.5578,83.3405,1
-64.5407,83.2027,1,2011313,-64.5407,83.2027,1
-64.6365,82.9625,1,2011314,-64.6365,82.9625,1
-64.759,82.3149,1,2011315,-64.759,82.3149,1
-64.7757,81.7682,1,2011316,-64.7757,81.7682,1
-64.8574,81.3313,1,2011317,-64.8574,81.3313,1
-64.8165,81.0141,1,2011318,-64.8165,81.0141,1
-64.8258,81.0005,1,2011319,-64.8258,81.0005,1
-64.7034,80.953,1,2011320,-64.7034,80.953,1
-64.6394,80.8893,1,2011321,-64.6394,80.8893,1
-64.6465,80.8514,1,2011322,-64.6465,80.8514,1
-64.7012,80.5065,1,2011323,-64.7012,80.5065,1
-64.9148,79.8903,1,2011324,-64.9148,79.8903,1
-64.9917,79.5903,1,2011325,-64.9917,79.5903,1
-64.984,79.6198,1,2011326,-64.984,79.6198,1
-65.0104,79.5672,1,2011327,-65.0104,79.5672,1
-65.0127,79.7333,1,2011328,-65.0127,79.7333,1
-64.9993,79.6864,1,2011329,-64.9993,79.6864,1
-64.9496,79.8175,1,2011330,-64.9496,79.8175,1
-64.8748,79.8858,1,2011331,-64.8748,79.8858,1
-64.879,79.8107,1,2011332,-64.879,79.8107,1
-64.9243,79.8854,1,2011333,-64.9243,79.8854,1
-65.0684,79.9451,1,2011334,-65.0684,79.9451,1
-65.1246,80.032,1,2011335,-65.1246,80.032,1
-65.1972,80.0726,1,2011336,-65.1972,80.0726,1
-65.4551,79.135,1,2011337,-65.4551,79.135,1
-65.4569,78.9088,1,2011338,-65.4569,78.9088,1
-65.4637,78.9851,1,2011339,-65.4637,78.9851,1
-65.229,79.4331,1,2011340,-65.229,79.4331,1
-65.1866,79.6578,1,2011341,-65.1866,79.6578,1
-65.0903,79.8367,1,2011342,-65.0903,79.8367,1
-65.0723,79.7288,1,2011343,-65.0723,79.7288,1
-64.9892,79.6856,1,2011344,-64.9892,79.6856,1
-64.9555,79.7675,1,2011345,-64.9555,79.7675,1
-64.9508,79.9687,1,2011346,-64.9508,79.9687,1
-64.9757,79.901,1,2011347,-64.9757,79.901,1
-64.9459,79.7721,1,2011348,-64.9459,79.7721,1
-64.9376,79.7914,1,2011349,-64.9376,79.7914,1
-64.8375,79.7875,1,2011350,-64.8375,79.7875,1
-64.8327,79.5866,1,2011351,-64.8327,79.5866,1
-64.5017,79.558,1,2011352,-64.5017,79.558,1
-64.2279,79.6232,1,2011353,-64.2279,79.6232,1
-64.1461,79.5967,1,2011354,-64.1461,79.5967,1
-64.1403,79.597,0,2011355,-64.1403,79.597,0
-64.1372,79.5979,0,2011356,-64.1372,79.5979,0
-64.1363,79.5998,1,2011357,-64.1363,79.5998,1
-64.1741,79.9551,1,2011358,-64.1741,79.9551,1
-64.7972,78.6704,1,2011359,-64.7972,78.6704,1
-64.6672,78.7884,1,2011360,-64.6672,78.7884,1
-64.5775,78.7874,1,2011361,-64.5775,78.7874,1
-64.4439,79.2189,1,2011362,-64.4439,79.2189,1
