date,qscat_1,qscat_2,qscat_3
2008090,-59.5562,-38.7883,1
2008091,-59.4165,-38.8307,1
2008092,-59.3432,-38.8041,1
2008093,-59.278,-38.3449,1
2008094,-59.278,-38.3449,0
2008095,-59.278,-38.3449,1
2008096,-59.1651,-38.3378,1
2008097,-59.0888,-37.9404,1
2008098,-59.0888,-37.9404,1
2008099,-59.0848,-37.8482,0
2008100,-59.0718,-37.756,1
2008101,-58.9277,-37.8424,1
2008102,-58.8307,-37.6561,1
2008103,-58.8625,-37.5345,1
2008104,-58.8914,-37.4647,1
2008105,-58.9707,-37.293,1
2008106,-59.0773,-37.2466,1
2008107,-59.1711,-37.2863,0
2008108,-59.2665,-37.3646,1
2008109,-59.38,-37.4673,1
2008110,-59.4508,-37.6537,1
2008111,-59.5632,-37.7698,1
2008112,-59.6802,-37.7718,0
2008113,-59.8058,-37.7727,0
2008114,-59.9299,-37.7731,0
2008115,-60.0423,-37.7734,0
2008116,-60.1329,-37.7742,0
2008117,-60.1917,-37.776,1
2008118,-60.224,-37.8837,0
2008119,-60.2463,-38.0145,1
2008120,-60.2658,-38.0612,0
2008121,-60.2852,-38.104,0
2008122,-60.3041,-38.143,0
2008123,-60.3223,-38.178,0
2008124,-60.3395,-38.209,0
2008125,-60.3553,-38.236,0
2008126,-60.3695,-38.259,0
2008127,-60.3818,-38.2779,0
2008128,-60.3919,-38.2926,0
2008129,-60.3995,-38.3032,0
2008130,-60.4042,-38.3096,0
2008131,-60.4059,-38.3117,1
2008132,-60.4059,-38.3117,0
2008133,-60.4059,-38.3117,0
2008134,-60.4059,-38.3117,1
