date,nic_1,nic_2,nic_3,size_1,size_2
2010024,-64.68,96.73,1,10,5
2010025,-64.68,96.73,0,0,0
2010026,-64.68,96.73,0,0,0
2010027,-64.68,96.73,0,0,0
2010028,-64.68,96.73,0,0,0
2010029,-64.68,96.73,0,0,0
2010030,-64.68,96.73,0,0,0
2010031,-64.68,96.73,1,10,5
2010032,-64.68,96.73,0,0,0
2010033,-64.68,96.73,0,0,0
2010034,-64.68,96.73,0,0,0
2010035,-64.68,96.73,0,0,0
2010036,-64.68,96.73,0,0,0
2010037,-64.68,96.73,0,0,0
2010038,-64.68,96.73,1,10,5
2010039,-64.68,96.73,0,0,0
2010040,-64.68,96.73,0,0,0
2010041,-64.68,96.73,0,0,0
2010042,-64.68,96.73,0,0,0
2010043,-64.68,96.73,0,0,0
2010044,-64.68,96.73,0,0,0
2010045,-64.68,96.73,1,10,5
2010046,-64.68,96.73,0,0,0
2010047,-64.68,96.73,0,0,0
2010048,-64.68,96.73,0,0,0
2010049,-64.68,96.73,0,0,0
2010050,-64.68,96.73,0,0,0
2010051,-64.68,96.73,0,0,0
2010052,-64.68,96.73,1,10,5
2010053,-64.68,96.73,0,0,0
2010054,-64.68,96.73,0,0,0
2010055,-64.68,96.73,0,0,0
2010056,-64.68,96.73,0,0,0
2010057,-64.68,96.73,0,0,0
2010058,-64.68,96.73,0,0,0
2010059,-64.68,96.73,1,10,5
2010060,-64.68,96.73,0,0,0
2010061,-64.68,96.73,0,0,0
2010062,-64.68,96.73,0,0,0
2010063,-64.68,96.73,0,0,0
2010064,-64.68,96.73,0,0,0
2010065,-64.68,96.73,0,0,0
2010066,-64.68,96.73,1,10,5
2010067,-64.68,96.73,0,0,0
2010068,-64.68,96.73,0,0,0
2010069,-64.68,96.73,0,0,0
2010070,-64.68,96.73,0,0,0
2010071,-64.68,96.73,0,0,0
2010072,-64.68,96.73,0,0,0
2010073,-64.68,96.73,1,10,5
