date,qscat_1,qscat_2,qscat_3
2006048,-65.4487,138.2395,1
2006049,-65.4487,138.2395,1
2006050,-65.4487,138.2395,1
2006051,-65.4487,138.2395,1
2006052,-65.3958,138.1762,1
2006053,-65.3556,138.1393,1
2006054,-65.3255,137.9447,1
2006055,-65.2491,137.8235,1
2006056,-65.2491,137.8235,1
2006057,-65.2054,137.6652,1
2006058,-65.21,137.5351,1
2006059,-65.1402,137.361,1
2006060,-65.1402,137.361,1
2006061,-65.1402,137.361,1
2006062,-65.1697,137.3613,0
2006063,-65.2244,137.3626,0
2006064,-65.2539,137.365,1
2006065,-65.214,137.6394,1
2006066,-65.2504,137.717,1
2006067,-65.2102,137.7943,1
2006068,-65.2102,137.7943,1
2006069,-65.2443,137.6538,1
2006070,-65.2443,137.6538,1
2006071,-65.2022,137.449,1
2006072,-65.1647,137.247,1
2006073,-65.1647,137.247,1
2006074,-65.1341,136.9596,1
2006075,-65.0523,136.6918,1
2006076,-65.0151,136.4957,1
2006077,-64.9599,136.3974,1
2006078,-64.93,136.0743,1
2006079,-64.9124,135.6267,1
2006080,-64.849,135.4258,1
2006081,-64.7937,135.3665,1
2006082,-64.7387,135.1645,1
2006083,-64.7387,135.1645,1
2006084,-64.7387,135.1645,1
2006085,-64.6907,135.021,1
2006086,-64.6777,134.6213,1
2006087,-64.605,134.3032,1
2006088,-64.5996,134.1334,1
2006089,-64.5983,133.8705,1
2006090,-64.6605,133.5241,1
2006091,-64.6768,133.3542,1
2006092,-64.6768,133.3542,1
2006093,-64.6956,133.174,1
2006094,-64.7948,133.074,1
2006095,-64.7948,133.074,1
2006096,-64.7948,133.074,1
2006097,-64.7948,133.074,1
2006098,-64.7948,133.074,1
2006099,-64.7959,133.0625,0
2006100,-64.7991,133.0287,0
2006101,-64.8044,132.9735,0
2006102,-64.8117,132.8976,0
2006103,-64.8208,132.802,0
2006104,-64.8318,132.6875,0
2006105,-64.8445,132.5551,0
2006106,-64.8588,132.4055,1
