date,ers_1,ers_2,ers_3
1993112,-68.53,-170.49,1
1993113,-68.53,-170.49,1
1993114,-68.53,-170.49,1
1993115,-68.53,-170.49,1
1993116,-68.53,-170.49,1
1993117,-68.53,-170.49,1
1993118,-68.53,-170.49,1
1993119,-68.53,-170.49,1
1993120,-68.53,-170.49,1
1993121,-68.5398,-170.5601,1
1993122,-68.5594,-170.7004,1
1993123,-68.579,-170.8406,1
1993124,-68.5987,-170.9809,1
1993125,-68.6183,-171.1211,1
1993126,-68.6379,-171.2614,1
1993127,-68.6477,-171.3315,1
1993128,-68.6477,-171.3315,1
1993129,-68.6477,-171.3315,1
1993130,-68.6575,-171.3585,1
1993131,-68.6771,-171.4125,1
1993132,-68.6968,-171.4664,1
1993133,-68.7066,-171.4934,1
1993134,-68.7066,-171.4934,1
1993135,-68.7066,-171.4934,1
1993136,-68.7066,-171.4934,1
1993137,-68.7066,-171.4934,1
1993138,-68.7066,-171.4934,1
1993139,-68.6925,-171.5131,1
1993140,-68.6642,-171.5523,1
1993141,-68.636,-171.5917,1
1993142,-68.6219,-171.6113,1
1993143,-68.6219,-171.6113,1
1993144,-68.6219,-171.6113,1
1993145,-68.6059,-171.3918,1
1993146,-68.5737,-170.9527,1
1993147,-68.5417,-170.5137,1
1993148,-68.5237,-170.1859,1
1993149,-68.5198,-169.9694,1
1993150,-68.5159,-169.7529,1
1993151,-68.5172,-169.6161,1
1993152,-68.5234,-169.5591,1
1993153,-68.5298,-169.5021,1
1993154,-68.5474,-169.4153,1
1993155,-68.5765,-169.2987,1
1993156,-68.6056,-169.1821,1
1993157,-68.6239,-169.1316,1
1993158,-68.6316,-169.1473,1
1993159,-68.6393,-169.163,1
1993160,-68.6829,-169.2296,1
1993161,-68.7621,-169.3471,1
1993162,-68.8415,-169.4646,1
1993163,-68.8945,-169.5772,1
1993164,-68.9213,-169.6851,1
1993165,-68.9481,-169.793,1
1993166,-68.9615,-169.8469,1
1993167,-68.9615,-169.8469,1
1993168,-68.9615,-169.8469,1
1993169,-68.9615,-169.8469,1
1993170,-68.9615,-169.8469,1
1993171,-68.9615,-169.8469,1
1993172,-68.9515,-169.7995,1
1993173,-68.9316,-169.7047,1
1993174,-68.9116,-169.61,1
1993175,-68.9003,-169.5167,1
1993176,-68.8978,-169.4249,1
1993177,-68.8952,-169.3332,1
1993178,-68.8905,-169.2376,1
1993179,-68.8836,-169.1381,1
1993180,-68.8767,-169.0386,1
1993181,-68.8733,-168.9889,1
