ascat_1,ascat_2,ascat_3,date
-66.5985,80.8615,1,2011242
-66.6289,80.8657,1,2011243
-66.6271,80.8639,0,2011244
-66.6225,80.8594,0,2011245
-66.6162,80.8532,0,2011246
-66.6094,80.8464,0,2011247
-66.6031,80.8402,0,2011248
-66.5985,80.8357,0,2011249
-66.5967,80.8339,1,2011250
-66.5993,80.8722,1,2011251
-66.6024,80.7644,1,2011252
-66.6268,80.8331,1,2011253
-66.5967,80.8339,1,2011254
-66.6146,80.9556,1,2011255
-66.6113,80.7493,1,2011256
-66.617,80.8371,1,2011257
-66.5911,80.7466,1,2011258
-66.578,80.8529,1,2011259
-66.5829,80.7724,1,2011260
-66.6254,80.9682,1,2011261
-66.6156,80.8148,1,2011262
-66.5978,80.8504,1,2011263
-66.6302,80.7306,1,2011264
-66.6044,80.7974,1,2011265
-66.5963,80.6718,1,2011266
-66.587,80.8383,1,2011267
-66.5937,80.7849,1,2011268
-66.6031,80.7756,1,2011269
-66.603,80.7756,1,2011270
-66.6003,80.8887,1,2011271
-66.6125,80.7658,1,2011272
-66.5738,80.7875,1,2011273
-66.5905,80.7359,1,2011274
-66.5972,80.8397,1,2011275
-66.5703,80.7328,1,2011276
-66.5847,80.8,1,2011277
-66.602,80.7591,1,2011278
-66.6086,80.8629,1,2011279
-66.5897,80.7248,1,2011280
-66.5958,80.8179,1,2011281
-66.6006,80.7373,1,2011282
-66.6114,80.9066,1,2011283
-66.6012,80.7479,1,2011284
-66.5989,80.8669,1,2011285
-66.6079,80.6949,1,2011286
-66.6124,80.7663,1,2011287
-66.5904,80.7359,1,2011288
-66.6014,80.9052,1,2011289
-66.6222,80.7618,1,2011290
-66.5974,80.845,1,2011291
-66.5786,80.707,1,2011292
-66.5763,80.8258,1,2011293
-66.5714,80.7492,1,2011294
-66.592,80.9144,1,2011295
-66.5637,80.7857,1,2011296
-66.5725,80.9222,1,2011297
-66.5832,80.7777,1,2011298
-66.5892,80.8708,1,2011299
-66.5731,80.7764,1,2011300
-66.5767,80.8311,1,2011301
-66.5923,80.763,1,2011302
-66.5919,80.7577,1,2011303
-66.5473,80.843,1,2011304
-66.5826,80.767,1,2011305
-66.5878,80.849,1,2011306
-66.5982,80.8557,1,2011307
-66.5898,80.8814,1,2011308
-66.5717,80.9111,1,2011309
-66.5916,80.9086,1,2011310
-66.579,80.8689,1,2011311
-66.6275,80.8438,1,2011312
-66.5925,80.9251,1,2011313
-66.6125,80.9226,1,2011314
-66.6124,80.9226,1,2011315
-66.6041,80.9484,1,2011316
-66.5835,80.9397,1,2011317
-66.5986,80.861,1,2011318
-66.587,80.9945,1,2011319
-66.5616,80.9092,1,2011320
-66.5708,80.8946,1,2011321
-66.5871,80.8378,1,2011322
-66.5686,80.8622,1,2011323
-66.5634,80.9368,1,2011324
-66.5694,80.8728,1,2011325
-66.5787,80.8636,1,2011326
-66.5704,80.8893,1,2011327
-66.5731,80.9329,1,2011328
-66.5763,80.8253,1,2011329
-66.5882,80.8543,1,2011330
-66.5773,80.8418,1,2011331
-66.5993,80.8721,1,2011332
-66.5996,80.8775,1,2011333
-66.5857,80.816,1,2011334
-66.6076,80.8464,1,2011335
-66.6275,80.8438,1,2011336
-66.6093,80.8736,1,2011337
-66.5926,80.9251,1,2011338
-66.5902,80.8868,1,2011339
-66.5787,80.8636,1,2011340
-66.5913,80.9032,1,2011341
-66.6041,80.9483,1,2011342
-66.6101,80.8842,1,2011343
-66.6222,80.9187,1,2011344
-66.6097,80.8789,1,2011345
-66.6051,80.8081,1,2011346
-66.5853,80.8107,1,2011347
-66.5895,80.8761,1,2011348
-66.6052,80.8081,1,2011349
-66.6159,80.8206,1,2011350
-66.5867,80.8325,1,2011351
-66.6076,80.8464,1,2011352
-66.5968,80.8339,1,2011353
-66.6202,80.8861,1,2011354
-66.6206,80.8907,0,2011355
-66.6207,80.8925,0,2011356
-66.6208,80.8968,1,2011357
-66.6027,80.9265,1,2011358
-66.6111,80.9007,1,2011359
-66.6124,80.9226,1,2011360
-66.6138,80.9444,1,2011361
-66.6337,80.9419,1,2011362
-66.6239,80.9459,1,2011363
-66.6123,80.9601,0,2011364
-66.5992,80.9849,0,2011365
-66.5831,81.0211,0,2012001
-66.5792,81.0308,1,2012002
-66.5951,80.9629,1,2012003
-66.5986,81.1798,1,2012004
-66.6184,81.0148,1,2012005
-66.4692,81.191,1,2012006
-66.4705,81.2068,1,2012007
-66.4998,81.1954,1,2012008
-66.4536,81.2577,1,2012009
-66.5184,81.1713,1,2012010
-66.565,81.2817,1,2012011
-66.6091,81.1861,1,2012012
-66.609,81.1707,0,2012013
-66.6087,81.1639,0,2012014
-66.6081,81.1599,0,2012015
-66.6072,81.1529,0,2012016
-66.6059,81.1371,1,2012017
-66.5988,81.0226,1,2012018
-66.5978,81.0066,1,2012019
-66.5936,80.9411,1,2012020
-66.642,81.0732,1,2012021
-66.6082,81.1497,0,2012022
-66.5453,81.2073,0,2012023
-66.5115,81.23,1,2012024
-66.5136,81.2258,0,2012025
-66.5201,81.213,0,2012026
-66.5313,81.1912,0,2012027
-66.5476,81.16,1,2012028
-66.6198,81.0366,1,2012029
-66.6414,80.905,1,2012030
-66.6194,80.875,1,2012031
-66.6442,80.7922,1,2012032
-66.6311,80.7471,1,2012033
-66.5932,80.7796,1,2012034
-66.6322,81.0775,1,2012035
-66.6566,81.057,0,2012036
-66.6681,81.0119,1,2012037
-66.6329,80.9308,1,2012038
-66.6253,80.9677,1,2012039
-66.6644,80.9521,1,2012040
-66.6015,80.9101,1,2012041
-66.5748,80.8035,1,2012042
-66.5504,80.7354,1,2012043
-66.515,80.806,1,2012044
-66.5489,80.8647,1,2012045
-66.5885,80.8596,1,2012046
-66.6345,80.7961,1,2012047
-66.595,80.8067,1,2012048
-66.6048,80.8027,1,2012049
-66.5818,80.8345,0,2012050
-66.5588,80.8662,1,2012051
-66.5774,80.8417,1,2012052
-66.5825,80.767,1,2012053
-66.5864,80.8272,1,2012054
-66.5588,80.8661,1,2012055
-66.5272,80.8397,1,2012056
-66.5785,80.8582,1,2012057
-66.5927,80.9251,1,2012058
-66.6167,80.9597,0,2012059
-66.6441,80.9847,0,2012060
-66.6571,80.9944,1,2012061
-66.6075,80.846,1,2012062
-66.5925,80.7684,1,2012063
-66.5933,80.7796,1,2012064
-66.638,80.851,1,2012065
-66.6288,80.8657,1,2012066
-66.6009,80.8994,1,2012067
-66.586,80.8213,1,2012068
-66.6272,80.8385,1,2012069
-66.6148,80.8041,1,2012070
-66.6034,80.7809,1,2012071
-66.6226,80.7676,1,2012072
-66.6225,80.7676,1,2012073
-66.6044,80.7974,1,2012074
-66.609,80.8682,1,2012075
-66.6079,80.8517,1,2012076
-66.6191,80.8696,1,2012077
-66.6302,80.7306,1,2012078
-66.6211,80.9027,1,2012079
-66.5985,80.861,1,2012080
-66.6024,80.9212,1,2012081
-66.6083,80.8571,1,2012082
-66.6261,80.822,1,2012083
-66.648,80.8524,1,2012084
-66.6552,80.8101,1,2012085
-66.6172,80.8425,1,2012086
-66.6233,80.9352,1,2012087
-66.6155,80.9716,1,2012088
-66.6323,80.9201,1,2012089
-66.5887,80.865,1,2012090
-66.5982,80.8557,1,2012091
-66.5871,80.8378,1,2012092
-66.6327,80.9259,1,2012093
-66.61,80.8843,1,2012094
-66.6278,80.8492,1,2012095
-66.5995,80.8775,1,2012096
-66.6624,80.9194,1,2012097
-66.6001,80.8882,1,2012098
-66.6167,80.8313,1,2012099
-66.6275,80.8438,1,2012100
-66.6204,80.8915,1,2012101
-66.6278,80.8492,1,2012102
-66.6176,80.8478,1,2012103
-66.6065,80.8299,1,2012104
-66.6173,80.8424,1,2012105
-66.6051,80.8081,1,2012106
-66.6355,80.8127,1,2012107
-66.6047,80.8028,1,2012108
-66.6215,80.7511,1,2012109
-66.6058,80.8193,1,2012110
-66.5895,80.8761,1,2012111
-66.6163,80.8259,1,2012112
-66.6383,80.8564,1,2012113
-66.6176,80.8478,1,2012114
-66.6372,80.8399,1,2012115
-66.6162,80.826,1,2012116
-66.6034,80.7809,1,2012117
-66.6296,80.8769,1,2012118
-66.6012,80.9047,1,2012119
-66.6069,80.8352,1,2012120
-66.594,80.7902,1,2012121
-66.5937,80.7849,1,2012122
-66.5878,80.849,1,2012123
-66.6153,80.8094,1,2012124
-66.6076,80.8464,1,2012125
-66.5744,80.7982,1,2012126
-66.623,80.7729,1,2012127
-66.6156,80.8153,1,2012128
-66.5922,80.7631,1,2012129
-66.5989,80.8668,1,2012130
-66.5968,80.8339,1,2012131
-66.6146,80.7987,1,2012132
-66.5964,80.8285,1,2012133
-66.5909,80.8979,1,2012134
-66.5943,80.9522,1,2012135
-66.6198,80.8803,1,2012136
-66.6222,80.9187,1,2012137
-66.6194,80.875,1,2012138
-66.6107,80.8954,1,2012139
-66.5985,80.861,1,2012140
-66.5996,80.8775,1,2012141
-66.5731,80.9329,1,2012142
-66.5874,80.8431,1,2012143
-66.5801,80.8854,1,2012144
-66.5857,80.816,1,2012145
-66.5965,80.8285,1,2012146
-66.6174,80.8424,1,2012147
-66.6135,80.7823,1,2012148
-66.5992,80.8722,1,2012149
-66.6345,80.7961,1,2012150
-66.595,80.8067,1,2012151
-66.609,80.8682,1,2012152
-66.6372,80.8399,1,2012153
-66.6134,80.9391,1,2012154
-66.6128,80.9279,1,2012155
-66.6459,80.8194,1,2012156
-66.6274,80.8439,1,2012157
