date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,nscat_1,nscat_2,nscat_3,size_1,size_2
1995020,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995021,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995022,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995023,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995024,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995025,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995026,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995027,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995028,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995029,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995030,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995031,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995032,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995033,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995034,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995035,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995036,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995037,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995038,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995039,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995040,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995041,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995042,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995043,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995044,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995045,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995046,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995047,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995048,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995049,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995050,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995051,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995052,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995053,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995054,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995055,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995056,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995057,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995058,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995059,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995060,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995061,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995062,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995063,-65.7919,87.785,1,0,0,0,0,0,0,0,0
1995064,-65.7919,87.785,1,0,0,0,0,0,0,0,0
