ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-64.3822,98.2003,1,2011242,-64.3822,98.2003,1
-64.4041,98.1669,1,2011243,-64.4041,98.1669,1
-64.4076,98.1603,0,2011244,-64.4076,98.1603,0
-64.4104,98.1567,0,2011245,-64.4104,98.1567,0
-64.4125,98.1549,0,2011246,-64.4125,98.1549,0
-64.414,98.1536,0,2011247,-64.414,98.1536,0
-64.415,98.1516,0,2011248,-64.415,98.1516,0
-64.4155,98.1476,0,2011249,-64.4155,98.1476,0
-64.4157,98.1404,1,2011250,-64.4157,98.1404,1
-64.3999,98.0741,1,2011251,-64.3999,98.0741,1
-64.3999,98.0741,1,2011252,-64.3999,98.0741,1
-64.3912,98.0559,1,2011253,-64.3912,98.0559,1
-64.3993,98.0843,1,2011254,-64.3993,98.0843,1
-64.3975,97.9512,1,2011255,-64.3975,97.9512,1
-64.4099,98.0724,1,2011256,-64.4099,98.0724,1
-64.4144,97.9974,1,2011257,-64.4144,97.9974,1
-64.4597,98.0684,1,2011258,-64.4597,98.0684,1
-64.3927,98.031,1,2011259,-64.3927,98.031,1
-64.4002,98.0692,1,2011260,-64.4002,98.0692,1
-64.3945,98.0013,1,2011261,-64.3945,98.0013,1
-64.3969,97.9614,1,2011262,-64.3969,97.9614,1
-64.3954,97.9863,1,2011263,-64.3954,97.9863,1
-64.4033,98.0191,1,2011264,-64.4033,98.0191,1
-64.4089,98.0875,1,2011265,-64.4089,98.0875,1
-64.435,97.9837,1,2011266,-64.435,97.9837,1
-64.4488,98.0852,1,2011267,-64.4488,98.0852,1
-64.4136,98.0125,1,2011268,-64.4136,98.0125,1
-64.423,98.0206,1,2011269,-64.423,98.0206,1
-64.3902,98.0709,1,2011270,-64.3902,98.0709,1
-64.3903,98.0709,1,2011271,-64.3903,98.0709,1
-64.3827,98.0328,1,2011272,-64.3827,98.0328,1
-64.379,98.0926,1,2011273,-64.379,98.0926,1
-64.3778,98.1125,1,2011274,-64.3778,98.1125,1
