ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-66.16,143.2251,1,2012019,-66.16,143.2251,1
-66.2216,143.2062,0,2012020,-66.2216,143.2062,0
-66.2741,143.1948,0,2012021,-66.2741,143.1948,0
-66.3176,143.1889,0,2012022,-66.3176,143.1889,0
-66.3524,143.1867,0,2012023,-66.3524,143.1867,0
-66.3786,143.1864,1,2012024,-66.3786,143.1864,1
-66.3953,143.2787,1,2012025,-66.3953,143.2787,1
-66.3668,143.1472,1,2012026,-66.3668,143.1472,1
-66.3863,143.203,1,2012027,-66.3863,143.203,1
-66.3975,143.213,1,2012028,-66.3975,143.213,1
-66.3728,143.167,1,2012029,-66.3728,143.167,1
-66.3721,143.1371,1,2012030,-66.3721,143.1371,1
-66.3806,143.2751,1,2012031,-66.3806,143.2751,1
-66.3729,143.2585,1,2012032,-66.3729,143.2585,1
-66.3518,143.2978,1,2012033,-66.3518,143.2978,1
-66.3606,143.2814,1,2012034,-66.3606,143.2814,1
-66.3865,143.2948,1,2012035,-66.3865,143.2948,1
-66.3735,143.2881,1,2012036,-66.3735,143.2881,1
-66.3882,143.2916,1,2012037,-66.3882,143.2916,1
-66.3877,143.2623,1,2012038,-66.3877,143.2623,1
-66.3451,143.1569,1,2012039,-66.3451,143.1569,1
-66.3662,143.2094,1,2012040,-66.3662,143.2094,1
-66.4239,143.2556,1,2012041,-66.4239,143.2556,1
-66.4352,143.2655,1,2012042,-66.4352,143.2655,1
-66.4098,143.2818,1,2012043,-66.4098,143.2818,1
-66.4281,143.2787,1,2012044,-66.4281,143.2787,1
-66.4031,143.2949,1,2012045,-66.4031,143.2949,1
-66.3296,143.2781,1,2012046,-66.3296,143.2781,1
-66.2902,143.2287,1,2012047,-66.2902,143.2287,1
-66.2814,143.245,1,2012048,-66.2814,143.245,1
-66.2552,143.2936,1,2012049,-66.2552,143.2936,1
-66.2331,143.3344,0,2012050,-66.2331,143.3344,0
-66.214,143.3696,0,2012051,-66.214,143.3696,0
-66.2059,143.3845,1,2012052,-66.2059,143.3845,1
-66.2147,143.3686,1,2012053,-66.2147,143.3686,1
-66.2147,143.2772,1,2012054,-66.2147,143.2772,1
-66.1659,143.3058,1,2012055,-66.1659,143.3058,1
-66.1866,143.4199,1,2012056,-66.1866,143.4199,1
-66.1661,143.4882,1,2012057,-66.1661,143.4882,1
-66.1608,143.4069,1,2012058,-66.1608,143.4069,1
-66.1335,143.3355,1,2012059,-66.1335,143.3355,1
-66.1578,143.2722,0,2012060,-66.1578,143.2722,0
-66.2031,143.2165,0,2012061,-66.2031,143.2165,0
-66.2274,143.1926,1,2012062,-66.2274,143.1926,1
-66.1951,143.222,1,2012063,-66.1951,143.222,1
-66.1946,143.1929,1,2012064,-66.1946,143.1929,1
-66.1512,143.0595,1,2012065,-66.1512,143.0595,1
-66.2142,143.095,1,2012066,-66.2142,143.095,1
-66.2185,143.1179,1,2012067,-66.2185,143.1179,1
-66.1897,143.1404,1,2012068,-66.1897,143.1404,1
-66.1987,143.2153,1,2012069,-66.1987,143.2153,1
-66.1869,143.2673,1,2012070,-66.1869,143.2673,1
-66.2345,143.2711,1,2012071,-66.2345,143.2711,1
-66.2233,143.17,1,2012072,-66.2233,143.17,1
-66.2069,143.1698,1,2012073,-66.2069,143.1698,1
-66.1641,143.2184,1,2012074,-66.1641,143.2184,1
-66.1465,143.2512,1,2012075,-66.1465,143.2512,1
-66.1563,143.1114,1,2012076,-66.1563,143.1114,1
-66.1397,143.1113,1,2012077,-66.1397,143.1113,1
-66.2086,143.1667,1,2012078,-66.2086,143.1667,1
-66.1715,143.1438,1,2012079,-66.1715,143.1438,1
-66.1991,143.1538,1,2012080,-66.1991,143.1538,1
-66.1926,143.1048,1,2012081,-66.1926,143.1048,1
-66.1862,143.1473,1,2012082,-66.1862,143.1473,1
-66.1985,143.1243,1,2012083,-66.1985,143.1243,1
-66.1903,143.1698,1,2012084,-66.1903,143.1698,1
-66.2093,143.1962,1,2012085,-66.2093,143.1962,1
-66.1703,143.0853,1,2012086,-66.1703,143.0853,1
-66.1411,143.1699,1,2012087,-66.1411,143.1699,1
-66.1456,143.1309,1,2012088,-66.1456,143.1309,1
-66.1873,143.1147,1,2012089,-66.1873,143.1147,1
-66.2072,143.1082,1,2012090,-66.2072,143.1082,1
-66.2002,143.1211,1,2012091,-66.2002,143.1211,1
-66.2131,143.1276,1,2012092,-66.2131,143.1276,1
-66.2044,143.1438,1,2012093,-66.2044,143.1438,1
-66.1946,143.1927,1,2012094,-66.1946,143.1927,1
-66.1715,143.1439,1,2012095,-66.1715,143.1439,1
-66.1861,143.1472,1,2012096,-66.1861,143.1472,1
-66.2131,143.1276,1,2012097,-66.2131,143.1276,1
-66.2132,143.1277,1,2012098,-66.2132,143.1277,1
