date,nic_1,nic_2,nic_3,size_1,size_2
2000093,-78.1,-159.4,1,15,4
2000114,-78.2,-160.7,1,15,4
2000120,-77.9166,-161.5605,0,0,0
2000121,-77.9,-161.7,1,15,4
2000149,-77.9,-164.9,1,15,4
2000150,-77.9111,-165.1672,0,0,0
2000151,-77.9397,-165.5489,0,0,0
2000152,-77.9787,-165.9944,0,0,0
2000153,-78.0213,-166.4529,0,0,0
2000154,-78.0603,-166.8738,0,0,0
2000155,-78.0889,-167.2064,0,0,0
2000156,-78.1,-167.4,1,15,4
2000170,-77.5,-168.2,1,15,4
2000171,-77.4795,-168.2431,0,0,0
2000172,-77.4595,-168.2789,0,0,0
2000173,-77.4408,-168.3118,0,0,0
2000174,-77.4244,-168.346,0,0,0
2000175,-77.4115,-168.3859,0,0,0
2000176,-77.4031,-168.4358,0,0,0
2000177,-77.4,-168.5,1,15,4
2000178,-77.4,-168.6424,0,0,0
2000179,-77.4,-168.8936,0,0,0
2000180,-77.4,-169.2086,0,0,0
2000181,-77.4,-169.5419,0,0,0
2000182,-77.4,-169.8484,0,0,0
2000183,-77.4,-170.0828,0,0,0
2000184,-77.4,-170.2,1,15,4
2000198,-76.5,-170.5,1,15,4
2000199,-76.4784,-170.4778,0,0,0
2000200,-76.4579,-170.4207,0,0,0
2000201,-76.4393,-170.3426,0,0,0
2000202,-76.4233,-170.2574,0,0,0
2000203,-76.4109,-170.1793,0,0,0
2000204,-76.4029,-170.1222,0,0,0
2000205,-76.4,-170.1,1,15,4
2000226,-76.4,-174.2,1,15,4
2000227,-76.3784,-174.1889,0,0,0
2000228,-76.3211,-174.1603,0,0,0
2000229,-76.2395,-174.1213,0,0,0
2000230,-76.1452,-174.0787,0,0,0
2000231,-76.0496,-174.0397,0,0,0
2000232,-75.964,-174.0111,0,0,0
2000233,-75.9,-174,1,15,4
2000247,-75.4,-176.3,1,15,4
2000268,-73.15,-179.3,1,15,4
2000282,-72.8,-178.8,1,15,4
2000296,-72.4,-175,1,15,4
2000303,-71.9,172.2,1,15,4
2000317,-70.6,170.2,1,15,4
2000318,-70.5799,170.1799,0,0,0
2000319,-70.5643,170.1657,0,0,0
2000320,-70.5517,170.155,0,0,0
2000321,-70.5405,170.1454,0,0,0
2000322,-70.5292,170.1346,0,0,0
2000323,-70.5162,170.1203,0,0,0
2000324,-70.5,170.1,1,15,4
2000338,-70.1,167.8,1,15,4
2001007,-69,158.8,1,11,4
