date,ers_1,ers_2,ers_3
1998160,-74.6625,-28.0065,1
1998161,-74.6625,-28.0065,1
1998162,-74.6625,-28.0065,1
1998163,-74.6414,-28.0712,1
1998164,-74.5992,-28.2005,1
1998165,-74.557,-28.3299,1
1998166,-74.4945,-28.5319,1
1998167,-74.4116,-28.8064,1
1998168,-74.3286,-29.081,1
1998169,-74.2215,-29.3292,1
1998170,-74.0902,-29.551,1
1998171,-73.9589,-29.7728,1
1998172,-73.8774,-29.9475,1
1998173,-73.8458,-30.0751,1
1998174,-73.8143,-30.2026,1
1998175,-73.7849,-30.3491,1
1998176,-73.7576,-30.5145,1
1998177,-73.7302,-30.6798,1
1998178,-73.6924,-30.8011,1
1998179,-73.6439,-30.8783,1
1998180,-73.5954,-30.9556,1
1998181,-73.5502,-31.0598,1
1998182,-73.508,-31.1911,1
1998183,-73.466,-31.3224,1
1998184,-73.4592,-31.4881,1
1998185,-73.4879,-31.6883,1
1998186,-73.5166,-31.8886,1
1998187,-73.5309,-31.9887,1
1998188,-73.5309,-31.9887,1
1998189,-73.5309,-31.9887,1
1998190,-73.5567,-32.1889,1
1998191,-73.6084,-32.5893,1
1998192,-73.6601,-32.9897,1
1998193,-73.6961,-33.2854,1
1998194,-73.7165,-33.4763,1
1998195,-73.7369,-33.6671,1
1998196,-73.7587,-33.8407,1
1998197,-73.7818,-33.997,1
1998198,-73.8049,-34.1533,1
1998199,-73.7743,-34.4352,1
1998200,-73.6902,-34.8428,1
1998201,-73.6061,-35.2505,1
1998202,-73.5196,-35.668,1
1998203,-73.4307,-36.0953,1
1998204,-73.3418,-36.5226,1
1998205,-73.2693,-36.7782,1
1998206,-73.2131,-36.8619,1
1998207,-73.157,-36.9456,1
1998208,-73.0889,-36.9777,1
1998209,-73.009,-36.9582,1
1998210,-72.9291,-36.9386,1
1998211,-72.8516,-36.9466,1
1998212,-72.7765,-36.9823,1
1998213,-72.7014,-37.018,1
1998214,-72.6465,-37.1041,1
1998215,-72.6118,-37.2407,1
1998216,-72.577,-37.3773,1
1998217,-72.5596,-37.4456,1
1998218,-72.5596,-37.4456,1
1998219,-72.5596,-37.4456,1
1998220,-72.5596,-37.4456,1
1998221,-72.5596,-37.4456,1
1998222,-72.5596,-37.4456,1
1998223,-72.5596,-37.4456,1
1998224,-72.5596,-37.4456,1
1998225,-72.5596,-37.4456,1
1998226,-72.5387,-37.5896,1
1998227,-72.4969,-37.8774,1
1998228,-72.4552,-38.1654,1
1998229,-72.429,-38.3582,1
1998230,-72.4185,-38.4561,1
1998231,-72.4079,-38.554,1
1998232,-72.3884,-38.6784,1
1998233,-72.3599,-38.8294,1
1998234,-72.3314,-38.9805,1
1998235,-72.231,-39.0881,1
1998236,-72.0585,-39.1522,1
1998237,-71.886,-39.2164,1
1998238,-71.7546,-39.165,1
1998239,-71.6643,-38.998,1
1998240,-71.5739,-38.8311,1
1998241,-71.5287,-38.7476,1
1998242,-71.5287,-38.7476,1
1998243,-71.5287,-38.7476,1
1998244,-71.5474,-38.954,1
1998245,-71.5847,-39.3666,1
1998246,-71.622,-39.7794,1
1998247,-71.6307,-40.0624,1
1998248,-71.6107,-40.2157,1
1998249,-71.5908,-40.3691,1
1998250,-71.5644,-40.5545,1
1998251,-71.5316,-40.7719,1
1998252,-71.4989,-40.9893,1
1998253,-71.4967,-41.2073,1
1998254,-71.525,-41.4258,1
1998255,-71.5533,-41.6443,1
1998256,-71.5609,-41.8701,1
1998257,-71.5478,-42.103,1
1998258,-71.5346,-42.3359,1
1998259,-71.4722,-42.4484,1
1998260,-71.3604,-42.4404,1
1998261,-71.2486,-42.4324,1
1998262,-71.1535,-42.401,1
1998263,-71.0751,-42.3462,1
1998264,-70.9966,-42.2915,1
1998265,-70.9574,-42.2641,1
1998266,-70.9574,-42.2641,1
1998267,-70.9574,-42.2641,1
1998268,-70.9375,-42.2638,1
1998269,-70.8976,-42.2632,1
1998270,-70.8577,-42.2627,1
1998271,-70.8301,-42.296,1
1998272,-70.8148,-42.3632,1
1998273,-70.7995,-42.4303,1
1998274,-70.7978,-42.5568,1
1998275,-70.8099,-42.7428,1
1998276,-70.822,-42.9287,1
1998277,-70.8503,-43.113,1
1998278,-70.8948,-43.2957,1
1998279,-70.9393,-43.4785,1
1998280,-70.9726,-43.6451,1
1998281,-70.9946,-43.7954,1
1998282,-71.0165,-43.9457,1
1998283,-71.0275,-44.0209,1
1998284,-71.0275,-44.0209,1
1998285,-71.0275,-44.0209,1
1998286,-71.0151,-43.9554,1
1998287,-70.9904,-43.8246,1
1998288,-70.9656,-43.6936,1
1998289,-70.9548,-43.6833,1
1998290,-70.9581,-43.7935,1
1998291,-70.9614,-43.9037,1
1998292,-70.9668,-44.0055,1
1998293,-70.9744,-44.099,1
1998294,-70.9821,-44.1924,1
1998295,-70.9433,-44.2763,1
1998296,-70.8581,-44.3507,1
1998297,-70.7729,-44.4251,1
1998298,-70.7009,-44.438,1
1998299,-70.6421,-44.3894,1
1998300,-70.5833,-44.3408,1
1998301,-70.5539,-44.3165,1
1998302,-70.5539,-44.3165,1
1998303,-70.5539,-44.3165,1
1998304,-70.5578,-44.3415,1
1998305,-70.5655,-44.3916,1
1998306,-70.5732,-44.4417,1
1998307,-70.5581,-44.4954,1
1998308,-70.5202,-44.5526,1
1998309,-70.4823,-44.6099,1
1998310,-70.384,-44.6224,1
1998311,-70.2254,-44.5899,1
1998312,-70.0669,-44.5574,1
1998313,-69.9876,-44.5412,1
1998314,-69.9876,-44.5412,1
1998315,-69.9876,-44.5412,1
1998316,-69.9443,-44.5187,1
1998317,-69.8577,-44.4738,1
1998318,-69.7711,-44.4288,1
1998319,-69.7278,-44.4063,1
1998320,-69.7278,-44.4063,1
1998321,-69.7278,-44.4063,1
1998322,-69.7278,-44.4063,1
1998323,-69.7278,-44.4063,1
1998324,-69.7278,-44.4063,1
1998325,-69.7278,-44.4063,1
1998326,-69.7278,-44.4063,1
1998327,-69.7278,-44.4063,1
1998328,-69.7378,-44.461,1
1998329,-69.7577,-44.5703,1
1998330,-69.7776,-44.6796,1
1998331,-69.8254,-44.7955,1
1998332,-69.9011,-44.9178,1
1998333,-69.9768,-45.0401,1
1998334,-70.0131,-45.1459,1
1998335,-70.01,-45.235,1
1998336,-70.0069,-45.3241,1
