ascat_1,ascat_2,ascat_3,date
-69.6,13.7,1,2015266
-69.6,13.7,1,2015267
-69.6,13.7,1,2015268
-69.6,13.7,1,2015269
-69.6,13.7,1,2015270
-69.6,13.7,1,2015271
-69.6,13.7,1,2015272
-69.6,13.7,1,2015273
-69.6,13.7,1,2015274
-69.6,13.7,1,2015275
-69.7572,13.933,1,2015276
-69.645,13.7248,1,2015277
-69.645,13.7248,1,2015278
-69.645,13.7248,1,2015279
-69.645,13.7248,0,2015280
-69.645,13.7248,1,2015281
-69.645,13.7248,1,2015282
-69.645,13.7248,1,2015283
-69.645,13.7248,1,2015284
-69.645,13.7248,1,2015285
-69.645,13.7248,0,2015286
-69.645,13.7248,1,2015287
-69.645,13.7248,1,2015288
-69.645,13.7248,1,2015289
-69.645,13.7248,1,2015290
-69.645,13.7248,1,2015291
-69.645,13.7248,0,2015292
-69.645,13.7248,1,2015293
-69.645,13.7248,1,2015294
-69.645,13.7248,1,2015295
-69.645,13.7248,1,2015296
-69.645,13.7248,1,2015297
-69.645,13.7248,1,2015298
-69.645,13.7248,1,2015299
-69.645,13.7248,0,2015300
-69.645,13.7248,1,2015301
-69.645,13.7248,1,2015302
-69.6602,13.7706,1,2015303
-69.6602,13.7706,1,2015304
-69.6602,13.7706,1,2015305
-69.6602,13.7706,1,2015306
-69.6602,13.7706,1,2015307
-69.6989,13.7979,1,2015308
-69.6754,13.6968,1,2015309
-69.6754,13.6968,1,2015310
-69.6754,13.6968,1,2015311
-69.6754,13.6968,1,2015312
-69.6754,13.6968,1,2015314
-69.6754,13.6968,1,2015315
-69.6754,13.6968,1,2015316
-69.6754,13.6968,1,2015317
-69.6754,13.6968,1,2015318
-69.6754,13.6968,1,2015319
-69.6754,13.6968,1,2015320
-69.6754,13.6968,1,2015321
-69.6754,13.6968,1,2015322
-69.6754,13.6968,1,2015323
-69.6754,13.6968,1,2015325
-69.6837,13.7308,1,2015326
-69.6837,13.7308,1,2015327
-69.6837,13.7308,1,2015329
-69.6837,13.7308,1,2015330
-69.6541,13.7101,1,2015331
-69.6541,13.7101,1,2015332
-69.6541,13.7101,1,2015333
-69.6541,13.7101,1,2015335
-69.6541,13.7101,1,2015336
-69.6693,13.777,1,2015337
-69.6693,13.777,1,2015338
-69.6693,13.777,1,2015339
-69.6693,13.777,1,2015340
-69.6693,13.777,1,2015342
-69.6693,13.777,1,2015343
-69.6693,13.777,1,2015344
-69.6693,13.777,1,2015345
-69.6693,13.777,1,2015346
-69.6693,13.777,1,2015347
-69.6693,13.777,1,2015349
-69.6693,13.777,1,2015350
-69.6693,13.777,1,2015351
-69.6693,13.777,1,2015352
-69.6693,13.777,1,2015353
-69.6693,13.777,1,2015354
-69.6693,13.777,1,2015355
-69.6693,13.777,1,2015356
-69.6693,13.777,1,2015357
-69.6693,13.777,1,2015358
-69.6693,13.777,1,2015359
-69.6693,13.777,1,2015360
-69.6693,13.777,1,2015361
-69.6693,13.777,1,2015363
-69.6693,13.777,1,2015364
-69.6693,13.777,1,2015365
-69.6693,13.777,1,2016002
-69.6693,13.777,1,2016003
-69.6693,13.777,1,2016004
-69.6693,13.777,1,2016005
-69.6693,13.777,1,2016006
-69.6693,13.777,1,2016007
-69.6693,13.777,1,2016008
-69.6693,13.777,1,2016009
-69.6693,13.777,1,2016010
-69.6693,13.777,1,2016011
-69.6693,13.777,1,2016012
-69.6693,13.777,1,2016013
-69.6693,13.777,1,2016015
-69.6693,13.777,1,2016016
-69.6693,13.777,1,2016017
-69.6693,13.777,1,2016019
-69.6693,13.777,1,2016020
-69.6693,13.777,1,2016021
-69.6693,13.777,1,2016022
-69.6693,13.777,1,2016023
-69.6693,13.777,1,2016025
-69.6693,13.777,1,2016026
-69.6693,13.777,1,2016027
-69.6693,13.777,1,2016028
-69.6693,13.777,1,2016029
-69.6693,13.777,1,2016030
-69.6693,13.777,1,2016032
-69.6693,13.777,1,2016033
-69.6693,13.777,1,2016034
-69.6693,13.777,1,2016035
-69.6693,13.777,1,2016036
-69.6693,13.777,1,2016037
-69.6693,13.777,1,2016038
-69.6693,13.777,1,2016039
-69.6693,13.777,1,2016041
-69.6693,13.777,1,2016042
-69.6693,13.777,1,2016043
-69.6693,13.777,1,2016044
-69.6693,13.777,1,2016045
-69.6693,13.777,1,2016046
-69.6693,13.777,1,2016048
-69.6693,13.777,1,2016049
-69.6693,13.777,1,2016050
-69.6693,13.777,1,2016051
-69.6693,13.777,1,2016052
-69.6693,13.777,1,2016053
-69.6693,13.777,1,2016054
-69.6693,13.777,1,2016056
-69.6693,13.777,1,2016057
-69.6693,13.777,1,2016058
-69.6693,13.777,1,2016059
-69.6693,13.777,1,2016061
-69.6693,13.777,1,2016062
-69.6693,13.777,1,2016063
-69.6693,13.777,1,2016064
-69.6693,13.777,1,2016065
-69.6693,13.777,1,2016066
-69.6693,13.777,1,2016067
-69.6693,13.777,1,2016069
-69.6693,13.777,1,2016070
-69.6693,13.777,1,2016071
-69.6693,13.777,1,2016072
-69.6693,13.777,1,2016073
-69.6693,13.777,1,2016074
-69.6693,13.777,1,2016076
-69.6693,13.777,1,2016077
-69.6693,13.777,1,2016078
-69.6693,13.777,1,2016079
-69.6693,13.777,1,2016080
-69.6693,13.777,1,2016081
-69.6693,13.777,1,2016083
-69.6693,13.777,1,2016084
-69.6693,13.777,1,2016085
-69.6693,13.777,1,2016086
-69.6693,13.777,1,2016087
-69.6693,13.777,1,2016088
-69.6693,13.777,1,2016090
-69.6693,13.777,1,2016091
-69.6693,13.777,1,2016092
-69.6693,13.777,1,2016093
-69.6693,13.777,1,2016094
-69.6693,13.777,1,2016095
-69.6693,13.777,1,2016097
-69.6693,13.777,1,2016098
-69.6693,13.777,1,2016099
-69.6693,13.777,1,2016100
-69.6693,13.777,1,2016101
-69.6693,13.777,1,2016102
-69.6693,13.777,1,2016104
-69.6693,13.777,1,2016105
-69.6693,13.777,1,2016106
-69.6693,13.777,1,2016107
-69.6693,13.777,1,2016108
-69.6693,13.777,1,2016109
-69.6693,13.777,1,2016110
-69.6693,13.777,1,2016111
-69.6693,13.777,1,2016112
-69.6693,13.777,1,2016113
-69.6693,13.777,1,2016114
-69.6693,13.777,1,2016115
-69.6693,13.777,1,2016117
-69.6693,13.777,1,2016118
-69.6693,13.777,1,2016119
-69.6588,13.7781,1,2016120
-69.6588,13.7781,1,2016121
-69.6588,13.7781,1,2016122
-69.6588,13.7781,1,2016124
-69.6938,13.7351,1,2016125
-69.6938,13.7351,1,2016126
-69.6938,13.7351,1,2016127
-69.6938,13.7351,1,2016128
-69.6938,13.7351,1,2016129
-69.6938,13.7351,1,2016131
-69.6931,13.7346,1,2016132
-69.6931,13.7346,1,2016133
-69.6931,13.7346,1,2016137
-69.6931,13.7346,1,2016138
-69.6931,13.7346,1,2016139
-69.6931,13.7346,1,2016140
-69.6931,13.7346,1,2016141
-69.6931,13.7346,1,2016142
-69.6931,13.7346,1,2016143
-69.6931,13.7346,1,2016145
-69.5909,13.8313,1,2016146
-69.6768,13.706,1,2016147
-69.6768,13.706,1,2016148
-69.6768,13.706,1,2016149
-69.6768,13.706,1,2016150
-69.6768,13.706,1,2016151
-69.6768,13.706,1,2016152
-69.6768,13.706,1,2016153
-69.6768,13.706,1,2016154
-69.6768,13.706,1,2016156
-69.6768,13.706,1,2016157
-69.6768,13.706,1,2016158
-69.6768,13.706,1,2016159
-69.6768,13.706,1,2016160
-69.6768,13.706,1,2016161
-69.6768,13.706,1,2016163
-69.6768,13.706,1,2016164
-69.6768,13.706,1,2016165
-69.6768,13.706,1,2016182
-69.6768,13.706,1,2016183
-69.6768,13.706,1,2016184
-69.6768,13.706,1,2016186
-69.6768,13.706,1,2016188
-69.6768,13.706,1,2016189
-69.6768,13.706,1,2016190
-69.6768,13.706,1,2016191
-69.6768,13.706,1,2016192
