date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2002118,-65.43,92.28,1,0,0,0
2002119,-65.43,92.28,1,0,0,0
2002120,-65.43,92.28,1,0,0,0
2002121,-65.43,92.28,1,0,0,0
2002122,-65.43,92.28,1,0,0,0
2002123,-65.43,92.28,1,0,0,0
2002124,-65.7773,92.4629,1,0,0,0
2002125,-65.7669,92.4789,1,0,0,0
2002126,-65.7669,92.4789,1,0,0,0
2002127,-65.7669,92.4789,1,0,0,0
2002128,-65.7322,92.4869,1,0,0,0
2002129,-65.7597,92.4898,1,0,0,0
2002130,-65.7597,92.4898,1,0,0,0
2002131,-65.7597,92.4898,1,0,0,0
2002132,-65.7597,92.4898,1,0,0,0
2002133,-65.7597,92.4898,1,0,0,0
2002134,-65.7597,92.4898,1,0,0,0
2002135,-65.7597,92.4898,1,0,0,0
2002136,-65.7597,92.4898,1,0,0,0
2002137,-65.7597,92.4898,1,0,0,0
2002138,-65.7597,92.4898,1,0,0,0
2002139,-65.7597,92.4898,1,0,0,0
2002140,-65.7597,92.4898,1,0,0,0
2002141,-65.7597,92.4898,1,0,0,0
2002142,-65.7597,92.4898,1,0,0,0
2002143,-65.7597,92.4898,1,0,0,0
2002144,-65.7597,92.4898,1,0,0,0
2002145,-65.7597,92.4898,1,0,0,0
2002146,-65.7597,92.4898,1,0,0,0
2002147,-65.7597,92.4898,1,0,0,0
2002148,-65.7597,92.4898,1,0,0,0
2002149,-65.7597,92.4898,1,0,0,0
2002150,-65.7597,92.4898,1,0,0,0
2002151,-65.7597,92.4898,1,0,0,0
2002152,-65.7597,92.4898,1,0,0,0
2002153,-65.7757,92.5458,1,0,0,0
2002154,-65.7757,92.5458,1,0,0,0
2002155,-65.7757,92.5458,1,0,0,0
2002156,-65.7757,92.5458,1,0,0,0
2002157,-65.7704,92.4302,1,0,0,0
2002158,-65.7704,92.4302,1,0,0,0
2002159,-65.7704,92.4302,1,0,0,0
2002160,-65.7704,92.4302,1,0,0,0
