date,qscat_1,qscat_2,qscat_3
2008023,-61.0314,157.3095,1
2008024,-61.0681,157.3834,1
2008025,-61.08,157.5026,1
2008026,-61.08,157.5026,1
2008027,-61.1394,157.7403,1
2008028,-61.2015,157.9342,0
2008029,-61.2661,158.1025,0
2008030,-61.3198,158.292,0
2008031,-61.3493,158.549,1
2008032,-61.3579,159.0155,1
2008033,-61.3334,159.2145,1
2008034,-61.3334,159.2145,1
2008035,-61.2874,159.4224,1
2008036,-61.1971,159.439,1
2008037,-61.1999,159.3716,1
2008038,-61.2088,159.5466,1
2008039,-61.2734,159.5328,1
2008040,-61.2696,159.6667,0
2008041,-61.2587,159.9702,0
2008042,-61.2414,160.2957,1
2008043,-61.1856,160.6126,1
2008044,-61.1544,160.7092,1
2008045,-61.1807,161.1107,1
2008046,-61.1091,161.1841,1
2008069,-61.0283,160.9955,1
2008070,-61.0283,160.9955,1
2008071,-60.976,161.1778,1
2008072,-61.0308,161.5522,1
