date,nic_1,nic_2,nic_3,size_1,size_2
1987277,-63.9,-56.2,1,16,8
1987291,-64,-56.2,1,16,8
1987305,-64,-55.8,1,16,8
1987306,-64.0111,-55.8055,0,0,0
1987307,-64.0397,-55.8198,0,0,0
1987308,-64.0787,-55.8394,0,0,0
1987309,-64.1213,-55.8606,0,0,0
1987310,-64.1603,-55.8802,0,0,0
1987311,-64.1889,-55.8945,0,0,0
1987312,-64.2,-55.9,1,16,8
1987313,-64.2,-55.9,0,0,0
1987314,-64.2,-55.9,0,0,0
1987315,-64.2,-55.9,0,0,0
1987316,-64.2,-55.9,0,0,0
1987317,-64.2,-55.9,0,0,0
1987318,-64.2,-55.9,0,0,0
1987319,-64.2,-55.9,1,16,8
1987361,-63.3,-53.1,1,13,7
1987362,-63.2854,-53.03,0,0,0
1987363,-63.2724,-52.9554,0,0,0
1987364,-63.2603,-52.8793,0,0,0
1987365,-63.2485,-52.8046,0,0,0
1988001,-63.2299,-52.7023,0,0,0
1988002,-63.2159,-52.645,0,0,0
1988003,-63.2,-52.6,1,13,7
1988087,-60.3,-50.8,1,13,7
1988108,-59.5,-46.2,1,13,7
