date,qscat_1,qscat_2,qscat_3
2009164,-64.8482,95.212,1
2009165,-64.8482,95.212,1
2009166,-64.8482,95.212,1
2009167,-64.845,95.065,1
2009168,-64.8366,95.1439,1
2009169,-64.8366,95.1439,1
2009170,-64.8598,95.095,1
2009171,-64.8409,95.1728,1
2009172,-64.8409,95.1728,1
2009173,-64.8409,95.1728,1
2009174,-64.8339,95.0261,1
2009175,-64.8447,95.1177,1
2009176,-64.8644,95.1595,1
2009177,-64.8644,95.1595,1
2009178,-64.8644,95.1595,1
2009179,-64.8644,95.1595,1
2009180,-64.8644,95.1595,1
2009181,-64.8644,95.1595,1
2009182,-64.8644,95.1595,1
2009183,-64.8644,95.1595,1
2009184,-64.8644,95.1595,1
2009185,-64.8644,95.1595,1
2009186,-64.8644,95.1595,1
2009187,-64.8644,95.1595,1
2009188,-64.8644,95.1595,1
2009189,-64.8644,95.1595,1
2009190,-64.8644,95.1595,1
2009191,-64.8644,95.1595,1
2009192,-64.8644,95.1595,1
2009193,-64.8644,95.1595,1
2009194,-64.8511,95.0932,1
2009195,-64.8511,95.0932,1
2009196,-64.8511,95.0932,1
2009197,-64.8511,95.0932,1
2009198,-64.8783,95.1258,1
2009199,-64.8407,95.1362,1
2009200,-64.8485,95.2024,1
2009201,-64.8591,95.0679,1
2009202,-64.8336,95.1799,1
2009203,-64.8439,95.1379,1
2009204,-64.8013,95.1375,1
2009205,-64.8268,94.9237,1
2009206,-64.8329,95.0959,1
2009207,-64.7756,95.2501,1
2009208,-64.6676,95.4107,1
2009209,-64.6792,95.3245,1
