date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,nscat_1,nscat_2,nscat_3,qscat_1,qscat_2,qscat_3,size_1,size_2
1989225,0,0,0,-70.4,168.6,1,0,0,0,0,0,0,30,19
1989226,0,0,0,-70.3735,168.5081,0,0,0,0,0,0,0,0,0
1989227,0,0,0,-70.351,168.4181,0,0,0,0,0,0,0,0,0
1989228,0,0,0,-70.3327,168.3301,0,0,0,0,0,0,0,0,0
1989229,0,0,0,-70.3184,168.2443,0,0,0,0,0,0,0,0,0
1989230,0,0,0,-70.3082,168.1606,0,0,0,0,0,0,0,0,0
1989231,0,0,0,-70.302,168.0791,0,0,0,0,0,0,0,0,0
1989232,0,0,0,-70.3,168,1,0,0,0,0,0,0,30,19
1989233,0,0,0,-70.3055,167.9289,0,0,0,0,0,0,0,0,0
1989234,0,0,0,-70.3198,167.8675,0,0,0,0,0,0,0,0,0
1989235,0,0,0,-70.3394,167.81,0,0,0,0,0,0,0,0,0
1989236,0,0,0,-70.3606,167.7503,0,0,0,0,0,0,0,0,0
1989237,0,0,0,-70.3802,167.6827,0,0,0,0,0,0,0,0,0
1989238,0,0,0,-70.3945,167.6012,0,0,0,0,0,0,0,0,0
1989239,0,0,0,-70.4,167.5,1,0,0,0,0,0,0,30,19
1989240,0,0,0,-70.3557,167.3255,0,0,0,0,0,0,0,0,0
1989241,0,0,0,-70.2414,167.0541,0,0,0,0,0,0,0,0,0
1989242,0,0,0,-70.0851,166.7245,0,0,0,0,0,0,0,0,0
1989243,0,0,0,-69.9149,166.3755,0,0,0,0,0,0,0,0,0
1989244,0,0,0,-69.7586,166.0459,0,0,0,0,0,0,0,0,0
1989245,0,0,0,-69.6443,165.7745,0,0,0,0,0,0,0,0,0
1989246,0,0,0,-69.6,165.6,1,0,0,0,0,0,0,30,19
1989247,0,0,0,-69.6038,165.4958,0,0,0,0,0,0,0,0,0
1989248,0,0,0,-69.614,165.4073,0,0,0,0,0,0,0,0,0
1989249,0,0,0,-69.6289,165.3318,0,0,0,0,0,0,0,0,0
1989250,0,0,0,-69.6466,165.2662,0,0,0,0,0,0,0,0,0
1989251,0,0,0,-69.6656,165.2076,0,0,0,0,0,0,0,0,0
1989252,0,0,0,-69.684,165.1532,0,0,0,0,0,0,0,0,0
1989253,0,0,0,-69.7,165.1,1,0,0,0,0,0,0,30,19
1989254,0,0,0,-69.716,165.049,0,0,0,0,0,0,0,0,0
1989255,0,0,0,-69.7344,165.0025,0,0,0,0,0,0,0,0,0
1989256,0,0,0,-69.7534,164.9594,0,0,0,0,0,0,0,0,0
1989257,0,0,0,-69.7711,164.9186,0,0,0,0,0,0,0,0,0
1989258,0,0,0,-69.786,164.8792,0,0,0,0,0,0,0,0,0
1989259,0,0,0,-69.7962,164.84,0,0,0,0,0,0,0,0,0
1989260,0,0,0,-69.8,164.8,1,0,0,0,0,0,0,30,19
1989281,0,0,0,-69.5,164,1,0,0,0,0,0,0,30,19
1989282,0,0,0,-69.5,163.9239,0,0,0,0,0,0,0,0,0
1989283,0,0,0,-69.5,163.8244,0,0,0,0,0,0,0,0,0
1989284,0,0,0,-69.5,163.708,0,0,0,0,0,0,0,0,0
1989285,0,0,0,-69.5,163.581,0,0,0,0,0,0,0,0,0
1989286,0,0,0,-69.5,163.4498,0,0,0,0,0,0,0,0,0
1989287,0,0,0,-69.5,163.3206,0,0,0,0,0,0,0,0,0
1989288,0,0,0,-69.5,163.2,1,0,0,0,0,0,0,30,19
1989289,0,0,0,-69.5,163.0748,0,0,0,0,0,0,0,0,0
1989290,0,0,0,-69.5,162.9351,0,0,0,0,0,0,0,0,0
1989291,0,0,0,-69.5,162.7918,0,0,0,0,0,0,0,0,0
1989292,0,0,0,-69.5,162.6558,0,0,0,0,0,0,0,0,0
1989293,0,0,0,-69.5,162.5379,0,0,0,0,0,0,0,0,0
1989294,0,0,0,-69.5,162.449,0,0,0,0,0,0,0,0,0
1989295,0,0,0,-69.5,162.4,1,0,0,0,0,0,0,30,19
1989296,0,0,0,-69.4945,162.3758,0,0,0,0,0,0,0,0,0
1989297,0,0,0,-69.4802,162.3543,0,0,0,0,0,0,0,0,0
1989298,0,0,0,-69.4606,162.3358,0,0,0,0,0,0,0,0,0
1989299,0,0,0,-69.4394,162.3207,0,0,0,0,0,0,0,0,0
1989300,0,0,0,-69.4198,162.3095,0,0,0,0,0,0,0,0,0
1989301,0,0,0,-69.4055,162.3024,0,0,0,0,0,0,0,0,0
1989302,0,0,0,-69.4,162.3,1,0,0,0,0,0,0,30,19
1989303,0,0,0,-69.4,162.3,0,0,0,0,0,0,0,0,0
1989304,0,0,0,-69.4,162.3,0,0,0,0,0,0,0,0,0
1989305,0,0,0,-69.4,162.3,0,0,0,0,0,0,0,0,0
1989306,0,0,0,-69.4,162.3,0,0,0,0,0,0,0,0,0
1989307,0,0,0,-69.4,162.3,0,0,0,0,0,0,0,0,0
1989308,0,0,0,-69.4,162.3,0,0,0,0,0,0,0,0,0
1989309,0,0,0,-69.4,162.3,1,0,0,0,0,0,0,30,19
1989310,0,0,0,-69.3945,162.2844,0,0,0,0,0,0,0,0,0
1989311,0,0,0,-69.3802,162.2426,0,0,0,0,0,0,0,0,0
1989312,0,0,0,-69.3606,162.182,0,0,0,0,0,0,0,0,0
1989313,0,0,0,-69.3394,162.1101,0,0,0,0,0,0,0,0,0
1989314,0,0,0,-69.3198,162.0341,0,0,0,0,0,0,0,0,0
1989315,0,0,0,-69.3055,161.9616,0,0,0,0,0,0,0,0,0
1989316,0,0,0,-69.3,161.9,1,0,0,0,0,0,0,30,19
1989330,0,0,0,-69.45,161.2,1,0,0,0,0,0,0,30,19
1989358,0,0,0,-69.3,160.5,1,0,0,0,0,0,0,30,19
1990007,0,0,0,-69.5,160.5,1,0,0,0,0,0,0,30,19
1990028,0,0,0,-69.3,160.4,1,0,0,0,0,0,0,30,19
1990029,0,0,0,-69.3,160.4055,0,0,0,0,0,0,0,0,0
1990030,0,0,0,-69.3,160.4198,0,0,0,0,0,0,0,0,0
1990031,0,0,0,-69.3,160.4394,0,0,0,0,0,0,0,0,0
1990032,0,0,0,-69.3,160.4606,0,0,0,0,0,0,0,0,0
1990033,0,0,0,-69.3,160.4802,0,0,0,0,0,0,0,0,0
1990034,0,0,0,-69.3,160.4945,0,0,0,0,0,0,0,0,0
1990035,0,0,0,-69.3,160.5,1,0,0,0,0,0,0,30,19
1990036,0,0,0,-69.3,160.5,0,0,0,0,0,0,0,0,0
1990037,0,0,0,-69.3,160.5,0,0,0,0,0,0,0,0,0
1990038,0,0,0,-69.3,160.5,0,0,0,0,0,0,0,0,0
1990039,0,0,0,-69.3,160.5,0,0,0,0,0,0,0,0,0
1990040,0,0,0,-69.3,160.5,0,0,0,0,0,0,0,0,0
1990041,0,0,0,-69.3,160.5,0,0,0,0,0,0,0,0,0
1990042,0,0,0,-69.3,160.5,1,0,0,0,0,0,0,30,19
1990063,0,0,0,-68.7,159.2,1,0,0,0,0,0,0,30,19
1990064,0,0,0,-68.7055,159.1125,0,0,0,0,0,0,0,0,0
1990065,0,0,0,-68.7198,159.0057,0,0,0,0,0,0,0,0,0
1990066,0,0,0,-68.7394,158.8915,0,0,0,0,0,0,0,0,0
1990067,0,0,0,-68.7606,158.7819,0,0,0,0,0,0,0,0,0
1990068,0,0,0,-68.7802,158.6888,0,0,0,0,0,0,0,0,0
1990069,0,0,0,-68.7945,158.6242,0,0,0,0,0,0,0,0,0
1990070,0,0,0,-68.8,158.6,1,0,0,0,0,0,0,30,19
1990071,0,0,0,-68.7974,158.6055,0,0,0,0,0,0,0,0,0
1990072,0,0,0,-68.7899,158.6198,0,0,0,0,0,0,0,0,0
1990073,0,0,0,-68.7781,158.6394,0,0,0,0,0,0,0,0,0
1990074,0,0,0,-68.7627,158.6606,0,0,0,0,0,0,0,0,0
1990075,0,0,0,-68.7441,158.6802,0,0,0,0,0,0,0,0,0
1990076,0,0,0,-68.723,158.6945,0,0,0,0,0,0,0,0,0
1990077,0,0,0,-68.7,158.7,1,0,0,0,0,0,0,30,19
1990078,0,0,0,-68.6614,158.6872,0,0,0,0,0,0,0,0,0
1990079,0,0,0,-68.5984,158.6518,0,0,0,0,0,0,0,0,0
1990080,0,0,0,-68.5192,158.5985,0,0,0,0,0,0,0,0,0
1990081,0,0,0,-68.4318,158.5321,0,0,0,0,0,0,0,0,0
1990082,0,0,0,-68.3441,158.457,0,0,0,0,0,0,0,0,0
1990083,0,0,0,-68.2641,158.3781,0,0,0,0,0,0,0,0,0
1990084,0,0,0,-68.2,158.3,1,0,0,0,0,0,0,30,19
1990085,0,0,0,-68.1482,158.2205,0,0,0,0,0,0,0,0,0
1990086,0,0,0,-68.0999,158.1329,0,0,0,0,0,0,0,0,0
1990087,0,0,0,-68.0546,158.0351,0,0,0,0,0,0,0,0,0
1990088,0,0,0,-68.0123,157.925,0,0,0,0,0,0,0,0,0
1990089,0,0,0,-67.9726,157.8005,0,0,0,0,0,0,0,0,0
1990090,0,0,0,-67.9352,157.6596,0,0,0,0,0,0,0,0,0
1990091,0,0,0,-67.9,157.5,1,0,0,0,0,0,0,30,19
1990092,0,0,0,-67.8637,157.2784,0,0,0,0,0,0,0,0,0
1990093,0,0,0,-67.8254,156.9725,0,0,0,0,0,0,0,0,0
1990094,0,0,0,-67.7877,156.6113,0,0,0,0,0,0,0,0,0
1990095,0,0,0,-67.7535,156.2242,0,0,0,0,0,0,0,0,0
1990096,0,0,0,-67.7257,155.8405,0,0,0,0,0,0,0,0,0
1990097,0,0,0,-67.7069,155.4893,0,0,0,0,0,0,0,0,0
1990098,0,0,0,-67.7,155.2,1,0,0,0,0,0,0,30,19
1990099,0,0,0,-67.7,154.9527,0,0,0,0,0,0,0,0,0
1990100,0,0,0,-67.7,154.7117,0,0,0,0,0,0,0,0,0
1990101,0,0,0,-67.7,154.4827,0,0,0,0,0,0,0,0,0
1990102,0,0,0,-67.7,154.2715,0,0,0,0,0,0,0,0,0
1990103,0,0,0,-67.7,154.0835,0,0,0,0,0,0,0,0,0
1990104,0,0,0,-67.7,153.9244,0,0,0,0,0,0,0,0,0
1990105,0,0,0,-67.7,153.8,1,0,0,0,0,0,0,30,19
1990106,0,0,0,-67.679,153.6967,0,0,0,0,0,0,0,0,0
1990107,0,0,0,-67.6244,153.5993,0,0,0,0,0,0,0,0,0
1990108,0,0,0,-67.5493,153.5106,0,0,0,0,0,0,0,0,0
1990109,0,0,0,-67.4664,153.4334,0,0,0,0,0,0,0,0,0
1990110,0,0,0,-67.3886,153.3707,0,0,0,0,0,0,0,0,0
1990111,0,0,0,-67.3289,153.3253,0,0,0,0,0,0,0,0,0
1990112,0,0,0,-67.3,153.3,1,0,0,0,0,0,0,30,19
1990252,0,0,0,-66.8,152.5,1,0,0,0,0,0,0,30,19
1990287,0,0,0,-66.6,151.35,1,0,0,0,0,0,0,30,19
1990329,0,0,0,-66.5,150,1,0,0,0,0,0,0,30,19
1990343,0,0,0,-65.8,149.2,1,0,0,0,0,0,0,30,19
1990344,0,0,0,-65.8,149.1172,0,0,0,0,0,0,0,0,0
1990345,0,0,0,-65.8,149.0217,0,0,0,0,0,0,0,0,0
1990346,0,0,0,-65.8,148.9176,0,0,0,0,0,0,0,0,0
1990347,0,0,0,-65.8,148.8091,0,0,0,0,0,0,0,0,0
1990348,0,0,0,-65.8,148.7006,0,0,0,0,0,0,0,0,0
1990349,0,0,0,-65.8,148.5961,0,0,0,0,0,0,0,0,0
1990350,0,0,0,-65.8,148.5,1,0,0,0,0,0,0,30,19
1991020,0,0,0,-65.7,145.7,1,0,0,0,0,0,0,30,19
1991055,0,0,0,-65.5,141.8,1,0,0,0,0,0,0,30,19
1991069,0,0,0,-65.3,141,1,0,0,0,0,0,0,30,19
1991083,0,0,0,-65.8,141,1,0,0,0,0,0,0,30,19
1991104,0,0,0,-65.5,139,1,0,0,0,0,0,0,30,19
1991146,0,0,0,-64.8,133.5,1,0,0,0,0,0,0,30,19
1991160,0,0,0,-64.8,133.3,1,0,0,0,0,0,0,30,19
1991244,0,0,0,-65.5,133.6,1,0,0,0,0,0,0,30,19
1991279,0,0,0,-65.5,133.6,1,0,0,0,0,0,0,30,19
1991293,0,0,0,-65.5,133.6,1,0,0,0,0,0,0,30,19
1991294,0,0,0,-65.5,133.6,0,0,0,0,0,0,0,0,0
1991295,0,0,0,-65.5,133.6,0,0,0,0,0,0,0,0,0
1991296,0,0,0,-65.5,133.6,0,0,0,0,0,0,0,0,0
1991297,0,0,0,-65.5,133.6,0,0,0,0,0,0,0,0,0
1991298,0,0,0,-65.5,133.6,0,0,0,0,0,0,0,0,0
1991299,0,0,0,-65.5,133.6,0,0,0,0,0,0,0,0,0
1991300,0,0,0,-65.5,133.6,1,0,0,0,0,0,0,30,19
1991301,0,0,0,-65.5,133.6222,0,0,0,0,0,0,0,0,0
1991302,0,0,0,-65.5,133.6793,0,0,0,0,0,0,0,0,0
1991303,0,0,0,-65.5,133.7574,0,0,0,0,0,0,0,0,0
1991304,0,0,0,-65.5,133.8426,0,0,0,0,0,0,0,0,0
1991305,0,0,0,-65.5,133.9207,0,0,0,0,0,0,0,0,0
1991306,0,0,0,-65.5,133.9778,0,0,0,0,0,0,0,0,0
1991307,0,0,0,-65.5,134,1,0,0,0,0,0,0,30,19
1991308,0,0,0,-65.5,134,0,0,0,0,0,0,0,0,0
1991309,0,0,0,-65.5,134,0,0,0,0,0,0,0,0,0
1991310,0,0,0,-65.5,134,0,0,0,0,0,0,0,0,0
1991311,0,0,0,-65.5,134,0,0,0,0,0,0,0,0,0
1991312,0,0,0,-65.5,134,0,0,0,0,0,0,0,0,0
1991313,0,0,0,-65.5,134,0,0,0,0,0,0,0,0,0
1991314,0,0,0,-65.5,134,1,0,0,0,0,0,0,30,19
1991328,0,0,0,-65.6,133.5,1,0,0,0,0,0,0,30,19
1991329,0,0,0,-65.5945,133.4659,0,0,0,0,0,0,0,0,0
1991330,0,0,0,-65.5802,133.4284,0,0,0,0,0,0,0,0,0
1991331,0,0,0,-65.5606,133.3906,0,0,0,0,0,0,0,0,0
1991332,0,0,0,-65.5394,133.3557,0,0,0,0,0,0,0,0,0
1991333,0,0,0,-65.5198,133.3269,0,0,0,0,0,0,0,0,0
1991334,0,0,0,-65.5055,133.3072,0,0,0,0,0,0,0,0,0
1991335,0,0,0,-65.5,133.3,1,0,0,0,0,0,0,30,19
1991356,0,0,0,-65.5,133.3,1,0,0,0,0,0,0,30,19
1992005,0,0,0,-65.6,133.9,1,0,0,0,0,0,0,30,19
1992019,0,0,0,-65.5,133,1,0,0,0,0,0,0,30,19
1992031,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992032,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992033,-65.38,133.31,1,-65.8,133,1,0,0,0,0,0,0,30,19
1992034,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992035,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992036,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992037,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992038,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992039,-65.38,133.31,1,0,0,0,0,0,0,0,0,0,0,0
1992040,-65.3643,133.3202,1,0,0,0,0,0,0,0,0,0,0,0
1992041,-65.3329,133.3406,1,0,0,0,0,0,0,0,0,0,0,0
1992042,-65.3015,133.3611,1,0,0,0,0,0,0,0,0,0,0,0
1992043,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992044,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992045,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992046,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992047,-65.2858,133.3713,1,-65.2,133.3,1,0,0,0,0,0,0,30,19
1992048,-65.2858,133.3713,1,-65.2047,133.3294,0,0,0,0,0,0,0,0,0
1992049,-65.2858,133.3713,1,-65.2172,133.365,0,0,0,0,0,0,0,0,0
1992050,-65.2858,133.3713,1,-65.2346,133.4031,0,0,0,0,0,0,0,0,0
1992051,-65.2858,133.3713,1,-65.2543,133.4396,0,0,0,0,0,0,0,0,0
1992052,-65.2858,133.3713,1,-65.2735,133.4705,0,0,0,0,0,0,0,0,0
1992053,-65.2858,133.3713,1,-65.2897,133.492,0,0,0,0,0,0,0,0,0
1992054,-65.2858,133.3713,1,-65.3,133.5,1,0,0,0,0,0,0,30,19
1992055,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992056,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992057,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992058,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992059,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992060,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992061,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992062,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992063,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992064,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992065,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992066,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992067,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992068,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992069,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992070,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992071,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992072,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992073,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992074,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992075,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992076,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992077,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992078,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992079,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992080,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992081,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992082,-65.2858,133.3713,1,-65.4,133.2,1,0,0,0,0,0,0,30,19
1992083,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992084,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992085,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992086,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992087,-65.2858,133.3713,1,0,0,0,0,0,0,0,0,0,0,0
1992088,-65.3018,133.3366,1,0,0,0,0,0,0,0,0,0,0,0
1992089,-65.3339,133.2673,1,0,0,0,0,0,0,0,0,0,0,0
1992090,-65.366,133.198,1,0,0,0,0,0,0,0,0,0,0,0
1992091,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992092,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992093,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992094,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992095,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992096,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992097,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992098,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992099,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992100,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992101,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992102,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992103,-65.382,133.1634,1,-65.45,133,1,0,0,0,0,0,0,30,19
1992104,-65.382,133.1634,1,-65.4472,133.0055,0,0,0,0,0,0,0,0,0
1992105,-65.382,133.1634,1,-65.4401,133.0198,0,0,0,0,0,0,0,0,0
1992106,-65.382,133.1634,1,-65.4303,133.0394,0,0,0,0,0,0,0,0,0
1992107,-65.382,133.1634,1,-65.4197,133.0606,0,0,0,0,0,0,0,0,0
1992108,-65.382,133.1634,1,-65.4099,133.0802,0,0,0,0,0,0,0,0,0
1992109,-65.382,133.1634,1,-65.4028,133.0945,0,0,0,0,0,0,0,0,0
1992110,-65.382,133.1634,1,-65.4,133.1,1,0,0,0,0,0,0,30,19
1992111,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992112,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992113,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992114,-65.382,133.1634,1,0,0,0,0,0,0,0,0,0,0,0
1992115,-65.369,133.1619,1,0,0,0,0,0,0,0,0,0,0,0
1992116,-65.3431,133.159,1,0,0,0,0,0,0,0,0,0,0,0
1992117,-65.3171,133.1561,1,0,0,0,0,0,0,0,0,0,0,0
1992118,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992119,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992120,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992121,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992122,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992123,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992124,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992125,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992126,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992127,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992128,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992129,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992130,-65.3041,133.1546,1,0,0,0,0,0,0,0,0,0,0,0
1992131,-65.3041,133.1546,1,-65.5,133.1,1,0,0,0,0,0,0,30,19
1992132,-65.3041,133.1546,1,-65.5,133.1,0,0,0,0,0,0,0,0,0
1992133,-65.3041,133.1546,1,-65.5,133.1,0,0,0,0,0,0,0,0,0
1992134,-65.3041,133.1546,1,-65.5,133.1,0,0,0,0,0,0,0,0,0
1992135,-65.3041,133.1546,1,-65.5,133.1,0,0,0,0,0,0,0,0,0
1992136,-65.3041,133.1546,1,-65.5,133.1,0,0,0,0,0,0,0,0,0
1992137,-65.3041,133.1546,1,-65.5,133.1,0,0,0,0,0,0,0,0,0
1992138,-65.3041,133.1546,1,-65.5,133.1,1,0,0,0,0,0,0,30,19
1992139,-65.3203,133.1365,1,0,0,0,0,0,0,0,0,0,0,0
1992140,-65.3528,133.1004,1,0,0,0,0,0,0,0,0,0,0,0
1992141,-65.3852,133.0643,1,0,0,0,0,0,0,0,0,0,0,0
1992142,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992143,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992144,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992145,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992146,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992147,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992148,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992149,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992150,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992151,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992152,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992153,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992154,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992155,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992156,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992157,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992158,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992159,-65.4014,133.0463,1,-65,133.4,1,0,0,0,0,0,0,30,19
1992160,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992161,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992162,-65.4014,133.0463,1,0,0,0,0,0,0,0,0,0,0,0
1992163,-65.4064,133.0795,1,0,0,0,0,0,0,0,0,0,0,0
1992164,-65.4163,133.146,1,0,0,0,0,0,0,0,0,0,0,0
1992165,-65.4263,133.2125,1,0,0,0,0,0,0,0,0,0,0,0
1992166,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992167,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992168,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992169,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992170,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992171,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992172,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992173,-65.4313,133.2457,1,-65,133.4,1,0,0,0,0,0,0,30,19
1992174,-65.4313,133.2457,1,-65,133.4,0,0,0,0,0,0,0,0,0
1992175,-65.4313,133.2457,1,-65,133.4,0,0,0,0,0,0,0,0,0
1992176,-65.4313,133.2457,1,-65,133.4,0,0,0,0,0,0,0,0,0
1992177,-65.4313,133.2457,1,-65,133.4,0,0,0,0,0,0,0,0,0
1992178,-65.4313,133.2457,1,-65,133.4,0,0,0,0,0,0,0,0,0
1992179,-65.4313,133.2457,1,-65,133.4,0,0,0,0,0,0,0,0,0
1992180,-65.4313,133.2457,1,-65,133.4,1,0,0,0,0,0,0,30,19
1992181,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992182,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
1992183,-65.4313,133.2457,1,0,0,0,0,0,0,0,0,0,0,0
