date,nic_1,nic_2,nic_3,size_1,size_2
1981319,-59.7,-50.9,1,35,15
1981340,-58.9,-46.6,1,35,15
1981354,-58.7,-45.9,1,35,15
1982003,-58.7,-44.8,1,35,15
1982024,-58.5,-44.7,1,35,15
1982025,-58.5055,-44.7443,0,0,0
1982026,-58.5198,-44.8586,0,0,0
1982027,-58.5394,-45.0149,0,0,0
1982028,-58.5606,-45.1851,0,0,0
1982029,-58.5802,-45.3414,0,0,0
1982030,-58.5945,-45.4557,0,0,0
1982031,-58.6,-45.5,1,35,15
1982032,-58.575,-45.4918,0,0,0
1982033,-58.5071,-45.4687,0,0,0
1982034,-58.4071,-45.4327,0,0,0
1982035,-58.2857,-45.3858,0,0,0
1982036,-58.1536,-45.33,0,0,0
1982037,-58.0214,-45.2674,0,0,0
1982038,-57.9,-45.2,1,35,15
1982039,-57.782,-45.104,0,0,0
1982040,-57.655,-44.9619,0,0,0
1982041,-57.5223,-44.7847,0,0,0
1982042,-57.3872,-44.5838,0,0,0
1982043,-57.253,-44.3702,0,0,0
1982044,-57.1228,-44.1552,0,0,0
1982045,-57,-43.95,1,35,15
1982059,-55.5,-40.8,1,35,15
1982087,-55.7,-40.1,1,35,15
1982088,-55.7,-40.0668,0,0,0
1982089,-55.7,-40.0328,0,0,0
1982090,-55.7,-39.9965,0,0,0
1982091,-55.7,-39.9566,0,0,0
1982092,-55.7,-39.9115,0,0,0
1982093,-55.7,-39.8598,0,0,0
1982094,-55.7,-39.8,1,35,15
1982095,-55.6723,-39.7125,0,0,0
1982096,-55.6009,-39.588,0,0,0
1982097,-55.5032,-39.4404,0,0,0
1982098,-55.3968,-39.2838,0,0,0
1982099,-55.2991,-39.1322,0,0,0
1982100,-55.2277,-38.9996,0,0,0
1982101,-55.2,-38.9,1,35,15
1982136,-55.3,-37.2,1,35,15
