ascat_1,ascat_2,ascat_3,date
-65.365,-131.7918,1,2019166
-65.3894,-131.6488,1,2019167
-65.4949,-131.3622,1,2019168
-65.5754,-131.3814,1,2019169
-65.7278,-131.3536,1,2019170
-65.7776,-131.4021,1,2019171
-65.8957,-131.3653,1,2019172
-65.9489,-131.1254,1,2019173
-65.9489,-131.1254,1,2019174
-65.9841,-130.9142,1,2019175
-65.9784,-130.7119,1,2019176
-65.9918,-130.4186,1,2019177
-65.9918,-130.4186,1,2019178
-65.9765,-130.2,1,2019179
-65.9765,-130.2,1,2019180
-66.0214,-130.1988,1,2019181
-66.111,-129.871,1,2019182
-66.2505,-129.7478,1,2019183
-66.3095,-129.585,1,2019184
-66.3318,-129.1855,1,2019185
-66.3318,-129.1855,1,2019186
-66.2061,-129.0669,1,2019187
-66.2044,-129.1251,1,2019188
-66.0763,-128.9324,1,2019189
-66.0921,-128.7081,1,2019190
-66.0921,-128.7081,1,2019191
-66.0921,-128.7081,1,2019192
-66.1371,-128.7517,0,2019193
-66.182,-128.7954,1,2019194
-66.182,-128.7954,0,2019195
-66.182,-128.7954,1,2019196
-66.182,-128.7954,1,2019197
-66.1076,-128.9297,1,2019198
-66.1076,-128.9297,1,2019199
-66.2163,-128.734,1,2019200
-66.3032,-128.2448,1,2019201
-66.2133,-128.1437,1,2019202
-66.2621,-128.2704,1,2019203
-66.2531,-128.1241,1,2019204
-66.2531,-128.1241,1,2019205
-66.1143,-127.952,1,2019206
-66.048,-127.7938,1,2019207
-65.9984,-128.1985,1,2019208
-65.9932,-128.2032,0,2019209
-65.991,-128.2049,0,2019210
-65.9872,-128.2082,1,2019211
-65.972,-128.3144,0,2019212
-65.9426,-128.5818,0,2019213
-65.9048,-128.9507,0,2019214
-65.8649,-129.3613,0,2019215
-65.8289,-129.7537,0,2019216
-65.8028,-130.0683,0,2019217
-65.7928,-130.2453,1,2019218
-65.8291,-130.3075,1,2019219
-65.8714,-130.3631,1,2019220
-65.9579,-130.4469,1,2019221
-66.1327,-130.8182,1,2019222
-66.2801,-130.8071,0,2019223
-66.4075,-130.7724,0,2019224
-66.467,-130.7119,1,2019225
-66.4727,-130.3743,1,2019226
-66.3715,-130.331,1,2019227
-66.3715,-130.331,1,2019228
-66.353,-130.5521,1,2019229
-66.3405,-130.6213,0,2019230
-66.3316,-130.6591,0,2019231
-66.3238,-130.6822,0,2019232
-66.3148,-130.7071,0,2019233
-66.3026,-130.7504,0,2019234
-66.2846,-130.8287,1,2019235
-66.2369,-131.2136,1,2019236
-66.2369,-131.2136,1,2019237
-66.3134,-131.4708,1,2019238
-66.3134,-131.4708,1,2019239
-66.3531,-131.5559,1,2019240
-66.4923,-131.4957,1,2019241
-66.5798,-131.26,1,2019242
-66.5849,-130.7765,1,2019243
-66.7315,-130.3513,1,2019244
-66.7315,-130.3513,1,2019245
-66.8032,-130.4396,1,2019246
-66.7315,-130.3513,1,2019247
-66.9561,-130.9711,1,2019248
-66.7722,-130.7977,1,2019249
-66.7017,-130.7175,0,2019250
-66.6454,-130.6509,0,2019251
-66.6041,-130.6004,0,2019252
-66.5787,-130.5682,0,2019253
-66.57,-130.557,1,2019254
-66.57,-130.557,1,2019255
-66.4896,-130.4837,1,2019256
-66.518,-130.7714,0,2019257
-66.5464,-131.0591,1,2019258
-66.5464,-131.0588,0,2019259
-66.5461,-131.0564,0,2019260
-66.5455,-131.0501,0,2019261
-66.5443,-131.0378,0,2019262
-66.5423,-131.0175,0,2019263
-66.5393,-130.9872,0,2019264
-66.5351,-130.9449,0,2019265
-66.5296,-130.8886,0,2019266
-66.5224,-130.8164,0,2019267
-66.5135,-130.7261,0,2019268
-66.5026,-130.6159,0,2019269
-66.4896,-130.4837,1,2019270
