date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2003089,-71.8833,-111.3,1,0,0,0
2003090,-71.9046,-110.9623,1,0,0,0
2003091,-71.9327,-110.8863,1,0,0,0
2003092,-71.9809,-110.7285,1,0,0,0
2003093,-72.0643,-110.5434,1,0,0,0
2003094,-72.0876,-110.6879,1,0,0,0
2003095,-72.1137,-110.5525,1,0,0,0
2003096,-72.164,-110.8179,1,0,0,0
2003097,-72.4706,-111.0149,1,0,0,0
2003098,-72.4819,-111.2469,1,0,0,0
2003099,-72.4819,-111.2469,1,0,0,0
2003100,-72.4835,-111.7347,1,0,0,0
2003101,-72.4835,-111.7347,1,0,0,0
2003102,-72.4835,-111.7347,1,0,0,0
2003103,-72.4835,-111.7347,1,0,0,0
2003104,-72.4835,-111.7347,1,0,0,0
2003105,-72.4589,-112.0689,1,0,0,0
2003106,-72.4589,-112.0689,1,0,0,0
2003107,-72.4589,-112.0689,1,0,0,0
2003108,-72.4589,-112.0689,1,0,0,0
2003109,-72.4589,-112.0689,1,0,0,0
2003110,-72.4589,-112.0689,1,0,0,0
2003111,-72.4589,-112.0689,1,0,0,0
2003112,-72.4589,-112.0689,1,0,0,0
2003113,-72.4206,-112.0238,1,0,0,0
2003114,-72.4206,-112.0238,1,-72.4206,-112.0238,1
2003115,-72.276,-112.1811,1,-72.276,-112.1811,1
2003116,-72.276,-112.1811,1,-72.276,-112.1811,1
2003117,-72.2183,-112.6471,1,-72.2183,-112.6471,1
2003118,-72.2183,-112.6471,1,-72.2183,-112.6471,1
2003119,-72.2183,-112.6471,1,-72.2183,-112.6471,1
2003120,-72.128,-113.0914,1,-72.128,-113.0914,1
2003121,-72.1195,-113.3258,1,-72.1195,-113.3258,1
2003122,-72.081,-113.5923,1,-72.081,-113.5923,1
2003123,-72.081,-113.5923,1,-72.081,-113.5923,1
2003124,-72.0114,-113.9824,1,-72.0114,-113.9824,1
2003125,-71.9645,-113.9828,1,-71.9645,-113.9828,1
2003126,-71.9645,-113.9828,1,-71.9645,-113.9828,1
2003127,-71.9485,-114.3788,1,-71.9485,-114.3788,1
2003128,-71.9433,-114.9594,1,-71.9433,-114.9594,1
2003129,-71.8646,-115.303,1,-71.8646,-115.303,1
