date,ers_1,ers_2,ers_3
1992040,-72.17,-111.36,1
1992041,-72.17,-111.36,1
1992042,-72.17,-111.36,1
1992043,-72.1423,-111.3561,1
1992044,-72.087,-111.3484,1
1992045,-72.0317,-111.3407,1
1992046,-72.004,-111.3369,1
1992047,-72.004,-111.3369,1
1992048,-72.004,-111.3369,1
1992049,-72.004,-111.3369,1
1992050,-72.004,-111.3369,1
1992051,-72.004,-111.3369,1
1992052,-72.0022,-111.2934,1
1992053,-71.9986,-111.2064,1
1992054,-71.995,-111.1195,1
1992055,-71.9951,-111.0145,1
1992056,-71.9988,-110.8915,1
1992057,-72.0025,-110.7686,1
1992058,-71.99,-110.7368,1
1992059,-71.9614,-110.7961,1
1992060,-71.9328,-110.8554,1
1992061,-71.9185,-110.8094,1
1992062,-71.9185,-110.6581,1
1992063,-71.9184,-110.5067,1
1992064,-71.9184,-110.431,1
1992065,-71.9184,-110.431,1
1992066,-71.9184,-110.431,1
1992067,-71.8928,-110.3894,1
1992068,-71.8416,-110.3063,1
1992069,-71.7903,-110.2232,1
1992070,-71.7647,-110.1816,1
1992071,-71.7647,-110.1816,1
1992072,-71.7647,-110.1816,1
1992073,-71.7344,-110.1974,1
1992074,-71.6738,-110.229,1
1992075,-71.6132,-110.2606,1
1992076,-71.5829,-110.2764,1
1992077,-71.5829,-110.2764,1
1992078,-71.5829,-110.2764,1
1992079,-71.6223,-110.248,1
1992080,-71.701,-110.191,1
1992081,-71.7797,-110.1342,1
1992082,-71.8162,-110.0802,1
1992083,-71.8107,-110.0292,1
1992084,-71.8051,-109.9781,1
1992085,-71.7806,-109.8765,1
1992086,-71.7371,-109.7242,1
1992087,-71.6937,-109.5719,1
1992088,-71.672,-109.4958,1
1992089,-71.672,-109.4958,1
1992090,-71.672,-109.4958,1
1992091,-71.67,-109.4824,1
1992092,-71.6659,-109.4555,1
1992093,-71.6618,-109.4286,1
1992094,-71.6577,-109.4017,1
1992095,-71.6536,-109.3748,1
1992096,-71.6496,-109.348,1
1992097,-71.6455,-109.3211,1
1992098,-71.6414,-109.2942,1
1992099,-71.6373,-109.2673,1
1992100,-71.6332,-109.2404,1
1992101,-71.6292,-109.2136,1
1992102,-71.6251,-109.1867,1
1992103,-71.621,-109.1598,1
1992104,-71.6169,-109.1329,1
1992105,-71.6128,-109.106,1
1992106,-71.6108,-109.0926,1
1992107,-71.6108,-109.0926,1
1992108,-71.6108,-109.0926,1
1992109,-71.6216,-109.0596,1
1992110,-71.6432,-108.9935,1
1992111,-71.6648,-108.9274,1
1992112,-71.6959,-108.8544,1
1992113,-71.7364,-108.7743,1
1992114,-71.7769,-108.6942,1
1992115,-71.7901,-108.6355,1
1992116,-71.7758,-108.5982,1
1992117,-71.7616,-108.5609,1
1992118,-71.7545,-108.5422,1
1992119,-71.7545,-108.5422,1
1992120,-71.7545,-108.5422,1
1992121,-71.7545,-108.5422,1
1992122,-71.7545,-108.5422,1
1992123,-71.7545,-108.5422,1
1992124,-71.7721,-108.5441,1
1992125,-71.8074,-108.548,1
1992126,-71.8427,-108.5518,1
1992127,-71.8604,-108.5537,1
1992128,-71.8604,-108.5537,1
