ascat_1,ascat_2,ascat_3,date
-65.1749,103.1158,1,2011242
-65.1749,103.1157,1,2011243
-65.1925,103.1417,1,2011250
-65.197,103.0962,1,2011251
-65.1909,103.0553,1,2011252
-65.1979,103.0858,1,2011253
-65.2036,103.1317,1,2011254
-65.1835,103.131,1,2011255
-65.1665,103.2017,1,2011256
-65.1718,103.1464,1,2011257
-65.1913,103.0503,1,2011258
-65.2125,103.0406,1,2011259
-65.1828,103.0347,1,2011260
-65.1946,103.1215,1,2011261
-65.1601,103.0597,1,2011262
-65.1965,103.1012,1,2011263
-65.1799,103.0649,1,2011264
-65.1559,103.2067,1,2011265
-65.1798,103.0653,1,2011266
-65.1832,103.0297,1,2011267
-65.1965,103.1011,1,2011268
-65.1898,103.0656,1,2011269
-65.1968,102.9945,1,2011270
-65.1702,103.06,1,2011271
-65.1717,103.0447,1,2011272
-65.1779,103.0856,1,2011273
-65.1622,103.0395,1,2011274
-65.1486,103.0747,1,2011275
-65.1698,103.065,1,2011276
-65.1793,103.0703,1,2011277
-65.1889,103.0756,1,2011278
-65.1803,103.0604,1,2011279
-65.1857,103.0045,1,2011280
-65.1934,103.0301,1,2011281
-65.1526,103.0342,1,2011282
-65.1587,103.075,1,2011283
-65.1718,103.0448,1,2011284
-65.1506,103.0544,1,2011285
-65.1697,103.065,1,2011286
-65.1865,103.1008,1,2011287
-65.1749,103.1157,1,2011288
-65.1825,103.1414,1,2011289
-65.1553,103.1101,1,2011290
-65.17,103.1667,1,2011291
-65.1541,103.0189,1,2011292
-65.1755,103.1109,1,2011293
-65.141,103.0491,1,2011294
-65.1798,103.0653,1,2011295
-65.202,103.0453,1,2011296
-65.1543,103.1205,1,2011297
-65.1487,103.0747,1,2011298
-65.1582,103.08,1,2011299
-65.1789,103.0752,1,2011300
-65.1753,103.1108,1,2011301
-65.198,103.0858,1,2011302
-65.184,103.1261,1,2011303
-65.1407,103.1556,1,2011304
-65.1794,103.0699,1,2011305
-65.1438,103.2266,1,2011306
-65.1643,103.1204,1,2011307
-65.1649,103.217,1,2011308
-65.1759,103.1054,1,2011309
-65.1554,103.2117,1,2011310
-65.1749,103.1158,1,2011311
-65.1744,103.1207,1,2011312
-65.1604,103.1609,1,2011313
-65.1473,103.1911,1,2011314
-65.1613,103.1509,1,2011315
-65.1956,103.1111,1,2011316
-65.1709,103.1563,1,2011317
-65.1825,103.1414,1,2011318
-65.1547,103.115,1,2011319
-65.185,103.2173,1,2011320
-65.1952,103.2178,1,2011321
-65.1618,103.146,1,2011322
-65.1889,103.0756,1,2011323
-65.1793,103.0703,1,2011324
-65.1678,103.0853,1,2011325
-65.1502,103.0594,1,2011326
-65.1538,103.1254,1,2011327
-65.1648,103.1154,1,2011328
-65.1613,103.151,1,2011329
-65.1658,103.1055,1,2011330
-65.1884,103.0805,1,2011331
-65.183,103.1364,1,2011332
-65.1779,103.0856,1,2011333
-65.1828,103.0347,1,2011334
-65.1723,103.1409,1,2011335
-65.2087,103.1825,1,2011336
-65.1997,103.1723,1,2011337
-65.1643,103.1208,1,2011338
-65.1717,103.0447,1,2011339
-65.1869,103.0959,1,2011340
-65.1672,103.0902,1,2011341
-65.2116,103.1523,1,2011342
-65.2152,103.1167,1,2011343
-65.192,103.1466,1,2011344
-65.2016,103.152,1,2011345
-65.1824,103.1413,1,2011346
-65.1935,103.1313,1,2011347
-65.179,103.1769,1,2011348
-65.1874,103.0904,1,2011349
-65.1846,103.2228,1,2011350
-65.1692,103.0699,1,2011351
-65.192,103.1466,1,2011352
-65.195,103.1165,1,2011353
-65.1837,103.0247,1,2011354
-65.2205,103.0612,1,2011357
-65.2436,103.0312,1,2011358
-65.2144,103.0203,1,2011359
-65.2311,103.0561,1,2011360
-65.2271,103.0967,1,2011361
-65.2362,103.1075,1,2011362
-65.2295,102.9696,1,2011363
-65.1772,103.0905,1,2011364
