date,ers_1,ers_2,ers_3
  92226,-73.279,-171.0816,1
  92227,-73.2225,-171.1123,1
  92228,-73.166,-171.1429,1
  92229,-73.1206,-171.1146,1
  92230,-73.082,-171.0313,0
  92231,-73.0523,-170.9402,1
  92232,-73.0352,-170.8966,1
  92233,-73.0352,-170.8966,1
  92234,-73.0352,-170.8966,1
  92235,-73.0352,-170.8966,1
  92236,-73.0352,-170.8966,1
  92237,-73.0352,-170.8966,1
  92238,-73.0161,-171.0004,1
  92239,-72.9779,-171.2079,1
  92240,-72.9404,-171.4109,0
  92241,-72.9053,-171.6011,1
  92242,-72.8751,-171.7651,1
  92243,-72.8448,-171.9291,1
  92244,-72.8053,-172.079,1
  92245,-72.7567,-172.2149,1
  92246,-72.7081,-172.3508,1
  92247,-72.6614,-172.4056,1
  92248,-72.6165,-172.3795,1
  92249,-72.5716,-172.3534,1
  92250,-72.5556,-172.344,0
  92251,-72.5492,-172.3403,1
  92252,-72.5492,-172.3403,1
  92253,-72.4775,-172.2574,1
  92254,-72.3342,-172.0917,1
  92255,-72.1909,-171.9259,1
  92256,-72.0475,-171.7602,1
  92257,-71.9042,-171.5944,1
  92258,-71.7609,-171.4287,1
  92259,-71.663,-171.3442,1
  92260,-71.6014,-171.3397,0
  92261,-71.5583,-171.3377,1
  92262,-71.5321,-171.3361,1
  92263,-71.5321,-171.3361,1
  92264,-71.5321,-171.3361,1
  92265,-71.4299,-171.6322,1
  92266,-71.2254,-172.2244,1
  92267,-71.021,-172.8166,1
  92268,-70.8858,-173.1536,1
  92269,-70.8198,-173.2355,1
  92270,-70.7556,-173.3158,0
  92271,-70.697,-173.3916,1
  92272,-70.6496,-173.4583,1
  92273,-70.602,-173.525,1
  92274,-70.5783,-173.5584,1
  92275,-70.5783,-173.5584,1
  92276,-70.5783,-173.5584,1
  92277,-70.5452,-173.72,1
  92278,-70.4792,-174.0431,1
  92279,-70.413,-174.3662,1
  92280,-70.357,-174.4827,0
  92281,-70.3053,-174.5305,1
  92282,-70.2554,-174.5322,1
  92283,-70.2085,-174.5245,1
  92284,-70.1646,-174.5071,1
  92285,-70.1207,-174.4898,1
  92286,-70.0722,-174.4887,1
  92287,-70.0193,-174.5036,1
  92288,-69.9664,-174.5185,1
  92289,-69.908,-174.5202,1
  92290,-69.842,-174.5088,0
  92291,-69.7802,-174.4973,1
  92292,-69.7343,-174.573,1
  92293,-69.7063,-174.7359,1
  92294,-69.6783,-174.8988,1
  92295,-69.6325,-175.0354,1
  92296,-69.5688,-175.1458,1
  92297,-69.5052,-175.2563,1
  92298,-69.4571,-175.2624,1
  92299,-69.4246,-175.1641,1
  92300,-69.3931,-175.069,0
  92301,-69.3758,-175.0167,1
  92302,-69.3758,-175.0167,1
  92303,-69.3758,-175.0167,1
  92304,-69.3583,-175.0452,1
  92305,-69.3234,-175.1023,1
  92306,-69.2884,-175.1594,1
  92307,-69.2709,-175.1879,1
  92308,-69.2709,-175.1879,1
  92309,-69.2709,-175.1879,1
  92310,-69.258,-175.2308,0
  92311,-69.2345,-175.3089,1
  92312,-69.2102,-175.3895,1
  92313,-69.1685,-175.3894,1
  92314,-69.1094,-175.3085,1
  92315,-69.0503,-175.2277,1
  92316,-68.9909,-175.1902,1
  92317,-68.9314,-175.1959,1
  92318,-68.8719,-175.2015,1
  92319,-68.8203,-175.1956,1
  92320,-68.7771,-175.1815,0
  92321,-68.7329,-175.1605,1
  92322,-68.6771,-175.1322,1
  92323,-68.6091,-175.0932,1
  92324,-68.5412,-175.0541,1
  92325,-68.4882,-175.0575,1
  92326,-68.4501,-175.1034,1
  92327,-68.412,-175.1492,1
  92328,-68.3263,-175.0755,1
  92329,-68.1929,-174.8822,1
  92330,-68.0647,-174.695,0
  92331,-67.9944,-174.526,1
  92332,-67.9972,-174.3931,1
  92333,-68,-174.2602,1
  92334,-68.0086,-174.1207,1
  92335,-68.0229,-173.9748,1
  92336,-68.0372,-173.8289,1
  92337,-68.0443,-173.7559,1
  92338,-68.0443,-173.7559,1
  92339,-68.0443,-173.7559,1
  92340,-68.0405,-173.71,0
  92341,-68.0336,-173.6266,1
  92342,-68.0265,-173.5403,1
  92343,-68.0236,-173.3991,1
  92344,-68.0249,-173.2029,1
  92345,-68.0262,-173.0066,1
  92346,-68.031,-172.8897,1
  92347,-68.0392,-172.8521,1
  92348,-68.0476,-172.8146,1
  92349,-68.1045,-172.7416,1
  92350,-68.2088,-172.6345,0
  92351,-68.3157,-172.5246,1
  92352,-68.3785,-172.4441,1
  92353,-68.3984,-172.3918,1
  92354,-68.4184,-172.3395,1
  92355,-68.4284,-172.3133,1
  92356,-68.4284,-172.3133,1
  92357,-68.4284,-172.3133,1
