date,qscat_1,qscat_2,qscat_3
2005124,-66.1675,-59.5691,1
2005125,-66.1675,-59.5691,1
2005126,-66.1675,-59.5691,0
2005127,-66.1675,-59.5691,0
2005128,-66.1675,-59.5691,1
2005129,-66.1675,-59.5691,0
2005130,-66.1675,-59.5691,0
2005131,-66.1675,-59.5691,0
2005132,-66.1675,-59.5691,1
2005133,-66.1675,-59.5691,1
2005134,-66.1675,-59.5691,0
2005135,-66.1675,-59.5691,0
2005136,-66.1675,-59.5691,0
2005137,-66.1675,-59.5691,1
2005138,-66.1675,-59.5691,0
2005139,-66.1675,-59.5691,0
2005140,-66.1675,-59.5691,1
2005141,-66.1675,-59.5691,0
2005142,-66.1675,-59.5691,0
2005143,-66.1675,-59.5691,0
2005144,-66.1675,-59.5691,1
2005145,-66.1675,-59.5691,1
2005146,-66.1675,-59.5691,0
2005147,-66.1675,-59.5691,0
2005148,-66.1675,-59.5691,1
2005149,-66.1318,-59.6479,0
2005150,-66.0961,-59.7266,1
2005151,-66.0961,-59.7266,1
2005152,-66.0961,-59.7266,1
2005153,-66.0961,-59.7266,1
2005154,-66.0253,-59.6269,1
2005155,-66.0253,-59.6269,1
2005156,-66.0253,-59.6269,1
2005157,-66.0253,-59.6269,1
2005158,-66.0253,-59.6269,1
2005159,-66.0253,-59.6269,1
2005160,-65.9934,-59.6843,1
2005161,-65.9934,-59.6843,1
2005162,-65.9934,-59.6843,1
2005163,-65.9049,-59.6056,1
2005164,-65.9049,-59.6056,1
2005165,-65.9049,-59.6056,1
2005166,-65.9049,-59.6056,1
2005167,-65.9049,-59.6056,1
2005168,-65.9049,-59.6056,1
2005169,-65.9049,-59.6056,1
2005170,-65.9049,-59.6056,1
2005171,-65.9049,-59.6056,1
2005172,-65.9049,-59.6056,1
2005173,-65.9049,-59.6056,1
2005174,-65.9049,-59.6056,1
2005175,-65.9049,-59.6056,1
2005176,-65.9049,-59.6056,1
2005177,-65.9049,-59.6056,1
2005178,-65.9049,-59.6056,1
2005179,-65.9049,-59.6056,1
2005180,-65.9049,-59.6056,1
2005181,-65.9049,-59.6056,1
2005182,-65.8853,-59.7594,1
2005183,-65.8853,-59.7594,1
2005184,-65.8853,-59.7594,1
2005185,-65.8853,-59.7594,1
2005186,-65.8853,-59.7594,1
2005187,-65.8853,-59.7594,1
2005188,-65.8853,-59.7594,1
2005189,-65.8853,-59.7594,1
2005190,-65.8853,-59.7594,1
2005191,-65.8853,-59.7594,1
2005192,-65.8853,-59.7594,1
2005193,-65.8853,-59.7594,1
2005194,-65.8853,-59.7594,1
2005195,-65.8853,-59.7594,1
2005196,-65.8853,-59.7594,1
2005197,-65.8853,-59.7594,1
2005198,-65.8853,-59.7594,1
2005199,-65.8853,-59.7594,1
2005200,-65.8853,-59.7594,1
2005201,-65.8853,-59.7594,1
2005202,-65.8853,-59.7594,1
2005203,-65.8853,-59.7594,1
2005204,-65.8853,-59.7594,1
2005205,-65.8853,-59.7594,1
2005206,-65.8356,-59.7369,1
2005207,-65.8356,-59.7369,1
2005208,-65.8356,-59.7369,1
2005209,-65.8356,-59.7369,1
2005210,-65.8356,-59.7369,1
2005211,-65.8356,-59.7369,1
2005212,-65.8356,-59.7369,1
2005213,-65.8356,-59.7369,1
2005214,-65.8356,-59.7369,1
2005215,-65.8356,-59.7369,1
2005216,-65.8356,-59.7369,1
2005217,-65.8356,-59.7369,1
2005218,-65.8356,-59.7369,1
2005219,-65.8356,-59.7369,1
2005220,-65.8356,-59.7369,1
2005221,-65.8356,-59.7369,1
2005222,-65.8356,-59.7369,1
2005223,-65.8356,-59.7369,1
2005224,-65.8356,-59.7369,1
2005225,-65.8356,-59.7369,1
2005226,-65.8356,-59.7369,1
2005227,-65.8356,-59.7369,1
2005228,-65.8356,-59.7369,1
2005229,-65.8762,-59.5968,1
2005230,-65.8762,-59.5968,1
2005231,-65.8762,-59.5968,1
2005232,-65.7997,-59.5922,1
2005233,-65.7997,-59.5922,1
2005234,-65.7997,-59.5922,1
2005235,-65.8494,-59.5851,1
2005236,-65.8494,-59.5851,1
2005237,-65.8494,-59.5851,1
2005238,-65.8494,-59.5851,1
2005239,-65.8494,-59.5851,1
2005240,-65.8494,-59.5851,1
2005241,-65.8494,-59.5851,1
2005242,-65.7716,-59.3723,1
2005243,-65.7716,-59.3723,1
2005244,-65.7716,-59.3723,1
2005245,-65.7716,-59.3723,1
2005246,-65.8269,-59.3974,1
2005247,-65.8269,-59.3974,1
2005248,-65.8269,-59.3974,1
2005249,-65.8269,-59.3974,1
2005250,-65.8269,-59.3974,1
2005251,-65.8269,-59.3974,1
2005252,-65.8269,-59.3974,1
2005253,-65.8269,-59.3974,1
2005254,-65.8269,-59.3974,1
2005255,-65.8269,-59.3974,1
2005256,-65.8269,-59.3974,1
2005257,-65.8269,-59.3974,1
2005258,-65.7889,-59.3001,1
2005259,-65.7889,-59.3001,1
2005260,-65.7889,-59.3001,1
2005261,-65.7889,-59.3001,1
2005262,-65.7889,-59.3001,1
2005263,-65.748,-59.2801,1
2005264,-65.748,-59.2801,1
2005265,-65.748,-59.2801,1
2005266,-65.748,-59.2801,1
2005267,-65.748,-59.2801,1
2005268,-65.748,-59.2801,1
2005269,-65.748,-59.2801,1
2005270,-65.748,-59.2801,1
2005271,-65.748,-59.2801,1
2005272,-65.748,-59.2801,1
2005273,-65.748,-59.2801,1
2005274,-65.748,-59.2801,1
2005275,-65.748,-59.2801,1
2005276,-65.8142,-59.0988,1
2005277,-65.8142,-59.0988,1
2005278,-65.8419,-58.5035,1
2005279,-65.8547,-58.3028,1
2005280,-65.8547,-58.3028,1
2005281,-65.9596,-58.0059,1
2005282,-65.9596,-58.0059,1
2005283,-65.9596,-58.0059,1
2005284,-65.8727,-58.0848,1
2005285,-65.8727,-58.0848,1
2005286,-65.803,-58.2229,1
2005287,-65.803,-58.2229,1
2005288,-65.803,-58.2229,1
2005289,-65.7302,-58.3915,1
2005290,-65.7302,-58.3915,1
2005291,-65.7302,-58.3915,1
2005292,-65.7302,-58.3915,1
2005293,-65.7302,-58.3915,1
2005294,-65.7302,-58.3915,1
2005295,-65.7302,-58.3915,1
2005296,-65.8025,-58.366,1
2005297,-65.8025,-58.366,1
2005298,-65.75,-58.4123,1
2005299,-65.75,-58.4123,1
2005300,-65.7962,-58.3459,1
2005301,-65.7962,-58.3459,1
2005302,-65.7962,-58.3459,1
2005303,-65.7962,-58.3459,1
2005304,-65.8257,-58.2272,0
2005305,-65.8552,-58.1085,1
2005306,-65.7984,-58.2002,1
2005307,-65.7984,-58.2002,1
2005308,-65.7984,-58.2002,1
2005309,-65.7984,-58.2002,1
2005310,-65.7984,-58.2002,1
