date,nic_1,nic_2,nic_3,size_1,size_2
2005100,-75.53,165.82,1,6,3
2005142,-74.8,167.25,1,6,3
2005156,-74.7,167.52,1,6,3
2005157,-74.6906,167.5969,0,0,0
2005158,-74.6799,167.7369,0,0,0
2005159,-74.6685,167.9147,0,0,0
2005160,-74.6572,168.1051,0,0,0
2005161,-74.6465,168.2829,0,0,0
2005162,-74.6372,168.4229,0,0,0
2005163,-74.63,168.5,1,6,3
2005164,-74.6247,168.534,0,0,0
2005165,-74.6206,168.5624,0,0,0
2005166,-74.6171,168.586,0,0,0
2005167,-74.6138,168.6057,0,0,0
2005168,-74.6102,168.6223,0,0,0
2005169,-74.6057,168.6368,0,0,0
2005170,-74.6,168.65,1,6,3
2005184,-74.33,168.77,1,6,3
2005198,-74.22,168.97,1,6,3
2005212,-73.9,170.42,1,6,3
2005213,-73.9,170.4498,0,0,0
2005214,-73.9,170.4717,0,0,0
2005215,-73.9,170.489,0,0,0
2005216,-73.9,170.505,0,0,0
2005217,-73.9,170.5233,0,0,0
2005218,-73.9,170.5472,0,0,0
2005219,-73.9,170.58,1,6,3
2005220,-73.896,170.6417,0,0,0
2005221,-73.8851,170.7423,0,0,0
2005222,-73.8688,170.8704,0,0,0
2005223,-73.8486,171.0146,0,0,0
2005224,-73.8261,171.1635,0,0,0
2005225,-73.8027,171.3058,0,0,0
2005226,-73.78,171.43,1,6,3
2005227,-73.7586,171.5517,0,0,0
2005228,-73.7371,171.6864,0,0,0
2005229,-73.7138,171.8225,0,0,0
2005230,-73.6871,171.9484,0,0,0
2005231,-73.6553,172.0527,0,0,0
2005232,-73.6168,172.1238,0,0,0
2005233,-73.57,172.15,1,6,3
2005234,-73.4618,172.0835,0,0,0
2005235,-73.2657,171.9121,0,0,0
2005236,-73.0197,171.6777,0,0,0
2005237,-72.762,171.4223,0,0,0
2005238,-72.5308,171.1879,0,0,0
2005239,-72.364,171.0165,0,0,0
2005240,-72.3,170.95,1,6,3
2005241,-72.3055,170.9605,0,0,0
2005242,-72.3198,170.9886,0,0,0
2005243,-72.3394,171.0294,0,0,0
2005244,-72.3606,171.0779,0,0,0
2005245,-72.3802,171.1292,0,0,0
2005246,-72.3945,171.1782,0,0,0
2005247,-72.4,171.22,1,6,3
2005261,-71.68,171.7,1,6,3
2005282,-71.03,172.62,1,6,3
2005283,-71.0211,172.5549,0,0,0
2005284,-71.0145,172.3857,0,0,0
2005285,-71.0093,172.1516,0,0,0
2005286,-71.0043,171.8918,0,0,0
2005287,-70.9985,171.6455,0,0,0
2005288,-70.9908,171.4518,0,0,0
2005289,-70.98,171.35,1,6,3
2005290,-70.9592,171.3091,0,0,0
2005291,-70.9236,171.2726,0,0,0
2005292,-70.8753,171.2411,0,0,0
2005293,-70.8166,171.2154,0,0,0
2005294,-70.7496,171.1962,0,0,0
2005295,-70.6767,171.1842,0,0,0
2005296,-70.6,171.18,1,6,3
