date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,size_1,size_2
1989358,0,0,0,-72.1,-15.5,1,20,10
1991335,0,0,0,-60.9,-52.8,1,20,10
1992019,0,0,0,-55.4,-42.2,1,20,10
1992033,0,0,0,-55.2,-38.8,1,20,10
1992085,-59.7202,-51.5126,1,0,0,0,0,0
1992086,-59.6407,-51.5378,1,0,0,0,0,0
1992087,-59.5613,-51.5631,1,0,0,0,0,0
1992088,-59.4846,-51.6413,1,0,0,0,0,0
1992089,-59.4108,-51.7724,1,0,0,0,0,0
1992090,-59.3369,-51.9035,1,0,0,0,0,0
1992091,-59.2971,-51.8752,1,0,0,0,0,0
1992092,-59.2912,-51.6874,1,0,0,0,0,0
1992093,-59.2853,-51.4997,1,0,0,0,0,0
1992094,-59.2794,-51.3119,1,0,0,0,0,0
1992095,-59.2735,-51.1241,1,0,0,0,0,0
1992096,-59.2676,-50.9364,1,0,0,0,0,0
1992097,-59.2617,-50.7486,1,0,0,0,0,0
1992098,-59.2558,-50.5608,1,0,0,0,0,0
1992099,-59.2499,-50.373,1,0,0,0,0,0
1992100,-59.2441,-50.1853,1,0,0,0,0,0
1992101,-59.2382,-49.9975,1,0,0,0,0,0
1992102,-59.2323,-49.8097,1,0,0,0,0,0
1992103,-59.2264,-49.6219,1,0,0,0,0,0
1992104,-59.2205,-49.4342,1,0,0,0,0,0
1992105,-59.2146,-49.2464,1,0,0,0,0,0
1992106,-59.2087,-49.0586,1,0,0,0,0,0
1992107,-59.2028,-48.8709,1,0,0,0,0,0
1992108,-59.1969,-48.6831,1,0,0,0,0,0
1992109,-59.0466,-48.5073,0,0,0,0,0,0
1992110,-58.7284,-48.3317,0,0,0,0,0,0
1992111,-58.4127,-48.1967,0,0,0,0,0,0
1992112,-58.2696,-48.1427,1,0,0,0,0,0
1992113,-58.2696,-48.1427,1,0,0,0,0,0
1992114,-58.2696,-48.1427,1,0,0,0,0,0
1992115,-58.2394,-47.92,1,0,0,0,0,0
1992116,-58.179,-47.4747,1,0,0,0,0,0
1992117,-58.1185,-47.0294,1,0,0,0,0,0
1992118,-58.0581,-46.584,1,0,0,0,0,0
1992119,-57.9977,-46.1387,1,0,0,0,0,0
1992120,-57.9372,-45.6934,1,0,0,0,0,0
1992121,-57.907,-45.4707,1,0,0,0,0,0
1992122,-57.907,-45.4707,1,0,0,0,0,0
1992123,-57.907,-45.4707,1,0,0,0,0,0
1992124,-57.805,-45.4578,1,0,0,0,0,0
1992125,-57.6009,-45.4321,1,0,0,0,0,0
1992126,-57.3968,-45.4063,1,0,0,0,0,0
1992127,-57.2948,-45.3934,1,0,0,0,0,0
1992128,-57.2948,-45.3934,1,0,0,0,0,0
1992129,-57.2948,-45.3934,1,0,0,0,0,0
1992130,-57.2498,-45.1537,1,0,0,0,0,0
1992131,-57.1597,-44.6744,1,0,0,0,0,0
1992132,-57.0696,-44.1951,1,0,0,0,0,0
1992133,-57.0103,-43.9515,1,0,0,0,0,0
1992134,-56.9817,-43.9438,1,0,0,0,0,0
1992135,-56.953,-43.9361,1,0,0,0,0,0
1992136,-56.9022,-43.6985,1,0,0,0,0,0
1992137,-56.8292,-43.2308,1,0,0,0,0,0
1992138,-56.7562,-42.763,1,0,0,0,0,0
