date,nic_1,nic_2,nic_3,size_1,size_2
1986271,-77.6,-40.3,1,56,39
1986285,-78,-40.2,1,56,39
1986286,-77.9778,-40.2665,0,0,0
1986287,-77.9207,-40.4379,0,0,0
1986288,-77.8426,-40.6723,0,0,0
1986289,-77.7574,-40.9277,0,0,0
1986290,-77.6793,-41.1621,0,0,0
1986291,-77.6222,-41.3335,0,0,0
1986292,-77.6,-41.4,1,56,39
1986293,-77.6,-41.3114,0,0,0
1986294,-77.6,-41.0828,0,0,0
1986295,-77.6,-40.7703,0,0,0
1986296,-77.6,-40.4297,0,0,0
1986297,-77.6,-40.1172,0,0,0
1986298,-77.6,-39.8886,0,0,0
1986299,-77.6,-39.8,1,56,39
1986300,-77.6111,-39.8111,0,0,0
1986301,-77.6397,-39.8397,0,0,0
1986302,-77.6787,-39.8787,0,0,0
1986303,-77.7213,-39.9213,0,0,0
1986304,-77.7603,-39.9603,0,0,0
1986305,-77.7889,-39.9889,0,0,0
1986306,-77.8,-40,1,56,39
1986307,-77.8,-40,0,0,0
1986308,-77.8,-40,0,0,0
1986309,-77.8,-40,0,0,0
1986310,-77.8,-40,0,0,0
1986311,-77.8,-40,0,0,0
1986312,-77.8,-40,0,0,0
1986313,-77.8,-40,1,56,39
1986348,-77.7,-40,1,56,39
1987004,-77.8,-41.2,1,56,39
1987018,-77.6,-41,1,56,39
1987032,-77.6,-41,1,56,39
1987046,-77.6,-41,1,56,39
1987047,-77.6,-41,0,0,0
1987048,-77.6,-41,0,0,0
1987049,-77.6,-41,0,0,0
1987050,-77.6,-41,0,0,0
1987051,-77.6,-41,0,0,0
1987052,-77.6,-41,0,0,0
1987053,-77.6,-41,1,56,39
1987088,-77.9,-41.8,1,56,39
1987130,-77.9,-41.3,1,56,39
1987144,-77.8,-41.2,1,56,39
1987158,-77.6,-41.8,1,56,39
1987186,-77.7,-41.65,1,56,39
1987214,-77.2,-39.8,1,56,39
1987215,-77.1845,-39.8452,0,0,0
1987216,-77.1692,-39.9643,0,0,0
1987217,-77.1541,-40.1326,0,0,0
1987218,-77.1395,-40.325,0,0,0
1987219,-77.1256,-40.517,0,0,0
1987220,-77.1123,-40.6836,0,0,0
1987221,-77.1,-40.8,1,56,39
1987242,-76.9,-41.9,1,56,39
1987270,-77,-42.5,1,56,39
1987271,-77,-42.5548,0,0,0
1987272,-77,-42.6368,0,0,0
1987273,-77,-42.733,0,0,0
1987274,-77,-42.8304,0,0,0
1987275,-77,-42.916,0,0,0
1987276,-77,-42.9768,0,0,0
1987277,-77,-43,1,56,39
1987291,-76.8,-42.8,1,56,39
1987305,-77,-42.9,1,56,39
1987319,-76.9,-43.7,1,56,39
1987320,-76.8799,-43.6802,0,0,0
1987321,-76.8479,-43.6273,0,0,0
1987322,-76.8093,-43.5507,0,0,0
1987323,-76.7697,-43.4602,0,0,0
1987324,-76.7347,-43.3651,0,0,0
1987325,-76.7096,-43.2752,0,0,0
1987326,-76.7,-43.2,1,56,39
1987347,-76.9,-42,1,56,39
1987348,-76.8956,-42.0111,0,0,0
1987349,-76.8841,-42.0397,0,0,0
1987350,-76.8678,-42.0787,0,0,0
1987351,-76.8489,-42.1213,0,0,0
1987352,-76.8297,-42.1603,0,0,0
1987353,-76.8127,-42.1889,0,0,0
1987354,-76.8,-42.2,1,56,39
1988003,-76.7,-42.1,1,56,39
1988004,-76.7022,-42.1017,0,0,0
1988005,-76.7079,-42.1065,0,0,0
1988006,-76.716,-42.1135,0,0,0
1988007,-76.7255,-42.1221,0,0,0
1988008,-76.735,-42.1315,0,0,0
1988009,-76.7436,-42.1411,0,0,0
1988010,-76.75,-42.15,1,56,39
1988024,-76.8,-42.3,1,56,39
1988038,-76.8,-42.5,1,56,39
1988059,-76.8,-42,1,56,39
1988080,-76.8,-42,1,56,39
1988081,-76.8,-42,0,0,0
1988082,-76.8,-42,0,0,0
1988083,-76.8,-42,0,0,0
1988084,-76.8,-42,0,0,0
1988085,-76.8,-42,0,0,0
1988086,-76.8,-42,0,0,0
1988087,-76.8,-42,1,56,39
1988101,-77.3,-42.2,1,56,39
1988102,-77.2971,-42.2528,0,0,0
1988103,-77.2889,-42.3461,0,0,0
1988104,-77.2764,-42.4622,0,0,0
1988105,-77.2603,-42.5834,0,0,0
1988106,-77.2417,-42.6919,0,0,0
1988107,-77.2213,-42.77,0,0,0
1988108,-77.2,-42.8,1,56,39
1988109,-77.1713,-42.7628,0,0,0
1988110,-77.1308,-42.665,0,0,0
1988111,-77.0827,-42.5276,0,0,0
1988112,-77.0314,-42.3715,0,0,0
1988113,-76.981,-42.2176,0,0,0
1988114,-76.9358,-42.0868,0,0,0
1988115,-76.9,-42,1,56,39
1988129,-76.6,-41.5,1,56,39
1988130,-76.6111,-41.5,0,0,0
1988131,-76.6397,-41.5,0,0,0
1988132,-76.6787,-41.5,0,0,0
1988133,-76.7213,-41.5,0,0,0
1988134,-76.7603,-41.5,0,0,0
1988135,-76.7889,-41.5,0,0,0
1988136,-76.8,-41.5,1,56,39
1988150,-76.8,-41.5,1,56,39
1988151,-76.8,-41.4889,0,0,0
1988152,-76.8,-41.4603,0,0,0
1988153,-76.8,-41.4213,0,0,0
1988154,-76.8,-41.3787,0,0,0
1988155,-76.8,-41.3397,0,0,0
1988156,-76.8,-41.3111,0,0,0
1988157,-76.8,-41.3,1,56,39
1988171,-76.8,-42,1,56,39
1988185,-76.8,-41.5,1,56,39
1988186,-76.8,-41.5277,0,0,0
1988187,-76.8,-41.5991,0,0,0
1988188,-76.8,-41.6968,0,0,0
1988189,-76.8,-41.8032,0,0,0
1988190,-76.8,-41.9009,0,0,0
1988191,-76.8,-41.9723,0,0,0
1988192,-76.8,-42,1,56,39
1988193,-76.8,-42,0,0,0
1988194,-76.8,-42,0,0,0
1988195,-76.8,-42,0,0,0
1988196,-76.8,-42,0,0,0
1988197,-76.8,-42,0,0,0
1988198,-76.8,-42,0,0,0
1988199,-76.8,-42,1,56,39
1988200,-76.8,-42.0055,0,0,0
1988201,-76.8,-42.0198,0,0,0
1988202,-76.8,-42.0394,0,0,0
1988203,-76.8,-42.0606,0,0,0
1988204,-76.8,-42.0802,0,0,0
1988205,-76.8,-42.0945,0,0,0
1988206,-76.8,-42.1,1,56,39
1988220,-76.7,-41.8,1,56,39
1988262,-76.8,-41.3,1,56,39
1988290,-76.8,-41.3,1,56,39
1988291,-76.7723,-41.3165,0,0,0
1988292,-76.7009,-41.3616,0,0,0
1988293,-76.6032,-41.4293,0,0,0
1988294,-76.4968,-41.5132,0,0,0
1988295,-76.3991,-41.6072,0,0,0
1988296,-76.3277,-41.7048,0,0,0
1988297,-76.3,-41.8,1,56,39
1988311,-76.8,-43.8,1,56,39
1988325,-76.4,-42,1,56,39
1988346,-76.3,-42,1,56,39
1988347,-76.3222,-42.0356,0,0,0
1988348,-76.3793,-42.1304,0,0,0
1988349,-76.4574,-42.2659,0,0,0
1988350,-76.5426,-42.4239,0,0,0
1988351,-76.6207,-42.5862,0,0,0
1988352,-76.6778,-42.7343,0,0,0
1988353,-76.7,-42.85,1,56,39
1989008,-76.4,-44.3,1,56,39
1989022,-76.8,-41.2,1,56,39
1989023,-76.7778,-41.02,0,0,0
1989024,-76.7207,-40.8287,0,0,0
1989025,-76.6426,-40.6403,0,0,0
1989026,-76.5574,-40.469,0,0,0
1989027,-76.4793,-40.329,0,0,0
1989028,-76.4222,-40.2346,0,0,0
1989029,-76.4,-40.2,1,56,39
1989050,-76.5,-40.8,1,56,39
1989078,-76.3,-40.3,1,56,39
1989092,-76.75,-41,1,56,39
1989106,-76.4,-41.5,1,56,39
1989107,-76.4194,-41.4723,0,0,0
1989108,-76.4694,-41.4009,0,0,0
1989109,-76.5378,-41.3032,0,0,0
1989110,-76.6122,-41.1968,0,0,0
1989111,-76.6806,-41.0991,0,0,0
1989112,-76.7306,-41.0277,0,0,0
1989113,-76.75,-41,1,56,39
1989127,-76.6,-41.2,1,56,39
1989183,-76.7,-40.9,1,56,39
1989211,-76.4,-41.8,1,56,39
1989232,-76.3,-41,1,56,39
1989267,-76.6,-42.25,1,56,39
1989302,-76.8,-41.1,1,56,39
1989303,-76.8,-41.1166,0,0,0
1989304,-76.8,-41.1595,0,0,0
1989305,-76.8,-41.2181,0,0,0
1989306,-76.8,-41.2819,0,0,0
1989307,-76.8,-41.3405,0,0,0
1989308,-76.8,-41.3834,0,0,0
1989309,-76.8,-41.4,1,56,39
1989330,-76.8,-41.2,1,56,39
1990028,-76.7,-41.5,1,56,39
1990029,-76.6693,-41.4723,0,0,0
1990030,-76.5967,-41.4009,0,0,0
1990031,-76.4992,-41.3032,0,0,0
1990032,-76.3938,-41.1968,0,0,0
1990033,-76.2974,-41.0991,0,0,0
1990034,-76.2272,-41.0277,0,0,0
1990035,-76.2,-41,1,56,39
1990203,-76.4,-41.5,1,56,39
1990204,-76.4,-41.5164,0,0,0
1990205,-76.4,-41.547,0,0,0
1990206,-76.4,-41.5857,0,0,0
1990207,-76.4,-41.6266,0,0,0
1990208,-76.4,-41.6633,0,0,0
1990209,-76.4,-41.6898,0,0,0
1990210,-76.4,-41.7,1,56,39
1990350,-76.3,-41.7,1,56,39
1991013,-76.3,-41.8,1,56,39
1991034,-76.3,-41.8,1,56,39
1991048,-76.3,-41.6,1,56,39
1991049,-76.3,-41.6,0,0,0
1991050,-76.3,-41.6,0,0,0
