date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,size_1,size_2
1992012,0,0,0,-73.3,-112.5,1,64,33
1992013,0,0,0,-73.3851,-112.5,0,0,0
1992014,0,0,0,-73.4668,-112.5,0,0,0
1992015,0,0,0,-73.5414,-112.5,0,0,0
1992016,0,0,0,-73.6055,-112.5,0,0,0
1992017,0,0,0,-73.6557,-112.5,0,0,0
1992018,0,0,0,-73.6883,-112.5,0,0,0
1992019,0,0,0,-73.7,-112.5,1,64,33
1992025,-73.3,-112.5,1,0,0,0,0,0
1992026,-73.3,-112.5,1,0,0,0,0,0
1992027,-73.3,-112.5,1,0,0,0,0,0
1992028,-73.2819,-112.506,1,0,0,0,0,0
1992029,-73.2458,-112.5181,1,0,0,0,0,0
1992030,-73.2096,-112.5302,1,0,0,0,0,0
1992031,-73.1915,-112.5362,1,0,0,0,0,0
1992032,-73.1915,-112.5362,1,0,0,0,0,0
1992033,-73.1915,-112.5362,1,-73.3,-112,1,64,33
1992034,-73.1915,-112.5362,1,0,0,0,0,0
1992035,-73.1915,-112.5362,1,0,0,0,0,0
1992036,-73.1915,-112.5362,1,0,0,0,0,0
1992037,-73.1915,-112.5362,1,0,0,0,0,0
1992038,-73.1915,-112.5362,1,0,0,0,0,0
1992039,-73.1915,-112.5362,1,0,0,0,0,0
1992040,-73.1915,-112.5362,1,0,0,0,0,0
1992041,-73.1915,-112.5362,1,0,0,0,0,0
1992042,-73.1915,-112.5362,1,0,0,0,0,0
1992043,-73.1915,-112.5362,1,0,0,0,0,0
1992044,-73.1915,-112.5362,1,0,0,0,0,0
1992045,-73.1915,-112.5362,1,0,0,0,0,0
1992046,-73.1915,-112.5362,1,0,0,0,0,0
1992047,-73.1915,-112.5362,1,0,0,0,0,0
1992048,-73.1915,-112.5362,1,0,0,0,0,0
1992049,-73.1846,-112.5641,1,0,0,0,0,0
1992050,-73.1707,-112.62,1,0,0,0,0,0
1992051,-73.1569,-112.6759,1,0,0,0,0,0
1992052,-73.15,-112.7038,1,0,0,0,0,0
1992053,-73.15,-112.7038,1,0,0,0,0,0
1992054,-73.15,-112.7038,1,0,0,0,0,0
1992055,-73.15,-112.7038,1,0,0,0,0,0
1992056,-73.15,-112.7038,1,0,0,0,0,0
1992057,-73.15,-112.7038,1,0,0,0,0,0
1992058,-73.15,-112.7038,1,0,0,0,0,0
1992059,-73.15,-112.7038,1,0,0,0,0,0
1992060,-73.15,-112.7038,1,0,0,0,0,0
1992061,-73.162,-112.6955,1,0,0,0,0,0
1992062,-73.186,-112.6788,1,0,0,0,0,0
1992063,-73.21,-112.662,1,0,0,0,0,0
1992064,-73.222,-112.6537,1,0,0,0,0,0
1992065,-73.222,-112.6537,1,0,0,0,0,0
1992066,-73.222,-112.6537,1,0,0,0,0,0
1992067,-73.222,-112.6537,1,0,0,0,0,0
1992068,-73.222,-112.6537,1,0,0,0,0,0
1992069,-73.222,-112.6537,1,0,0,0,0,0
1992070,-73.222,-112.6537,1,0,0,0,0,0
1992071,-73.222,-112.6537,1,0,0,0,0,0
1992072,-73.222,-112.6537,1,0,0,0,0,0
1992073,-73.222,-112.6537,1,0,0,0,0,0
1992074,-73.222,-112.6537,1,0,0,0,0,0
1992075,-73.222,-112.6537,1,0,0,0,0,0
1992076,-73.222,-112.6537,1,0,0,0,0,0
1992077,-73.222,-112.6537,1,0,0,0,0,0
1992078,-73.222,-112.6537,1,0,0,0,0,0
1992079,-73.222,-112.6537,1,0,0,0,0,0
1992080,-73.222,-112.6537,1,0,0,0,0,0
1992081,-73.222,-112.6537,1,0,0,0,0,0
1992082,-73.222,-112.6537,1,0,0,0,0,0
1992083,-73.222,-112.6537,1,0,0,0,0,0
1992084,-73.222,-112.6537,1,0,0,0,0,0
1992085,-73.222,-112.6537,1,0,0,0,0,0
1992086,-73.222,-112.6537,1,0,0,0,0,0
1992087,-73.222,-112.6537,1,0,0,0,0,0
1992088,-73.222,-112.6537,1,0,0,0,0,0
1992089,-73.222,-112.6537,1,-73.2,-112.2,1,64,33
1992090,-73.222,-112.6537,1,0,0,0,0,0
1992091,-73.222,-112.6537,1,0,0,0,0,0
1992092,-73.222,-112.6537,1,0,0,0,0,0
1992093,-73.222,-112.6537,1,0,0,0,0,0
1992094,-73.222,-112.6537,1,0,0,0,0,0
1992095,-73.222,-112.6537,1,0,0,0,0,0
1992096,-73.222,-112.6537,1,0,0,0,0,0
1992097,-73.222,-112.6537,1,0,0,0,0,0
1992098,-73.222,-112.6537,1,0,0,0,0,0
1992099,-73.222,-112.6537,1,0,0,0,0,0
