date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2003065,-64.0667,-53.7333,1,0,0,0
2003066,-64.0667,-53.7333,1,0,0,0
2003067,-64.0667,-53.7333,1,0,0,0
2003068,-64.0667,-53.7333,1,0,0,0
2003069,-64.0458,-53.6484,1,0,0,0
2003070,-63.9984,-53.6201,1,0,0,0
2003071,-64.0065,-53.6413,1,0,0,0
2003072,-63.9485,-53.6196,1,0,0,0
2003073,-63.9485,-53.6196,1,0,0,0
2003074,-63.9336,-53.3309,1,0,0,0
2003075,-63.9287,-53.2105,1,0,0,0
2003076,-63.9086,-53.1921,1,0,0,0
2003077,-63.8866,-53.0868,1,0,0,0
2003078,-63.8945,-52.9944,1,0,0,0
2003079,-63.8524,-52.9526,1,0,0,0
2003080,-63.8336,-52.8155,1,0,0,0
2003081,-63.7883,-52.4934,1,0,0,0
2003082,-63.7483,-52.2318,1,0,0,0
2003083,-63.7483,-52.2318,1,0,0,0
2003084,-63.6585,-52.2112,0,0,0,0
2003085,-63.5427,-52.1697,1,0,0,0
2003086,-63.5055,-52.1118,1,0,0,0
2003087,-63.4526,-52.1802,1,0,0,0
2003088,-63.4161,-52.1016,1,0,0,0
2003089,-63.3472,-52.0532,1,0,0,0
2003090,-63.3047,-51.962,1,0,0,0
2003091,-63.2516,-51.9184,1,0,0,0
2003092,-63.2065,-51.8609,1,0,0,0
2003093,-63.2065,-51.8609,1,0,0,0
2003094,-63.1717,-51.8694,1,0,0,0
2003095,-63.0692,-52.0494,1,0,0,0
2003096,-62.9984,-52.2277,1,0,0,0
2003097,-62.889,-52.5234,1,0,0,0
2003098,-62.8629,-52.6744,1,0,0,0
2003099,-62.7869,-52.8513,1,0,0,0
2003100,-62.7149,-52.9952,1,0,0,0
2003101,-62.5243,-53.2752,1,0,0,0
2003102,-62.559,-53.1112,1,0,0,0
2003103,-62.5149,-53.2157,1,0,0,0
2003104,-62.8786,-53.789,1,0,0,0
2003105,-62.9293,-53.8149,1,0,0,0
2003106,-62.5296,-53.428,1,0,0,0
2003107,-62.4809,-53.3947,1,0,0,0
2003108,-62.3835,-53.4737,1,0,0,0
2003109,-62.2909,-53.4082,1,0,0,0
2003110,-62.2652,-53.3234,1,0,0,0
2003111,-62.185,-53.2389,1,0,0,0
2003112,-62.1054,-53.1863,1,0,0,0
2003113,-62.0236,-52.9475,1,0,0,0
2003114,-61.9521,-52.7824,1,-61.629,-51.0729,1
2003115,-61.9346,-52.5521,1,-61.629,-51.0729,1
2003116,-62.0204,-52.4801,1,-61.629,-51.0729,1
2003117,-62.0204,-52.4801,1,-61.6128,-50.8844,1
2003118,-62.0365,-52.3963,1,-61.5733,-50.6304,1
2003119,-62.0365,-52.3963,1,-61.5257,-50.6551,1
2003120,-62.0365,-52.3963,1,-61.5257,-50.6551,1
2003121,-62.1747,-52.5014,1,-61.5257,-50.6551,1
2003122,-62.1535,-52.4938,0,-61.4793,-50.5836,1
2003123,-62.1005,-52.4722,0,-61.4793,-50.5836,1
2003124,-62.0319,-52.4381,0,-61.4793,-50.5836,1
2003125,-61.9636,-52.3931,1,-61.4182,-50.4526,1
2003126,-61.8917,-52.2648,0,-61.4439,-50.3175,1
2003127,-61.8111,-52.0272,0,-61.4439,-50.3175,1
2003128,-61.7361,-51.7515,1,-61.344,-50.0689,1
2003129,-61.6737,-51.4167,1,-61.2868,-49.9273,1
2003130,-61.5626,-51.1323,1,-61.2868,-49.9273,1
2003131,-61.4821,-50.9914,1,-61.2741,-49.5674,1
2003132,-61.3761,-50.7498,1,-61.2741,-49.5674,1
2003133,-61.2632,-50.6629,1,-61.2227,-49.3291,1
2003134,-61.2072,-50.2806,1,-61.162,-49.3996,1
2003135,-61.1235,-50.1479,1,-61.1236,-49.3753,1
2003136,-61.0279,-49.9741,1,-61.1685,-49.429,1
2003137,-60.9026,-49.9885,1,-61.1828,-49.5417,1
2003138,-60.9026,-49.9885,1,-61.2253,-49.4653,1
2003139,-60.8543,-49.9194,1,-61.2253,-49.4653,1
2003140,-60.8543,-49.9194,1,-61.2253,-49.4653,1
2003141,-60.8332,-49.8007,1,-61.2106,-49.5708,1
2003142,-60.8302,-49.7322,1,-61.1653,-49.5841,1
2003143,-60.8302,-49.7322,1,-61.1376,-49.64,1
2003144,-60.8302,-49.7322,1,-61.0932,-49.6784,1
2003145,-60.8316,-49.963,0,-61.0457,-49.7093,1
2003146,-60.8329,-50.1938,1,-61.0457,-49.7093,1
2003147,-60.8329,-50.1938,1,-61.0457,-49.7093,1
2003148,-60.9729,-50.2681,0,-61.0457,-49.7093,1
2003149,-61.1129,-50.3424,1,-61.0457,-49.7093,1
2003150,-61.0876,-50.2425,1,-60.9963,-49.7041,1
2003151,0,0,0,-60.9963,-49.7041,1
2003152,0,0,0,-61.0505,-49.5639,1
2003153,0,0,0,-61.0505,-49.5639,1
2003154,0,0,0,-60.9679,-49.5904,1
2003155,0,0,0,-60.8996,-49.8089,1
2003156,0,0,0,-60.9242,-49.8894,1
2003157,0,0,0,-60.9112,-50.0671,1
2003158,0,0,0,-60.8883,-50.2125,0
2003159,0,0,0,-60.873,-50.3842,1
2003160,0,0,0,-60.8942,-50.7083,1
2003161,0,0,0,-60.8942,-50.7083,1
2003162,0,0,0,-61.0031,-51.3085,1
2003163,0,0,0,-60.9624,-51.4015,1
2003164,0,0,0,-60.8977,-51.5457,1
2003165,0,0,0,-60.8603,-51.6951,1
2003166,0,0,0,-60.835,-51.8366,1
2003167,0,0,0,-60.7945,-51.8504,1
2003168,0,0,0,-60.7945,-51.8504,1
2003169,0,0,0,-60.7945,-51.8504,1
2003170,-60.4946,-51.478,1,-60.8368,-52.0165,1
2003171,-60.5026,-51.2949,1,-60.9285,-52.1276,1
2003172,-60.4835,-51.1256,1,-60.9285,-52.1276,1
2003173,-60.4047,-50.8698,1,-60.9285,-52.1276,1
2003174,-60.4376,-50.7279,1,-60.9285,-52.1276,1
2003175,-60.45,-50.6065,1,-60.8778,-52.2061,1
2003176,-60.4183,-50.5055,1,-60.8053,-52.2079,1
2003177,-60.4242,-50.4237,1,-60.7408,-52.0853,1
2003178,-60.4307,-50.1254,1,-60.6541,-51.7787,1
2003179,-60.3867,-49.8124,1,-60.6216,-51.6077,1
2003180,-60.3538,-49.6485,1,-60.5554,-51.4078,1
2003181,-60.3474,-49.294,1,-60.4651,-51.2732,1
2003182,-60.3064,-49.0605,1,-60.3839,-51.061,1
2003183,-60.2748,-48.8075,1,-60.3706,-50.8647,1
2003184,-60.2365,-48.7285,1,-60.3872,-50.6053,1
2003185,-60.1301,-48.7619,1,-60.4083,-50.3522,0
2003186,-60.0958,-48.8836,1,-60.421,-50.0984,1
2003187,-60.1144,-49.0097,1,-60.3737,-49.8367,1
2003188,-60.1154,-49.1607,1,-60.3463,-49.5461,1
2003189,-60.1031,-49.281,1,-60.3396,-49.3284,1
2003190,-60.0713,-49.384,1,-60.258,-49.2142,1
2003191,-60.0362,-49.7596,1,-60.1982,-49.0818,1
2003192,-60.0354,-50.1411,1,-60.1982,-49.0818,1
2003193,-60.0413,-50.2947,1,-60.0762,-49.2886,1
2003194,-60.065,-50.5361,1,-60.0611,-49.3911,1
2003195,-60.0374,-50.6186,1,-59.9868,-49.3139,1
2003196,-60.0241,-50.7682,1,-59.9485,-49.2538,1
2003197,-59.9193,-50.7259,1,-59.9485,-49.2538,1
2003198,-59.8467,-50.6985,1,-59.9262,-49.0256,1
2003199,-59.7415,-50.5925,1,-59.8649,-48.821,1
2003200,-59.6254,-50.5897,1,-59.8095,-48.594,1
2003201,-59.5223,-50.484,1,-59.7379,-48.3763,1
2003202,-59.4756,-50.3668,1,-59.5422,-48.1581,1
2003203,-59.4318,-50.294,1,-59.3639,-48.0083,1
2003204,-59.4318,-50.294,1,-59.309,-47.8099,1
2003205,-59.5634,-50.1374,1,-59.3138,-47.6247,1
2003206,-59.6491,-49.8371,1,-59.385,-47.5053,1
2003207,-59.7478,-49.6008,1,-59.4025,-47.6854,1
2003208,-59.7814,-49.1801,1,-59.3871,-47.5321,1
2003209,-59.7007,-48.5951,1,-59.3871,-47.5321,1
2003210,-59.5074,-48.3051,1,-59.4493,-47.3439,1
2003211,-59.2855,-48.1974,1,-59.6044,-47.1726,1
2003212,-59.1762,-48.1743,1,-59.7279,-46.7869,1
2003213,-59.0738,-48.2338,1,-59.8678,-46.3868,1
2003214,-59.0102,-48.14,1,-59.9078,-45.6086,1
2003215,-58.9172,-48.0241,1,-59.833,-44.5463,1
2003216,-58.7986,-47.8543,1,-59.833,-44.5463,1
2003217,-58.6141,-47.5166,1,-59.833,-44.5463,1
2003218,-58.4304,-47.3019,1,-59.833,-44.5463,1
2003219,-58.3758,-47.1819,0,-59.9189,-44.1885,1
2003220,-58.332,-47.0802,0,-59.9287,-44.5419,1
2003221,-58.2988,-46.9955,0,-59.9287,-44.5419,1
2003222,-58.2756,-46.9263,0,-59.9506,-44.1978,1
2003223,-58.262,-46.8711,0,-59.9231,-44.1944,1
2003224,-58.2576,-46.8286,1,-59.9231,-44.1944,1
2003225,-58.3238,-46.801,1,-59.8999,-44.0419,1
2003226,-58.2778,-46.7996,1,-59.9211,-43.9161,1
2003227,-58.2901,-46.5998,1,-59.9211,-43.9161,1
2003228,-58.355,-46.5193,1,-59.8821,-43.7825,1
2003229,-58.3026,-46.5568,0,-59.9173,-43.6968,1
2003230,-58.208,-46.65,1,-60.0749,-43.2174,1
2003231,-58.1122,-46.9059,1,-59.4711,-42.7948,1
2003232,-58.0314,-46.9399,1,-59.337,-42.464,1
2003233,-57.9413,-47.026,1,-59.3703,-42.2427,1
2003234,-57.8672,-47.0836,1,-59.3558,-41.8946,1
2003235,0,0,0,-59.4043,-41.2416,1
2003236,0,0,0,-59.4043,-41.2416,1
2003237,0,0,0,-59.3788,-42.268,1
2003238,0,0,0,-59.3788,-42.268,1
2003239,0,0,0,-59.3788,-42.268,1
2003240,0,0,0,-59.2629,-42.131,1
2003241,0,0,0,-59.2629,-42.131,1
2003242,0,0,0,-59.2333,-41.7617,1
2003243,0,0,0,-59.1641,-41.6127,1
2003244,0,0,0,-59.0997,-41.2395,1
2003245,0,0,0,-59.038,-41.0253,1
2003246,0,0,0,-59.0346,-40.6065,1
2003247,0,0,0,-59.025,-40.2927,1
2003248,0,0,0,-59.0895,-40.091,0
